  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2418                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9519   0.04192   0.03398  -0.0334   1.0000   0.1281
  -9.900  -0.9471   0.04158   0.03365  -0.0325   1.0000   0.1292
  -9.800  -0.9443   0.04113   0.03318  -0.0315   1.0000   0.1304
  -9.700  -0.9427   0.04059   0.03257  -0.0303   1.0000   0.1316
  -9.600  -0.9422   0.03998   0.03185  -0.0289   1.0000   0.1328
  -9.500  -0.9423   0.03931   0.03105  -0.0275   1.0000   0.1340
  -9.400  -0.9431   0.03863   0.03018  -0.0260   1.0000   0.1352
  -9.300  -0.9445   0.03797   0.02931  -0.0244   1.0000   0.1363
  -9.200  -0.9367   0.03739   0.02884  -0.0241   1.0000   0.1376
  -9.100  -0.9302   0.03706   0.02857  -0.0235   1.0000   0.1388
  -9.000  -0.9245   0.03676   0.02831  -0.0228   1.0000   0.1402
  -8.900  -0.9195   0.03644   0.02798  -0.0220   1.0000   0.1416
  -8.800  -0.9149   0.03608   0.02759  -0.0212   1.0000   0.1432
  -8.700  -0.9110   0.03565   0.02708  -0.0202   1.0000   0.1449
  -8.600  -0.9080   0.03517   0.02646  -0.0192   1.0000   0.1466
  -8.500  -0.9056   0.03467   0.02576  -0.0180   1.0000   0.1483
  -8.400  -0.8996   0.03413   0.02524  -0.0175   1.0000   0.1498
  -8.300  -0.8922   0.03382   0.02502  -0.0171   1.0000   0.1514
  -8.200  -0.8858   0.03358   0.02482  -0.0165   1.0000   0.1530
  -8.100  -0.8798   0.03333   0.02457  -0.0158   1.0000   0.1549
  -8.000  -0.8743   0.03304   0.02423  -0.0151   1.0000   0.1569
  -7.900  -0.8692   0.03270   0.02380  -0.0144   1.0000   0.1591
  -7.800  -0.8647   0.03233   0.02327  -0.0135   1.0000   0.1613
  -7.700  -0.8586   0.03189   0.02280  -0.0129   1.0000   0.1632
  -7.600  -0.8512   0.03161   0.02262  -0.0126   1.0000   0.1651
  -7.500  -0.8443   0.03141   0.02247  -0.0121   1.0000   0.1670
  -7.400  -0.8380   0.03121   0.02227  -0.0115   1.0000   0.1693
  -7.300  -0.8320   0.03097   0.02198  -0.0109   1.0000   0.1718
  -7.200  -0.8263   0.03070   0.02160  -0.0102   1.0000   0.1745
  -7.100  -0.8206   0.03040   0.02116  -0.0096   1.0000   0.1770
  -7.000  -0.8101   0.03008   0.02098  -0.0098   0.9993   0.1794
  -6.900  -0.7926   0.02992   0.02090  -0.0113   0.9967   0.1830
  -6.800  -0.7752   0.02975   0.02067  -0.0128   0.9940   0.1873
  -6.700  -0.7586   0.02954   0.02024  -0.0141   0.9912   0.1920
  -6.600  -0.7426   0.02919   0.02007  -0.0153   0.9882   0.1955
  -6.500  -0.7260   0.02904   0.01999  -0.0166   0.9851   0.1996
  -6.400  -0.7087   0.02888   0.01975  -0.0180   0.9822   0.2047
  -6.200  -0.6768   0.02843   0.01934  -0.0203   0.9762   0.2136
  -6.100  -0.6617   0.02828   0.01921  -0.0213   0.9726   0.2186
  -6.000  -0.6450   0.02812   0.01888  -0.0225   0.9694   0.2245
  -5.900  -0.6266   0.02787   0.01878  -0.0241   0.9671   0.2295
  -5.800  -0.6117   0.02774   0.01870  -0.0250   0.9637   0.2347
  -5.700  -0.5995   0.02758   0.01845  -0.0254   0.9593   0.2404
  -5.600  -0.5838   0.02733   0.01824  -0.0265   0.9560   0.2458
  -5.500  -0.5659   0.02719   0.01819  -0.0279   0.9533   0.2519
  -5.400  -0.5466   0.02708   0.01797  -0.0296   0.9510   0.2598
  -5.300  -0.5372   0.02684   0.01781  -0.0294   0.9461   0.2644
  -5.200  -0.5238   0.02670   0.01774  -0.0300   0.9420   0.2702
