  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  12.600   1.4678   0.03769   0.02987  -0.0436   0.2638   1.0000
  12.700   1.4626   0.03864   0.03090  -0.0423   0.2580   1.0000
  12.800   1.4606   0.03939   0.03165  -0.0412   0.2522   1.0000
  12.900   1.4616   0.03999   0.03215  -0.0403   0.2464   1.0000
  13.000   1.4567   0.04102   0.03326  -0.0392   0.2407   1.0000
  13.100   1.4557   0.04178   0.03398  -0.0382   0.2351   1.0000
  13.200   1.4545   0.04261   0.03478  -0.0373   0.2295   1.0000
  13.300   1.4506   0.04366   0.03587  -0.0364   0.2239   1.0000
  13.400   1.4507   0.04440   0.03652  -0.0356   0.2186   1.0000
  13.500   1.4478   0.04545   0.03759  -0.0348   0.2133   1.0000
  13.600   1.4446   0.04652   0.03869  -0.0340   0.2080   1.0000
  13.700   1.4455   0.04725   0.03929  -0.0334   0.2030   1.0000
  13.800   1.4419   0.04844   0.04053  -0.0326   0.1981   1.0000
  13.900   1.4389   0.04956   0.04168  -0.0320   0.1933   1.0000
  14.000   1.4397   0.05034   0.04236  -0.0314   0.1887   1.0000
  14.100   1.4375   0.05148   0.04351  -0.0308   0.1842   1.0000
  14.200   1.4343   0.05269   0.04477  -0.0303   0.1798   1.0000
  14.300   1.4341   0.05361   0.04564  -0.0297   0.1757   1.0000
  14.400   1.4355   0.05445   0.04639  -0.0292   0.1714   1.0000
  14.500   1.4314   0.05581   0.04785  -0.0288   0.1677   1.0000
  14.600   1.4302   0.05690   0.04893  -0.0283   0.1638   1.0000
  14.700   1.4333   0.05755   0.04947  -0.0278   0.1600   1.0000
  14.800   1.4321   0.05871   0.05066  -0.0274   0.1565   1.0000
  14.900   1.4292   0.06004   0.05207  -0.0271   0.1533   1.0000
  15.000   1.4289   0.06109   0.05311  -0.0268   0.1499   1.0000
  15.100   1.4329   0.06168   0.05359  -0.0263   0.1465   1.0000
  15.200   1.4333   0.06273   0.05465  -0.0259   0.1435   1.0000
  15.300   1.4299   0.06417   0.05619  -0.0257   0.1408   1.0000
  15.400   1.4290   0.06533   0.05738  -0.0255   0.1380   1.0000
  15.500   1.4315   0.06611   0.05810  -0.0251   0.1351   1.0000
  15.600   1.4409   0.06623   0.05806  -0.0246   0.1318   1.0000
  15.700   1.4357   0.06790   0.05988  -0.0244   0.1299   1.0000
  15.800   1.4327   0.06935   0.06142  -0.0243   0.1278   1.0000
  15.900   1.4322   0.07053   0.06264  -0.0241   0.1254   1.0000
  16.000   1.4349   0.07132   0.06339  -0.0238   0.1230   1.0000
  16.100   1.4502   0.07084   0.06266  -0.0231   0.1196   1.0000
  16.200   1.4441   0.07263   0.06462  -0.0231   0.1183   1.0000
  16.300   1.4397   0.07428   0.06639  -0.0231   0.1168   1.0000
  16.400   1.4372   0.07574   0.06794  -0.0230   0.1151   1.0000
  16.500   1.4367   0.07695   0.06919  -0.0229   0.1133   1.0000
  16.600   1.4397   0.07775   0.06998  -0.0227   0.1113   1.0000
  16.700   1.4556   0.07715   0.06916  -0.0220   0.1085   1.0000
  16.800   1.4557   0.07838   0.07045  -0.0218   0.1070   1.0000
  16.900   1.4496   0.08026   0.07246  -0.0219   0.1060   1.0000
  17.000   1.4446   0.08205   0.07437  -0.0221   0.1049   1.0000
  17.100   1.4408   0.08371   0.07613  -0.0222   0.1036   1.0000
  17.200   1.4388   0.08517   0.07766  -0.0223   0.1023   1.0000
  17.300   1.4396   0.08628   0.07879  -0.0222   0.1009   1.0000
  17.400   1.4456   0.08675   0.07922  -0.0220   0.0993   1.0000
  17.500   1.4682   0.08553   0.07776  -0.0208   0.0966   1.0000
  17.600   1.4601   0.08765   0.08003  -0.0211   0.0961   1.0000
  17.700   1.4525   0.08978   0.08230  -0.0215   0.0954   1.0000
  17.800   1.4454   0.09190   0.08455  -0.0219   0.0947   1.0000
  17.900   1.4387   0.09401   0.08678  -0.0224   0.0940   1.0000
  18.000   1.4329   0.09604   0.08891  -0.0228   0.0932   1.0000
  18.100   1.4272   0.09808   0.09104  -0.0233   0.0924   1.0000
  18.200   1.4223   0.10003   0.09308  -0.0238   0.0916   1.0000
  18.300   1.4185   0.10184   0.09496  -0.0243   0.0908   1.0000
  18.400   1.4166   0.10340   0.09656  -0.0246   0.0899   1.0000
  18.500   1.4203   0.10417   0.09732  -0.0246   0.0888   1.0000
  18.600   1.4507   0.10161   0.09449  -0.0225   0.0865   1.0000
  18.700   1.4395   0.10435   0.09737  -0.0235   0.0862   1.0000
  18.800   1.4282   0.10720   0.10036  -0.0245   0.0860   1.0000
  18.900   1.4163   0.11019   0.10348  -0.0257   0.0858   1.0000
  19.000   1.4038   0.11337   0.10680  -0.0271   0.0856   1.0000
  19.100   1.3905   0.11677   0.11033  -0.0287   0.0854   1.0000
  19.200   1.3766   0.12037   0.11406  -0.0305   0.0853   1.0000
  19.300   1.3614   0.12430   0.11813  -0.0325   0.0853   1.0000
  19.400   1.3444   0.12866   0.12262  -0.0349   0.0853   1.0000
  19.500   1.3257   0.13351   0.12760  -0.0377   0.0854   1.0000
  19.600   1.3040   0.13912   0.13334  -0.0411   0.0856   1.0000
  19.700   1.2792   0.14563   0.13997  -0.0452   0.0860   1.0000
  19.800   1.2506   0.15333   0.14778  -0.0500   0.0864   1.0000
