-10.00,  -0.336,   0.142
 -9.90,  -0.336,   0.142
 -9.80,  -0.339,   0.142
 -9.70,  -0.342,   0.142
 -9.60,  -0.344,   0.141
 -9.50,  -0.347,   0.141
 -9.40,  -0.350,   0.140
 -9.30,  -0.352,   0.140
 -9.20,  -0.355,   0.139
 -9.10,  -0.358,   0.139
 -9.00,  -0.360,   0.138
 -8.90,  -0.363,   0.138
 -8.80,  -0.366,   0.137
 -8.70,  -0.368,   0.137
 -8.60,  -0.371,   0.136
 -8.50,  -0.374,   0.136
 -8.40,  -0.377,   0.135
 -8.30,  -0.380,   0.134
 -8.20,  -0.357,   0.124
 -8.10,  -0.354,   0.122
 -8.00,  -0.352,   0.121
 -7.90,  -0.352,   0.120
 -7.80,  -0.352,   0.119
 -7.70,  -0.353,   0.119
 -7.60,  -0.354,   0.118
 -7.50,  -0.355,   0.117
 -7.40,  -0.357,   0.116
 -7.30,  -0.358,   0.116
 -7.20,  -0.360,   0.115
 -7.10,  -0.363,   0.114
 -7.00,  -0.365,   0.113
 -6.90,  -0.368,   0.113
 -6.80,  -0.371,   0.112
 -6.70,  -0.374,   0.112
 -6.60,  -0.378,   0.111
 -6.50,  -0.381,   0.110
 -6.40,  -0.385,   0.110
 -6.30,  -0.390,   0.109
 -6.20,  -0.395,   0.109
 -6.10,  -0.400,   0.108
 -6.00,  -0.404,   0.108
 -5.90,  -0.407,   0.107
 -5.80,  -0.400,   0.106
 -5.70,  -0.392,   0.104
 -5.60,  -0.378,   0.104
 -5.50,  -0.358,   0.102
 -5.40,  -0.341,   0.100
 -5.30,  -0.329,   0.099
 -5.20,  -0.333,   0.094
 -5.10,  -0.333,   0.092
 -5.00,  -0.330,   0.090
 -4.90,  -0.324,   0.089
 -4.80,  -0.318,   0.088
 -4.70,  -0.314,   0.087
 -4.60,  -0.308,   0.086
 -4.50,  -0.249,   0.086
 -4.40,  -0.256,   0.081
 -4.30,  -0.257,   0.079
 -4.20,  -0.255,   0.078
 -4.10,  -0.253,   0.077
 -4.00,  -0.247,   0.076
 -3.90,  -0.237,   0.075
 -3.80,  -0.224,   0.074
 -3.70,  -0.205,   0.072
 -3.60,  -0.176,   0.069
 -3.50,  -0.146,   0.067
 -3.40,  -0.143,   0.065
 -3.30,  -0.138,   0.064
 -3.20,  -0.130,   0.063
 -3.10,  -0.120,   0.062
 -3.00,  -0.107,   0.061
 -2.90,  -0.089,   0.060
 -2.80,  -0.049,   0.057
 -2.70,  -0.038,   0.056
 -2.60,  -0.023,   0.055
 -2.50,  -0.024,   0.054
 -2.40,  -0.014,   0.054
 -2.30,   0.016,   0.053
 -2.20,   0.027,   0.051
 -2.10,   0.040,   0.050
 -2.00,   0.057,   0.049
 -1.90,   0.081,   0.048
 -1.80,   0.097,   0.047
 -1.70,   0.117,   0.046
 -1.60,   0.142,   0.046
 -1.50,   0.160,   0.044
 -1.40,   0.254,   0.035
 -1.30,   0.274,   0.034
 -1.20,   0.294,   0.034
 -1.10,   0.300,   0.033
 -1.00,   0.306,   0.033
 -0.90,   0.319,   0.033
 -0.80,   0.334,   0.033
 -0.70,   0.350,   0.032
 -0.60,   0.369,   0.031
 -0.50,   0.389,   0.031
 -0.40,   0.409,   0.030
 -0.30,   0.430,   0.030
 -0.20,   0.444,   0.028
 -0.10,   0.447,   0.028
  0.00,   0.450,   0.028
  0.10,   0.453,   0.028
  0.20,   0.464,   0.028
  0.30,   0.478,   0.029
  0.40,   0.494,   0.029
  0.50,   0.511,   0.029
  0.60,   0.529,   0.029
  0.70,   0.548,   0.029
  0.80,   0.568,   0.029
  0.90,   0.572,   0.029
  1.00,   0.576,   0.029
  1.10,   0.579,   0.030
  1.20,   0.594,   0.030
  1.30,   0.611,   0.030
  1.40,   0.628,   0.030
  1.50,   0.647,   0.030
  1.60,   0.666,   0.030
  1.70,   0.685,   0.029
  1.80,   0.705,   0.029
  1.90,   0.699,   0.030
  2.00,   0.693,   0.031
  2.10,   0.709,   0.030
  2.20,   0.726,   0.030
  2.30,   0.744,   0.030
  2.40,   0.764,   0.030
  2.50,   0.783,   0.030
  2.60,   0.803,   0.030
  2.70,   0.823,   0.029
  2.80,   0.816,   0.030
  2.90,   0.810,   0.031
  3.00,   0.826,   0.031
  3.10,   0.845,   0.030
  3.20,   0.863,   0.030
  3.30,   0.882,   0.030
  3.40,   0.903,   0.029
  3.50,   0.924,   0.029
  3.60,   0.945,   0.028
  3.70,   0.968,   0.027
  3.80,   0.969,   0.028
  3.90,   0.969,   0.028
  4.00,   0.970,   0.029
  4.10,   0.990,   0.028
  4.20,   1.011,   0.027
  4.30,   1.034,   0.027
  4.40,   1.058,   0.026
  4.50,   1.083,   0.025
  4.60,   1.107,   0.025
  4.70,   1.099,   0.025
  4.80,   1.092,   0.026
  4.90,   1.113,   0.025
  5.00,   1.135,   0.025
  5.10,   1.159,   0.024
  5.20,   1.185,   0.023
  5.30,   1.203,   0.023
  5.40,   1.192,   0.023
  5.50,   1.204,   0.023
  5.60,   1.224,   0.023
  5.70,   1.246,   0.022
  5.80,   1.272,   0.021
  5.90,   1.266,   0.022
  6.00,   1.274,   0.022
  6.10,   1.290,   0.021
  6.20,   1.314,   0.021
  6.30,   1.315,   0.021
  6.40,   1.321,   0.021
  6.50,   1.335,   0.021
  6.60,   1.351,   0.021
  6.70,   1.352,   0.021
  6.80,   1.361,   0.021
  6.90,   1.379,   0.021
  7.00,   1.379,   0.021
  7.10,   1.386,   0.021
  7.20,   1.398,   0.021
  7.30,   1.400,   0.021
  7.40,   1.407,   0.021
  7.50,   1.413,   0.022
  7.60,   1.417,   0.022
  7.70,   1.424,   0.022
  7.80,   1.425,   0.022
  7.90,   1.429,   0.023
  8.00,   1.433,   0.023
  8.10,   1.434,   0.023
  8.20,   1.438,   0.024
  8.30,   1.439,   0.024
  8.40,   1.440,   0.025
  8.50,   1.442,   0.025
  8.60,   1.443,   0.026
  8.70,   1.444,   0.026
  8.80,   1.446,   0.027
  8.90,   1.448,   0.027
  9.00,   1.450,   0.028
  9.10,   1.452,   0.028
  9.20,   1.453,   0.029
  9.30,   1.456,   0.030
  9.40,   1.458,   0.030
  9.50,   1.460,   0.031
  9.60,   1.462,   0.031
  9.70,   1.467,   0.032
  9.80,   1.469,   0.032
  9.90,   1.471,   0.033
 10.00,   1.474,   0.034
 10.10,   1.481,   0.035
 10.20,   1.484,   0.035
 10.30,   1.488,   0.036
 10.40,   1.491,   0.036
 10.50,   1.495,   0.037
 10.60,   1.507,   0.038
 10.70,   1.509,   0.038
 10.80,   1.513,   0.039
 10.90,   1.516,   0.039
 11.00,   1.519,   0.040
 11.10,   1.522,   0.041
 11.20,   1.538,   0.042
 11.30,   1.538,   0.042
 11.40,   1.539,   0.043
 11.50,   1.541,   0.044
 11.60,   1.544,   0.044
 11.70,   1.547,   0.045
 11.80,   1.551,   0.046
 11.90,   1.561,   0.046
 12.00,   1.576,   0.048
 12.10,   1.578,   0.048
 12.20,   1.580,   0.049
 12.30,   1.581,   0.050
 12.40,   1.583,   0.051
 12.50,   1.585,   0.052
 12.60,   1.587,   0.052
 12.70,   1.589,   0.053
 12.80,   1.592,   0.054
 12.90,   1.608,   0.056
 13.00,   1.605,   0.057
 13.10,   1.602,   0.057
 13.20,   1.600,   0.058
 13.30,   1.598,   0.059
 13.40,   1.598,   0.060
 13.50,   1.597,   0.061
 13.60,   1.596,   0.063
 13.70,   1.595,   0.064
 13.80,   1.594,   0.065
 13.90,   1.593,   0.066
 14.00,   1.592,   0.067
 14.10,   1.592,   0.068
 14.20,   1.592,   0.069
 14.30,   1.594,   0.070
 14.40,   1.596,   0.072
