 14.50,   1.595,   0.074
 14.60,   1.589,   0.076
 14.70,   1.579,   0.079
 14.80,   1.571,   0.081
 14.90,   1.563,   0.083
 15.00,   1.555,   0.084
 15.10,   1.546,   0.086
 15.20,   1.538,   0.088
 15.30,   1.528,   0.090
 15.40,   1.518,   0.093
 15.50,   1.508,   0.095
 15.60,   1.497,   0.097
 15.70,   1.486,   0.100
 15.80,   1.474,   0.103
 15.90,   1.462,   0.106
 16.00,   1.449,   0.109
 16.10,   1.436,   0.112
 16.20,   1.421,   0.116
 16.30,   1.407,   0.120
 16.40,   1.391,   0.124
 16.50,   1.374,   0.128
 16.60,   1.356,   0.133
 16.70,   1.171,   0.193
 16.80,   1.169,   0.197
 16.90,   1.167,   0.200
 17.00,   1.166,   0.203
 17.10,   1.167,   0.206
 17.20,   1.168,   0.209
 17.30,   1.179,   0.210
 17.40,   1.123,   0.232
 17.50,   1.124,   0.234
 17.60,   1.127,   0.235
 17.70,   1.130,   0.237
 17.80,   1.135,   0.239
 17.90,   1.140,   0.240
 18.00,   1.146,   0.242
 18.10,   1.154,   0.244
 18.20,   1.162,   0.247
 18.30,   1.172,   0.251
 18.40,   1.173,   0.257
 18.50,   1.172,   0.259
 18.60,   1.169,   0.261
 18.70,   1.165,   0.263
 18.80,   1.159,   0.264
 18.90,   1.149,   0.265
 19.00,   1.141,   0.265
 19.10,   1.140,   0.267
 19.20,   1.141,   0.269
 19.30,   1.143,   0.270
 19.40,   1.147,   0.272
 19.50,   1.153,   0.273
 19.60,   1.158,   0.275
 19.70,   1.165,   0.277
 19.80,   1.177,   0.280
 19.90,   1.180,   0.285
 20.00,   1.184,   0.291
