AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 14:40:15 Compatible with AeroDyn v13.0.
Polar "T1_Re0.080_M0.00_N9.0 360 M" on Foil "T1_Re0.080_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.80          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.00          Angle of attack for zero Cn for linear Cn curve (deg)
10.97644       Cn slope for zero lift for linear Cn curve (1/rad)
-0.7561        Cn at stall value for positive angle of attack for linear Cn curve
-0.7694        Cn at stall value for negative angle of attack for linear Cn curve
2.00           Angle of attack for minimum CD (deg)
0.0210         Minimum CD value
   -180.00   -0.0295    0.0060
   -179.00    0.2041    0.0065
   -178.00    0.4368    0.0081
   -177.00    0.6541    0.0106
   -176.00    0.8046    0.0142
   -175.00    0.8297    0.0188
   -174.00    0.7458    0.0244
   -173.00    0.6296    0.0311
   -172.00    0.5334    0.0387
   -171.00    0.4689    0.0473
   -170.00    0.4309    0.0568
   -169.00    0.4113    0.0673
   -168.00    0.4039    0.0788
   -167.00    0.4043    0.0912
   -166.00    0.4097    0.1045
   -165.00    0.4183    0.1187
   -164.00    0.4287    0.1338
   -163.00    0.4402    0.1498
   -162.00    0.4522    0.1666
   -161.00    0.4643    0.1842
   -160.00    0.4763    0.2026
   -159.00    0.4878    0.2218
   -158.00    0.4988    0.2417
   -157.00    0.5092    0.2623
   -156.00    0.5188    0.2837
   -155.00    0.5277    0.3057
   -154.00    0.5357    0.3284
   -153.00    0.5429    0.3517
   -152.00    0.5493    0.3756
   -151.00    0.5548    0.4000
   -150.00    0.5594    0.4250
   -149.00    0.5631    0.4504
   -148.00    0.5659    0.4764
   -147.00    0.5679    0.5027
   -146.00    0.5690    0.5295
   -145.00    0.5693    0.5566
   -144.00    0.5688    0.5841
   -143.00    0.5675    0.6119
   -142.00    0.5653    0.6400
   -141.00    0.5625    0.6682
   -140.00    0.5588    0.6967
   -139.00    0.5545    0.7254
   -138.00    0.5495    0.7541
   -137.00    0.5438    0.7830
   -136.00    0.5374    0.8120
   -135.00    0.5304    0.8409
   -134.00    0.5229    0.8699
   -133.00    0.5147    0.8988
   -132.00    0.5061    0.9276
   -131.00    0.4969    0.9563
   -130.00    0.4872    0.9849
   -129.00    0.4771    1.0133
   -128.00    0.4665    1.0414
   -127.00    0.4555    1.0694
   -126.00    0.4442    1.0970
   -125.00    0.4324    1.1243
   -124.00    0.4204    1.1512
   -123.00    0.4080    1.1778
   -122.00    0.3953    1.2040
   -121.00    0.3824    1.2297
   -120.00    0.3692    1.2549
   -119.00    0.3558    1.2796
   -118.00    0.3422    1.3038
   -117.00    0.3284    1.3274
   -116.00    0.3144    1.3504
   -115.00    0.3003    1.3728
   -114.00    0.2860    1.3946
   -113.00    0.2717    1.4156
   -112.00    0.2572    1.4360
   -111.00    0.2426    1.4556
   -110.00    0.2280    1.4745
   -109.00    0.2125    1.4926
   -108.00    0.1977    1.5099
   -107.00    0.1830    1.5264
   -106.00    0.1682    1.5421
   -105.00    0.1534    1.5569
   -104.00    0.1386    1.5709
   -103.00    0.1238    1.5839
   -102.00    0.1090    1.5961
   -101.00    0.0942    1.6073
   -100.00    0.0795    1.6176
    -99.00    0.0648    1.6270
    -98.00    0.0501    1.6354
    -97.00    0.0355    1.6428
    -96.00    0.0209    1.6493
    -95.00    0.0064    1.6548
    -94.00   -0.0081    1.6593
    -93.00   -0.0225    1.6628
    -92.00   -0.0368    1.6653
    -91.00   -0.0511    1.6668
    -90.00   -0.0652    1.6673
    -89.00   -0.0793    1.6668
    -88.00   -0.0934    1.6653
    -87.00   -0.1073    1.6628
    -86.00   -0.1212    1.6592
    -85.00   -0.1349    1.6547
    -84.00   -0.1486    1.6493
    -83.00   -0.1621    1.6428
    -82.00   -0.1756    1.6354
    -81.00   -0.1889    1.6269
    -80.00   -0.2021    1.6176
    -79.00   -0.2153    1.6073
    -78.00   -0.2282    1.5960
    -77.00   -0.2411    1.5839
    -76.00   -0.2538    1.5708
    -75.00   -0.2664    1.5569
    -74.00   -0.2788    1.5421
    -73.00   -0.2911    1.5264
    -72.00   -0.3032    1.5099
    -71.00   -0.3152    1.4925
    -70.00   -0.3269    1.4744
    -69.00   -0.3385    1.4555
    -68.00   -0.3499    1.4359
    -67.00   -0.3611    1.4155
    -66.00   -0.3720    1.3945
    -65.00   -0.3828    1.3727
    -64.00   -0.3932    1.3503
    -63.00   -0.4035    1.3273
    -62.00   -0.4135    1.3037
    -61.00   -0.4232    1.2795
    -60.00   -0.4326    1.2548
    -59.00   -0.4417    1.2295
    -58.00   -0.4505    1.2038
    -57.00   -0.4590    1.1777
    -56.00   -0.4671    1.1511
    -55.00   -0.4749    1.1241
    -54.00   -0.4823    1.0968
    -53.00   -0.4893    1.0692
    -52.00   -0.4959    1.0413
    -51.00   -0.5021    1.0131
    -50.00   -0.5079    0.9847
    -49.00   -0.5132    0.9561
    -48.00   -0.5181    0.9274
    -47.00   -0.5225    0.8986
    -46.00   -0.5264    0.8696
    -45.00   -0.5298    0.8407
    -44.00   -0.5326    0.8117
    -43.00   -0.5350    0.7827
    -42.00   -0.5367    0.7539
    -41.00   -0.5380    0.7251
    -40.00   -0.5386    0.6964
    -39.00   -0.5386    0.6679
    -38.00   -0.5381    0.6396
    -37.00   -0.5369    0.6115
    -36.00   -0.5351    0.5837
    -35.00   -0.5327    0.5563
    -34.00   -0.5296    0.5291
    -33.00   -0.5259    0.5023
    -32.00   -0.5215    0.4759
    -31.00   -0.5165    0.4500
    -30.00   -0.5107    0.4245
    -29.00   -0.5044    0.3995
    -28.00   -0.4973    0.3750
    -27.00   -0.4896    0.3511
    -26.00   -0.4812    0.3278
    -25.00   -0.4722    0.3051
    -24.00   -0.4625    0.2831
    -23.00   -0.4521    0.2617
    -22.00   -0.4412    0.2410
    -21.00   -0.4296    0.2210
    -20.00   -0.4174    0.2018
    -19.00   -0.4047    0.1834
    -18.00   -0.3915    0.1657
    -17.00   -0.3777    0.1489
    -16.00   -0.3635    0.1329
    -15.00   -0.3489    0.1178
    -14.00   -0.3339    0.1036
    -13.00   -0.3185    0.0902
    -12.00   -0.3030    0.0778
    -11.00   -0.2871    0.0663
    -10.00   -0.4579    0.0948
     -9.90   -0.4627    0.0923
     -9.80   -0.6945    0.0627
     -9.70   -0.7061    0.0611
     -9.60   -0.7172    0.0594
     -9.50   -0.7275    0.0578
     -9.40   -0.7369    0.0562
     -9.30   -0.7456    0.0547
     -9.20   -0.7532    0.0532
     -9.10   -0.7600    0.0518
     -9.00   -0.7657    0.0504
     -8.90   -0.7706    0.0491
     -8.80   -0.7745    0.0478
     -8.70   -0.7779    0.0467
     -8.60   -0.7806    0.0456
     -8.50   -0.7775    0.0442
     -8.40   -0.7713    0.0438
     -8.30   -0.7637    0.0436
     -8.20   -0.7576    0.0434
     -8.10   -0.7542    0.0429
     -8.00   -0.7521    0.0421
     -7.90   -0.7505    0.0412
     -7.80   -0.7489    0.0403
     -7.70   -0.7471    0.0393
     -7.60   -0.7448    0.0384
     -7.50   -0.7419    0.0376
     -7.40   -0.7384    0.0366
     -7.30   -0.7325    0.0356
     -7.20   -0.7260    0.0350
     -7.10   -0.7197    0.0345
     -7.00   -0.7135    0.0341
     -6.90   -0.7073    0.0336
     -6.80   -0.7011    0.0331
     -6.70   -0.6950    0.0326
     -6.60   -0.6892    0.0321
     -6.50   -0.6830    0.0315
     -6.40   -0.6756    0.0311
     -6.30   -0.6684    0.0308
     -6.20   -0.6614    0.0306
     -6.10   -0.6543    0.0302
     -6.00   -0.6471    0.0299
     -5.90   -0.6397    0.0295
     -5.80   -0.6314    0.0288
     -5.70   -0.6235    0.0285
     -5.60   -0.6158    0.0282
     -5.50   -0.6080    0.0280
     -5.40   -0.6004    0.0277
     -5.30   -0.5925    0.0273
     -5.20   -0.5849    0.0271
     -5.10   -0.5773    0.0270
     -5.00   -0.5697    0.0268
     -4.90   -0.5618    0.0266
     -4.80   -0.5539    0.0262
     -4.70   -0.5462    0.0261
     -4.60   -0.5383    0.0259
     -4.50   -0.5303    0.0257
     -4.40   -0.5226    0.0255
     -4.30   -0.5150    0.0254
     -4.20   -0.5073    0.0253
     -4.10   -0.4994    0.0251
     -4.00   -0.4817    0.0250
     -3.90   -0.4620    0.0249
     -3.80   -0.4442    0.0247
     -3.70   -0.4263    0.0246
     -3.60   -0.4077    0.0245
     -3.50   -0.3877    0.0245
     -3.40   -0.3738    0.0243
     -3.30   -0.3579    0.0242
     -3.20   -0.3398    0.0241
     -3.10   -0.3206    0.0240
     -3.00   -0.3060    0.0239
     -2.90   -0.2927    0.0238
     -2.80   -0.2761    0.0237
     -2.70   -0.2571    0.0236
     -2.60   -0.2366    0.0236
     -2.50   -0.2291    0.0235
     -2.40   -0.2159    0.0234
     -2.30   -0.1996    0.0233
     -2.20   -0.1818    0.0232
     -2.10   -0.1625    0.0232
     -2.00   -0.1583    0.0232
     -1.90   -0.1471    0.0231
     -1.80   -0.1325    0.0231
     -1.70   -0.1156    0.0231
     -1.60   -0.0969    0.0231
     -1.50   -0.0932    0.0231
     -1.40   -0.0844    0.0232
     -1.30   -0.0702    0.0233
     -1.20   -0.0523    0.0233
     -1.10   -0.0285    0.0234
     -1.00    0.0005    0.0236
     -0.90    0.0337    0.0237
     -0.80    0.0390    0.0239
     -0.70    0.0787    0.0241
     -0.60    0.1164    0.0241
     -0.50    0.1635    0.0240
     -0.40    0.2016    0.0239
     -0.30    0.2462    0.0237
     -0.20    0.2840    0.0234
     -0.10    0.3261    0.0230
      0.00    0.3641    0.0226
      0.10    0.3935    0.0224
      0.20    0.3957    0.0224
      0.30    0.4065    0.0222
      0.40    0.4199    0.0219
      0.50    0.4345    0.0216
      0.60    0.4298    0.0219
      0.70    0.4371    0.0218
      0.80    0.4486    0.0216
      0.90    0.4618    0.0214
      1.00    0.4702    0.0213
      1.10    0.4695    0.0216
      1.20    0.4774    0.0215
      1.30    0.4885    0.0214
      1.40    0.5014    0.0212
      1.50    0.5109    0.0211
      1.60    0.5099    0.0214
      1.70    0.5171    0.0215
      1.80    0.5275    0.0214
      1.90    0.5400    0.0212
      2.00    0.5539    0.0210
      2.10    0.5526    0.0214
      2.20    0.5577    0.0216
      2.30    0.5669    0.0215
      2.40    0.5785    0.0214
