AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 14:40:15 Compatible with AeroDyn v13.0.
Polar "T1_Re0.145_M0.00_N9.0 360 M" on Foil "T1_Re0.145_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.40          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.88          Angle of attack for zero Cn for linear Cn curve (deg)
7.66685        Cn slope for zero lift for linear Cn curve (1/rad)
-0.7481        Cn at stall value for positive angle of attack for linear Cn curve
-0.7679        Cn at stall value for negative angle of attack for linear Cn curve
-0.30          Angle of attack for minimum CD (deg)
0.0136         Minimum CD value
   -180.00   -0.0555    0.0060
   -179.00    0.0387    0.0065
   -178.00    0.1311    0.0081
   -177.00    0.2158    0.0106
   -176.00    0.2831    0.0142
   -175.00    0.3249    0.0188
   -174.00    0.3424    0.0244
   -173.00    0.3448    0.0311
   -172.00    0.3425    0.0387
   -171.00    0.3417    0.0473
   -170.00    0.3450    0.0568
   -169.00    0.3523    0.0673
   -168.00    0.3631    0.0788
   -167.00    0.3765    0.0912
   -166.00    0.3917    0.1045
   -165.00    0.4081    0.1187
   -164.00    0.4251    0.1338
   -163.00    0.4424    0.1498
   -162.00    0.4598    0.1666
   -161.00    0.4769    0.1842
   -160.00    0.4937    0.2026
   -159.00    0.5100    0.2218
   -158.00    0.5256    0.2417
   -157.00    0.5406    0.2623
   -156.00    0.5548    0.2837
   -155.00    0.5683    0.3057
   -154.00    0.5809    0.3284
   -153.00    0.5926    0.3517
   -152.00    0.6034    0.3756
   -151.00    0.6133    0.4000
   -150.00    0.6223    0.4250
   -149.00    0.6304    0.4504
   -148.00    0.6375    0.4764
   -147.00    0.6436    0.5027
   -146.00    0.6488    0.5295
   -145.00    0.6530    0.5566
   -144.00    0.6563    0.5841
   -143.00    0.6587    0.6119
   -142.00    0.6601    0.6400
   -141.00    0.6606    0.6682
   -140.00    0.6602    0.6967
   -139.00    0.6589    0.7254
   -138.00    0.6567    0.7542
   -137.00    0.6536    0.7830
   -136.00    0.6496    0.8120
   -135.00    0.6449    0.8409
   -134.00    0.6393    0.8699
   -133.00    0.6328    0.8988
   -132.00    0.6256    0.9276
   -131.00    0.6177    0.9563
   -130.00    0.6089    0.9849
   -129.00    0.5995    1.0133
   -128.00    0.5894    1.0414
   -127.00    0.5785    1.0694
   -126.00    0.5671    1.0970
   -125.00    0.5549    1.1243
   -124.00    0.5422    1.1512
   -123.00    0.5289    1.1778
   -122.00    0.5150    1.2040
   -121.00    0.5006    1.2297
   -120.00    0.4856    1.2549
   -119.00    0.4702    1.2796
   -118.00    0.4543    1.3038
   -117.00    0.4380    1.3274
   -116.00    0.4212    1.3504
   -115.00    0.4040    1.3728
   -114.00    0.3865    1.3946
   -113.00    0.3686    1.4156
   -112.00    0.3503    1.4360
   -111.00    0.3318    1.4556
   -110.00    0.3123    1.4745
   -109.00    0.2932    1.4926
   -108.00    0.2739    1.5099
   -107.00    0.2544    1.5265
   -106.00    0.2347    1.5421
   -105.00    0.2148    1.5569
   -104.00    0.1948    1.5709
   -103.00    0.1747    1.5839
   -102.00    0.1544    1.5961
   -101.00    0.1340    1.6073
   -100.00    0.1136    1.6176
    -99.00    0.0931    1.6270
    -98.00    0.0726    1.6354
    -97.00    0.0521    1.6428
    -96.00    0.0316    1.6493
    -95.00    0.0111    1.6548
    -94.00   -0.0094    1.6593
    -93.00   -0.0297    1.6628
    -92.00   -0.0501    1.6653
    -91.00   -0.0703    1.6668
    -90.00   -0.0904    1.6673
    -89.00   -0.1103    1.6668
    -88.00   -0.1301    1.6653
    -87.00   -0.1498    1.6628
    -86.00   -0.1693    1.6593
    -85.00   -0.1885    1.6548
    -84.00   -0.2076    1.6493
    -83.00   -0.2265    1.6428
    -82.00   -0.2451    1.6354
    -81.00   -0.2634    1.6269
    -80.00   -0.2815    1.6176
    -79.00   -0.2992    1.6073
    -78.00   -0.3167    1.5960
    -77.00   -0.3339    1.5839
    -76.00   -0.3507    1.5708
    -75.00   -0.3672    1.5569
    -74.00   -0.3834    1.5421
    -73.00   -0.3991    1.5264
    -72.00   -0.4145    1.5099
    -71.00   -0.4295    1.4926
    -70.00   -0.4440    1.4744
    -69.00   -0.4582    1.4555
    -68.00   -0.4719    1.4359
    -67.00   -0.4851    1.4155
    -66.00   -0.4979    1.3945
    -65.00   -0.5102    1.3727
    -64.00   -0.5220    1.3503
    -63.00   -0.5333    1.3273
    -62.00   -0.5441    1.3037
    -61.00   -0.5544    1.2795
    -60.00   -0.5641    1.2548
    -59.00   -0.5733    1.2295
    -58.00   -0.5819    1.2038
    -57.00   -0.5900    1.1776
    -56.00   -0.5974    1.1511
    -55.00   -0.6043    1.1241
    -54.00   -0.6105    1.0968
    -53.00   -0.6162    1.0691
    -52.00   -0.6212    1.0412
    -51.00   -0.6256    1.0130
    -50.00   -0.6293    0.9846
    -49.00   -0.6324    0.9560
    -48.00   -0.6349    0.9273
    -47.00   -0.6367    0.8985
    -46.00   -0.6378    0.8695
    -45.00   -0.6382    0.8406
    -44.00   -0.6380    0.8116
    -43.00   -0.6370    0.7826
    -42.00   -0.6354    0.7537
    -41.00   -0.6331    0.7249
    -40.00   -0.6301    0.6962
    -39.00   -0.6264    0.6677
    -38.00   -0.6220    0.6394
    -37.00   -0.6169    0.6113
    -36.00   -0.6111    0.5834
    -35.00   -0.6047    0.5559
    -34.00   -0.5976    0.5287
    -33.00   -0.5898    0.5019
    -32.00   -0.5813    0.4754
    -31.00   -0.5722    0.4494
    -30.00   -0.5625    0.4238
    -29.00   -0.5523    0.3987
    -28.00   -0.5414    0.3742
    -27.00   -0.5301    0.3502
    -26.00   -0.5183    0.3267
    -25.00   -0.5061    0.3038
    -24.00   -0.4936    0.2816
    -23.00   -0.4810    0.2599
    -22.00   -0.4684    0.2389
    -21.00   -0.4559    0.2186
    -20.00   -0.4440    0.1989
    -19.00   -0.4330    0.1799
    -18.00   -0.4235    0.1616
    -17.00   -0.4164    0.1439
    -16.00   -0.4128    0.1267
    -15.00   -0.4145    0.1101
    -14.00   -0.4238    0.0940
    -13.00   -0.4439    0.0783
    -12.00   -0.4781    0.0629
    -11.00   -0.5270    0.0482
    -10.00   -0.8878    0.0378
     -9.90   -0.8848    0.0370
     -9.80   -0.8806    0.0365
     -9.70   -0.8762    0.0361
     -9.60   -0.8721    0.0357
     -9.50   -0.8682    0.0353
