AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 14:40:15 Compatible with AeroDyn v13.0.
Polar "T1_Re0.085_M0.00_N9.0 360 M" on Foil "T1_Re0.085_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.11          Angle of attack for zero Cn for linear Cn curve (deg)
10.77172       Cn slope for zero lift for linear Cn curve (1/rad)
-0.6318        Cn at stall value for positive angle of attack for linear Cn curve
-0.6690        Cn at stall value for negative angle of attack for linear Cn curve
1.80           Angle of attack for minimum CD (deg)
0.0199         Minimum CD value
   -180.00   -0.0296    0.0060
   -179.00    0.1680    0.0065
   -178.00    0.3649    0.0081
   -177.00    0.5495    0.0106
   -176.00    0.6842    0.0142
   -175.00    0.7239    0.0188
   -174.00    0.6735    0.0244
   -173.00    0.5875    0.0311
   -172.00    0.5105    0.0387
   -171.00    0.4569    0.0473
   -170.00    0.4250    0.0568
   -169.00    0.4090    0.0673
   -168.00    0.4039    0.0788
   -167.00    0.4060    0.0912
   -166.00    0.4127    0.1045
   -165.00    0.4223    0.1187
   -164.00    0.4337    0.1338
   -163.00    0.4461    0.1498
   -162.00    0.4590    0.1666
   -161.00    0.4720    0.1842
   -160.00    0.4847    0.2026
   -159.00    0.4971    0.2218
   -158.00    0.5090    0.2417
   -157.00    0.5202    0.2623
   -156.00    0.5307    0.2837
   -155.00    0.5404    0.3057
   -154.00    0.5494    0.3284
   -153.00    0.5574    0.3517
   -152.00    0.5646    0.3756
   -151.00    0.5710    0.4000
   -150.00    0.5764    0.4250
   -149.00    0.5810    0.4504
   -148.00    0.5847    0.4764
   -147.00    0.5874    0.5027
   -146.00    0.5894    0.5295
   -145.00    0.5904    0.5566
   -144.00    0.5906    0.5841
   -143.00    0.5900    0.6119
   -142.00    0.5886    0.6400
   -141.00    0.5863    0.6682
   -140.00    0.5833    0.6967
   -139.00    0.5796    0.7254
   -138.00    0.5751    0.7541
   -137.00    0.5699    0.7830
   -136.00    0.5639    0.8120
   -135.00    0.5574    0.8409
   -134.00    0.5502    0.8699
   -133.00    0.5423    0.8988
   -132.00    0.5339    0.9276
   -131.00    0.5249    0.9563
   -130.00    0.5154    0.9849
   -129.00    0.5053    1.0133
   -128.00    0.4948    1.0414
