AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 14:40:15 Compatible with AeroDyn v13.0.
Polar "T1_Re0.310_M0.00_N9.0 360 M" on Foil "T1_Re0.310_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.60          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.22          Angle of attack for zero Cn for linear Cn curve (deg)
6.01585        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8373        Cn at stall value for positive angle of attack for linear Cn curve
-0.9077        Cn at stall value for negative angle of attack for linear Cn curve
0.10           Angle of attack for minimum CD (deg)
0.0087         Minimum CD value
   -180.00   -0.0654    0.0060
   -179.00    0.0151    0.0065
   -178.00    0.0884    0.0081
   -177.00    0.1486    0.0106
   -176.00    0.1927    0.0142
   -175.00    0.2222    0.0188
   -174.00    0.2419    0.0244
   -173.00    0.2570    0.0311
   -172.00    0.2709    0.0387
   -171.00    0.2854    0.0473
   -170.00    0.3011    0.0568
   -169.00    0.3180    0.0673
   -168.00    0.3360    0.0788
   -167.00    0.3547    0.0912
   -166.00    0.3738    0.1045
   -165.00    0.3932    0.1187
   -164.00    0.4125    0.1338
   -163.00    0.4316    0.1498
   -162.00    0.4503    0.1666
   -161.00    0.4686    0.1842
   -160.00    0.4863    0.2026
   -159.00    0.5034    0.2218
   -158.00    0.5198    0.2417
   -157.00    0.5354    0.2623
   -156.00    0.5502    0.2837
   -155.00    0.5641    0.3057
   -154.00    0.5772    0.3284
   -153.00    0.5894    0.3517
   -152.00    0.6006    0.3756
   -151.00    0.6109    0.4000
   -150.00    0.6203    0.4250
   -149.00    0.6288    0.4504
   -148.00    0.6362    0.4764
   -147.00    0.6427    0.5027
   -146.00    0.6483    0.5295
   -145.00    0.6528    0.5566
   -144.00    0.6565    0.5841
   -143.00    0.6591    0.6119
   -142.00    0.6609    0.6400
   -141.00    0.6617    0.6682
   -140.00    0.6615    0.6967
   -139.00    0.6605    0.7254
   -138.00    0.6585    0.7542
   -137.00    0.6557    0.7830
   -136.00    0.6520    0.8120
   -135.00    0.6474    0.8409
   -134.00    0.6420    0.8699
   -133.00    0.6358    0.8988
   -132.00    0.6288    0.9276
   -131.00    0.6210    0.9563
   -130.00    0.6124    0.9849
   -129.00    0.6031    1.0133
   -128.00    0.5931    1.0414
   -127.00    0.5824    1.0694
   -126.00    0.5710    1.0970
   -125.00    0.5589    1.1243
   -124.00    0.5463    1.1512
   -123.00    0.5330    1.1778
   -122.00    0.5192    1.2040
   -121.00    0.5048    1.2297
   -120.00    0.4898    1.2549
   -119.00    0.4744    1.2796
   -118.00    0.4584    1.3038
   -117.00    0.4420    1.3274
   -116.00    0.4252    1.3504
   -115.00    0.4080    1.3728
   -114.00    0.3904    1.3946
   -113.00    0.3724    1.4156
   -112.00    0.3531    1.4360
   -111.00    0.3345    1.4556
   -110.00    0.3156    1.4745
   -109.00    0.2964    1.4926
   -108.00    0.2770    1.5099
   -107.00    0.2573    1.5264
   -106.00    0.2375    1.5421
   -105.00    0.2174    1.5569
   -104.00    0.1972    1.5709
   -103.00    0.1769    1.5839
   -102.00    0.1564    1.5961
   -101.00    0.1359    1.6073
   -100.00    0.1153    1.6176
    -99.00    0.0946    1.6270
    -98.00    0.0739    1.6354
    -97.00    0.0531    1.6428
    -96.00    0.0324    1.6493
    -95.00    0.0117    1.6548
    -94.00   -0.0090    1.6593
    -93.00   -0.0296    1.6628
    -92.00   -0.0501    1.6653
    -91.00   -0.0705    1.6668
    -90.00   -0.0908    1.6673
    -89.00   -0.1110    1.6668
    -88.00   -0.1310    1.6653
    -87.00   -0.1509    1.6627
    -86.00   -0.1705    1.6592
    -85.00   -0.1900    1.6547
    -84.00   -0.2093    1.6493
    -83.00   -0.2283    1.6428
    -82.00   -0.2471    1.6353
    -81.00   -0.2656    1.6269
    -80.00   -0.2838    1.6176
    -79.00   -0.3017    1.6073
    -78.00   -0.3194    1.5960
    -77.00   -0.3367    1.5839
    -76.00   -0.3536    1.5708
    -75.00   -0.3703    1.5569
    -74.00   -0.3865    1.5420
    -73.00   -0.4024    1.5264
    -72.00   -0.4178    1.5099
    -71.00   -0.4329    1.4925
    -70.00   -0.4475    1.4744
    -69.00   -0.4617    1.4555
    -68.00   -0.4754    1.4359
    -67.00   -0.4887    1.4155
    -66.00   -0.5015    1.3944
    -65.00   -0.5138    1.3727
    -64.00   -0.5256    1.3503
    -63.00   -0.5369    1.3273
    -62.00   -0.5477    1.3036
    -61.00   -0.5579    1.2795
    -60.00   -0.5676    1.2547
    -59.00   -0.5767    1.2295
