AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 14:40:15 Compatible with AeroDyn v13.0.
Polar "T1_Re0.090_M0.00_N9.0 360 M" on Foil "T1_Re0.090_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
14.60          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.10          Angle of attack for zero Cn for linear Cn curve (deg)
10.48016       Cn slope for zero lift for linear Cn curve (1/rad)
-0.6625        Cn at stall value for positive angle of attack for linear Cn curve
-0.6971        Cn at stall value for negative angle of attack for linear Cn curve
1.70           Angle of attack for minimum CD (deg)
0.0189         Minimum CD value
   -180.00   -0.0323    0.0060
   -179.00    0.1269    0.0065
   -178.00    0.2853    0.0081
   -177.00    0.4344    0.0106
   -176.00    0.5487    0.0142
   -175.00    0.5973    0.0188
   -174.00    0.5787    0.0244
   -173.00    0.5261    0.0311
   -172.00    0.4729    0.0387
   -171.00    0.4340    0.0473
   -170.00    0.4106    0.0568
   -169.00    0.3998    0.0673
   -168.00    0.3979    0.0788
   -167.00    0.4021    0.0912
   -166.00    0.4103    0.1045
   -165.00    0.4211    0.1187
   -164.00    0.4334    0.1338
   -163.00    0.4466    0.1498
   -162.00    0.4602    0.1666
   -161.00    0.4738    0.1842
   -160.00    0.4872    0.2026
   -159.00    0.5001    0.2218
   -158.00    0.5126    0.2417
   -157.00    0.5243    0.2623
   -156.00    0.5354    0.2837
   -155.00    0.5457    0.3057
   -154.00    0.5552    0.3284
   -153.00    0.5638    0.3517
   -152.00    0.5715    0.3756
   -151.00    0.5784    0.4000
   -150.00    0.5844    0.4250
   -149.00    0.5894    0.4504
   -148.00    0.5936    0.4764
   -147.00    0.5969    0.5027
   -146.00    0.5993    0.5295
   -145.00    0.6008    0.5566
   -144.00    0.6015    0.5841
   -143.00    0.6013    0.6119
   -142.00    0.6003    0.6399
   -141.00    0.5984    0.6682
   -140.00    0.5958    0.6967
   -139.00    0.5924    0.7254
   -138.00    0.5882    0.7541
   -137.00    0.5833    0.7830
   -136.00    0.5777    0.8120
   -135.00    0.5713    0.8409
   -134.00    0.5644    0.8699
   -133.00    0.5567    0.8988
   -132.00    0.5485    0.9276
   -131.00    0.5396    0.9563
   -130.00    0.5302    0.9849
   -129.00    0.5202    1.0133
   -128.00    0.5097    1.0414
   -127.00    0.4987    1.0694
   -126.00    0.4872    1.0970
   -125.00    0.4753    1.1243
   -124.00    0.4629    1.1512
   -123.00    0.4501    1.1778
   -122.00    0.4370    1.2040
   -121.00    0.4235    1.2297
   -120.00    0.4096    1.2549
   -119.00    0.3955    1.2796
   -118.00    0.3810    1.3038
   -117.00    0.3663    1.3274
   -116.00    0.3513    1.3504
   -115.00    0.3361    1.3728
   -114.00    0.3207    1.3945
   -113.00    0.3051    1.4156
   -112.00    0.2893    1.4360
   -111.00    0.2733    1.4556
   -110.00    0.2572    1.4745
   -109.00    0.2400    1.4926
   -108.00    0.2236    1.5099
   -107.00    0.2072    1.5264
   -106.00    0.1907    1.5421
   -105.00    0.1741    1.5569
   -104.00    0.1575    1.5709
   -103.00    0.1408    1.5839
   -102.00    0.1241    1.5961
   -101.00    0.1074    1.6073
   -100.00    0.0907    1.6176
    -99.00    0.0740    1.6269
    -98.00    0.0572    1.6354
    -97.00    0.0406    1.6428
    -96.00    0.0239    1.6493
    -95.00    0.0073    1.6547
    -94.00   -0.0092    1.6592
    -93.00   -0.0257    1.6627
    -92.00   -0.0421    1.6652
    -91.00   -0.0584    1.6667
    -90.00   -0.0747    1.6672
    -89.00   -0.0908    1.6667
    -88.00   -0.1069    1.6652
    -87.00   -0.1228    1.6627
    -86.00   -0.1386    1.6592
    -85.00   -0.1543    1.6547
    -84.00   -0.1698    1.6492
    -83.00   -0.1852    1.6427
    -82.00   -0.2005    1.6353
    -81.00   -0.2156    1.6269
    -80.00   -0.2305    1.6175
    -79.00   -0.2452    1.6072
    -78.00   -0.2598    1.5960
    -77.00   -0.2742    1.5838
    -76.00   -0.2884    1.5707
    -75.00   -0.3023    1.5568
    -74.00   -0.3161    1.5420
    -73.00   -0.3296    1.5263
    -72.00   -0.3429    1.5098
    -71.00   -0.3559    1.4925
    -70.00   -0.3687    1.4743
    -69.00   -0.3812    1.4554
    -68.00   -0.3935    1.4358
    -67.00   -0.4054    1.4154
    -66.00   -0.4170    1.3944
    -65.00   -0.4284    1.3726
    -64.00   -0.4394    1.3502
    -63.00   -0.4501    1.3272
    -62.00   -0.4604    1.3036
    -61.00   -0.4704    1.2794
    -60.00   -0.4800    1.2546
    -59.00   -0.4892    1.2294
    -58.00   -0.4980    1.2037
    -57.00   -0.5065    1.1775
    -56.00   -0.5145    1.1509
    -55.00   -0.5220    1.1240
    -54.00   -0.5291    1.0967
    -53.00   -0.5358    1.0690
    -52.00   -0.5420    1.0411
    -51.00   -0.5476    1.0129
    -50.00   -0.5528    0.9845
    -49.00   -0.5575    0.9559
    -48.00   -0.5617    0.9272
    -47.00   -0.5653    0.8984
    -46.00   -0.5683    0.8694
    -45.00   -0.5708    0.8405
    -44.00   -0.5728    0.8115
    -43.00   -0.5741    0.7825
    -42.00   -0.5749    0.7536
    -41.00   -0.5750    0.7248
    -40.00   -0.5745    0.6961
    -39.00   -0.5734    0.6676
    -38.00   -0.5717    0.6393
    -37.00   -0.5693    0.6113
    -36.00   -0.5663    0.5835
    -35.00   -0.5626    0.5559
    -34.00   -0.5582    0.5288
    -33.00   -0.5532    0.5020
    -32.00   -0.5475    0.4756
    -31.00   -0.5412    0.4496
    -30.00   -0.5342    0.4241
    -29.00   -0.5265    0.3991
    -28.00   -0.5181    0.3747
    -27.00   -0.5091    0.3507
    -26.00   -0.4994    0.3274
    -25.00   -0.4890    0.3047
    -24.00   -0.4780    0.2826
    -23.00   -0.4664    0.2612
    -22.00   -0.4542    0.2405
    -21.00   -0.4413    0.2206
    -20.00   -0.4279    0.2013
    -19.00   -0.4139    0.1829
    -18.00   -0.3993    0.1652
    -17.00   -0.3842    0.1484
    -16.00   -0.3686    0.1324
    -15.00   -0.3526    0.1173
    -14.00   -0.3361    0.1031
    -13.00   -0.3191    0.0897
    -12.00   -0.3017    0.0773
    -11.00   -0.2839    0.0659
    -10.00   -0.7742    0.0569
     -9.90   -0.7811    0.0554
     -9.80   -0.7867    0.0539
     -9.70   -0.7908    0.0524
     -9.60   -0.7934    0.0511
     -9.50   -0.7944    0.0499
     -9.40   -0.7942    0.0489
     -9.30   -0.7935    0.0480
     -9.20   -0.7926    0.0472
     -9.10   -0.7903    0.0465
     -9.00   -0.7881    0.0457
     -8.90   -0.7866    0.0449
     -8.80   -0.7854    0.0441
     -8.70   -0.7843    0.0432
     -8.60   -0.7833    0.0424
     -8.50   -0.7821    0.0415
     -8.40   -0.7806    0.0407
     -8.30   -0.7789    0.0399
     -8.20   -0.7774    0.0392
     -8.10   -0.7759    0.0385
     -8.00   -0.7740    0.0380
     -7.90   -0.7704    0.0367
     -7.80   -0.7642    0.0361
     -7.70   -0.7582    0.0357
     -7.60   -0.7525    0.0353
     -7.50   -0.7468    0.0348
     -7.40   -0.7412    0.0343
     -7.30   -0.7358    0.0337
     -7.20   -0.7303    0.0330
     -7.10   -0.7247    0.0325
     -7.00   -0.7191    0.0320
     -6.90   -0.7130    0.0313
     -6.80   -0.7057    0.0305
     -6.70   -0.6984    0.0301
     -6.60   -0.6912    0.0298
     -6.50   -0.6842    0.0295
     -6.40   -0.6772    0.0293
     -6.30   -0.6702    0.0290
     -6.20   -0.6633    0.0287
     -6.10   -0.6552    0.0281
     -6.00   -0.6476    0.0279
     -5.90   -0.6400    0.0277
     -5.80   -0.6324    0.0274
     -5.70   -0.6246    0.0271
     -5.60   -0.6168    0.0268
     -5.50   -0.6086    0.0263
     -5.40   -0.6008    0.0261
     -5.30   -0.5931    0.0259
     -5.20   -0.5855    0.0258
     -5.10   -0.5777    0.0256
     -5.00   -0.5700    0.0253
     -4.90   -0.5624    0.0252
     -4.80   -0.5548    0.0250
     -4.70   -0.5470    0.0250
     -4.60   -0.5366    0.0246
     -4.50   -0.5180    0.0245
     -4.40   -0.4985    0.0244
     -4.30   -0.4817    0.0242
     -4.20   -0.4643    0.0241
     -4.10   -0.4464    0.0239
     -4.00   -0.4266    0.0239
     -3.90   -0.4113    0.0237
     -3.80   -0.3958    0.0235
     -3.70   -0.3786    0.0234
     -3.60   -0.3597    0.0233
     -3.50   -0.3402    0.0232
     -3.40   -0.3297    0.0231
     -3.30   -0.3154    0.0229
     -3.20   -0.2982    0.0228
     -3.10   -0.2798    0.0226
     -3.00   -0.2597    0.0225
     -2.90   -0.2512    0.0224
     -2.80   -0.2380    0.0222
     -2.70   -0.2216    0.0221
     -2.60   -0.2033    0.0220
     -2.50   -0.1840    0.0219
     -2.40   -0.1753    0.0218
     -2.30   -0.1658    0.0217
     -2.20   -0.1515    0.0216
     -2.10   -0.1349    0.0215
     -2.00   -0.1168    0.0213
     -1.90   -0.0979    0.0212
     -1.80   -0.0966    0.0213
     -1.70   -0.0853    0.0212
     -1.60   -0.0703    0.0212
     -1.50   -0.0533    0.0211
     -1.40   -0.0352    0.0211
     -1.30   -0.0150    0.0211
     -1.10   -0.0009    0.0213
     -1.00    0.0191    0.0214
     -0.90    0.0424    0.0214
     -0.80    0.0654    0.0214
     -0.70    0.0980    0.0214
     -0.60    0.1258    0.0213
     -0.50    0.1632    0.0213
     -0.40    0.1879    0.0213
     -0.30    0.2183    0.0213
     -0.20    0.2500    0.0212
     -0.10    0.2802    0.0211
      0.00    0.3152    0.0208
      0.10    0.3447    0.0205
      0.20    0.3783    0.0202
      0.30    0.4068    0.0200
      0.40    0.4329    0.0199
      0.50    0.4439    0.0197
      0.60    0.4531    0.0195
      0.70    0.4641    0.0193
      0.80    0.4694    0.0193
      0.90    0.4736    0.0194
      1.00    0.4815    0.0193
      1.10    0.4916    0.0191
      1.20    0.5029    0.0190
      1.30    0.5069    0.0191
      1.40    0.5120    0.0192
      1.50    0.5201    0.0191
      1.60    0.5303    0.0190
      1.70    0.5416    0.0189
      1.80    0.5467    0.0190
      1.90    0.5514    0.0192
      2.00    0.5592    0.0192
      2.10    0.5691    0.0191
      2.20    0.5804    0.0190
      2.30    0.5894    0.0191
      2.40    0.5928    0.0193
      2.50    0.5995    0.0193
      2.60    0.6088    0.0193
      2.70    0.6196    0.0193
      2.80    0.6315    0.0193
      2.90    0.6366    0.0195
      3.00    0.6417    0.0196
      3.10    0.6497    0.0197
      3.20    0.6597    0.0197
      3.30    0.6712    0.0196
      3.40    0.6833    0.0197
      3.50    0.6861    0.0199
      3.60    0.6923    0.0201
      3.70    0.7011    0.0201
      3.80    0.7118    0.0201
      3.90    0.7238    0.0201
      4.00    0.7328    0.0203
      4.10    0.7369    0.0205
      4.20    0.7440    0.0206
      4.30    0.7535    0.0206
      4.40    0.7650    0.0206
      4.50    0.7775    0.0207
      4.60    0.7829    0.0209
      4.70    0.7882    0.0211
      4.80    0.7965    0.0212
      4.90    0.8070    0.0212
      5.00    0.8192    0.0212
      5.10    0.8293    0.0214
      5.20    0.8332    0.0216
      5.30    0.8402    0.0217
      5.40    0.8499    0.0218
      5.50    0.8616    0.0218
      5.60    0.8746    0.0219
      5.70    0.8779    0.0221
      5.80    0.8844    0.0222
      5.90    0.8936    0.0223
      6.00    0.9051    0.0223
      6.10    0.9181    0.0224
      6.20    0.9218    0.0226
      6.30    0.9282    0.0228
      6.40    0.9375    0.0228
      6.50    0.9491    0.0228
      6.60    0.9603    0.0230
      6.70    0.9642    0.0232
      6.80    0.9714    0.0233
      6.90    0.9812    0.0233
      7.00    0.9932    0.0234
      7.10    0.9997    0.0236
      7.20    1.0052    0.0238
      7.30    1.0137    0.0238
      7.40    1.0245    0.0238
      7.50    1.0335    0.0240
      7.60    1.0378    0.0242
      7.70    1.0453    0.0243
      7.80    1.0551    0.0243
      7.90    1.0642    0.0245
      8.00    1.0683    0.0247
      8.10    1.0754    0.0248
      8.20    1.0846    0.0249
      8.30    1.0916    0.0251
      8.40    1.0961    0.0253
      8.50    1.1031    0.0254
      8.60    1.1131    0.0255
      8.70    1.1164    0.0258
      8.80    1.1215    0.0260
      8.90    1.1286    0.0261
      9.00    1.1354    0.0264
      9.10    1.1388    0.0267
      9.20    1.1442    0.0269
      9.30    1.1531    0.0272
      9.40    1.1549    0.0275
      9.50    1.1590    0.0278
      9.60    1.1651    0.0281
      9.70    1.1695    0.0285
      9.80    1.1723    0.0288
      9.90    1.1766    0.0291
     10.00    1.1840    0.0296
     10.10    1.1852    0.0300
     10.20    1.1886    0.0303
     10.30    1.1935    0.0307
     10.40    1.1996    0.0313
     10.50    1.2007    0.0317
     10.60    1.2030    0.0321
     10.70    1.2069    0.0325
     10.80    1.2141    0.0331
     10.90    1.2135    0.0336
     11.00    1.2149    0.0340
     11.10    1.2181    0.0344
     11.20    1.2250    0.0350
     11.30    1.2292    0.0356
     11.40    1.2298    0.0362
     11.50    1.2324    0.0367
     11.60    1.2364    0.0373
     11.70    1.2428    0.0378
     11.80    1.2547    0.0387
     11.90    1.2536    0.0393
     12.00    1.2539    0.0399
     12.10    1.2555    0.0405
     12.20    1.2585    0.0411
     12.30    1.2640    0.0416
     12.40    1.2808    0.0425
     12.50    1.2777    0.0432
     12.60    1.2753    0.0439
     12.70    1.2740    0.0447
     12.80    1.2741    0.0454
     12.90    1.2756    0.0461
     13.00    1.2792    0.0467
     13.10    1.2862    0.0473
     13.20    1.3013    0.0481
     13.30    1.3048    0.0493
     13.40    1.3016    0.0503
     13.50    1.2986    0.0513
     13.60    1.2959    0.0523
     13.70    1.2936    0.0533
     13.80    1.2911    0.0544
     13.90    1.2887    0.0556
     14.00    1.2867    0.0567
     14.10    1.2851    0.0578
     14.20    1.2841    0.0589
     14.30    1.2846    0.0599
     14.40    1.2877    0.0607
     14.50    1.2976    0.0613
     14.60    1.3099    0.0630
     14.70    1.3010    0.0644
     14.80    1.2918    0.0659
     14.90    1.2821    0.0676
     15.00    1.2720    0.0693
     15.10    1.2613    0.0713
     15.20    1.2500    0.0733
     15.30    1.2378    0.0756
     15.40    1.2247    0.0780
     15.50    1.2107    0.0807
     15.60    1.1955    0.0836
     15.70    1.1787    0.0869
     15.80    1.1604    0.0905
     15.90    1.1402    0.0946
     16.00    1.1179    0.0992
     16.10    1.0935    0.1045
     16.20    1.0668    0.1106
     16.50    0.7637    0.1963
     16.60    0.7650    0.1976
     16.70    0.7687    0.1987
     16.80    0.7753    0.1998
     16.90    0.7881    0.2009
     17.00    0.8252    0.2049
     17.10    0.8302    0.2083
     17.20    0.8239    0.2098
     17.30    0.8135    0.2107
     17.40    0.7926    0.2097
     17.50    0.7871    0.2105
     17.60    0.7884    0.2117
     17.70    0.7911    0.2130
     17.80    0.7947    0.2143
     17.90    0.7991    0.2156
     18.00    0.8045    0.2169
     18.10    0.8112    0.2184
     18.20    0.8195    0.2203
     18.30    0.8307    0.2230
     18.40    0.8465    0.2272
     18.50    0.8570    0.2321
     18.60    0.8509    0.2329
     18.70    0.8408    0.2324
     18.80    0.8251    0.2304
     18.90    0.8214    0.2309
     19.00    0.8229    0.2321
     19.10    0.8256    0.2334
     19.20    0.8288    0.2347
     19.30    0.8326    0.2360
     19.40    0.8368    0.2373
     19.50    0.8416    0.2387
     19.60    0.8477    0.2402
     19.70    0.8562    0.2424
     19.80    0.8732    0.2475
     19.90    0.8836    0.2534
     20.00    0.8756    0.2524
     21.00    0.8237    0.2147
     22.00    0.8187    0.2364
     23.00    0.8206    0.2586
     24.00    0.8276    0.2813
     25.00    0.8382    0.3046
     26.00    0.8514    0.3284
     27.00    0.8665    0.3528
     28.00    0.8829    0.3778
     29.00    0.9001    0.4032
     30.00    0.9177    0.4292
     31.00    0.9356    0.4556
     32.00    0.9534    0.4825
     33.00    0.9711    0.5098
     34.00    0.9884    0.5376
     35.00    1.0053    0.5657
     36.00    1.0216    0.5942
