-10.00	 -0.410	  0.117 
 -9.90	 -0.410	  0.117 
 -9.80	 -0.408	  0.115 
 -9.70	 -0.392	  0.112 
 -9.60	 -0.391	  0.111 
 -9.50	 -0.396	  0.110 
 -9.40	 -0.406	  0.110 
 -9.30	 -0.400	  0.107 
 -9.20	 -0.388	  0.105 
 -9.10	 -0.388	  0.104 
 -9.00	 -0.397	  0.104 
 -8.90	 -0.410	  0.103 
 -8.80	 -0.386	  0.100 
 -8.70	 -0.386	  0.099 
 -8.60	 -0.396	  0.098 
 -8.50	 -0.408	  0.098 
 -8.40	 -0.514	  0.106 
 -8.30	 -0.494	  0.103 
 -8.20	 -0.494	  0.102 
 -8.10	 -0.508	  0.102 
 -8.00	 -0.496	  0.099 
 -7.90	 -0.488	  0.098 
 -7.80	 -0.499	  0.098 
 -7.70	 -0.496	  0.096 
 -7.60	 -0.486	  0.094 
 -7.50	 -0.499	  0.094 
 -7.40	 -0.482	  0.091 
 -7.30	 -0.491	  0.091 
 -7.20	 -0.482	  0.089 
 -7.10	 -0.486	  0.088 
 -7.00	 -0.482	  0.087 
 -6.90	 -0.483	  0.086 
 -6.80	 -0.483	  0.085 
 -6.70	 -0.480	  0.083 
 -6.60	 -0.477	  0.082 
 -6.50	 -0.481	  0.081 
 -6.40	 -0.472	  0.079 
 -6.30	 -0.482	  0.079 
 -6.20	 -0.466	  0.076 
 -6.10	 -0.470	  0.076 
 -6.00	 -0.467	  0.074 
 -5.90	 -0.460	  0.073 
 -5.80	 -0.460	  0.072 
 -5.70	 -0.458	  0.071 
 -5.60	 -0.457	  0.070 
 -5.50	 -0.452	  0.057 
 -5.40	 -0.452	  0.058 
 -5.30	 -0.451	  0.058 
 -5.20	 -0.450	  0.058 
 -5.10	 -0.414	  0.042 
 -5.00	 -0.405	  0.040 
 -4.90	 -0.398	  0.039 
 -4.80	 -0.390	  0.038 
 -4.70	 -0.381	  0.037 
 -4.60	 -0.372	  0.036 
 -4.50	 -0.363	  0.034 
 -4.40	 -0.353	  0.033 
 -4.30	 -0.343	  0.032 
 -4.20	 -0.334	  0.031 
 -4.10	 -0.323	  0.030 
 -4.00	 -0.315	  0.029 
 -3.90	 -0.305	  0.028 
 -3.80	 -0.294	  0.027 
 -3.70	 -0.284	  0.027 
 -3.60	 -0.274	  0.026 
 -3.50	 -0.265	  0.025 
 -3.40	 -0.254	  0.025 
 -3.30	 -0.244	  0.024 
 -3.20	 -0.234	  0.023 
 -3.10	 -0.224	  0.023 
 -3.00	 -0.214	  0.022 
 -2.90	 -0.204	  0.022 
 -2.80	 -0.194	  0.021 
 -2.70	 -0.183	  0.020 
 -2.60	 -0.173	  0.020 
 -2.50	 -0.164	  0.019 
 -2.40	 -0.158	  0.018 
 -2.30	 -0.159	  0.016 
 -2.20	 -0.118	  0.016 
 -2.10	 -0.110	  0.016 
 -2.00	 -0.101	  0.016 
 -1.90	 -0.093	  0.016 
 -1.80	 -0.084	  0.016 
 -1.70	 -0.076	  0.016 
 -1.60	 -0.067	  0.016 
 -1.50	 -0.059	  0.016 
 -1.40	 -0.050	  0.016 
 -1.30	 -0.042	  0.016 
 -1.20	 -0.033	  0.016 
 -1.10	 -0.024	  0.016 
 -1.00	 -0.016	  0.016 
 -0.90	 -0.007	  0.017 
 -0.80	  0.002	  0.017 
 -0.70	  0.010	  0.017 
 -0.60	  0.019	  0.017 
 -0.50	  0.027	  0.017 
 -0.40	  0.036	  0.017 
 -0.30	  0.044	  0.017 
 -0.20	  0.053	  0.017 
 -0.10	  0.061	  0.017 
  0.00	  0.070	  0.017 
  0.10	  0.078	  0.018 
  0.20	  0.086	  0.018 
  0.30	  0.095	  0.018 
  0.40	  0.103	  0.018 
  0.50	  0.111	  0.018 
  0.60	  0.119	  0.018 
  0.70	  0.127	  0.019 
  0.80	  0.135	  0.019 
  0.90	  0.143	  0.019 
  1.00	  0.151	  0.019 
  1.10	  0.159	  0.020 
  1.20	  0.167	  0.020 
  1.30	  0.174	  0.020 
  1.40	  0.182	  0.020 
  1.50	  0.189	  0.021 
  1.60	  0.197	  0.021 
  1.70	  0.204	  0.021 
  1.80	  0.211	  0.022 
  1.90	  0.218	  0.022 
  2.00	  0.225	  0.022 
  2.10	  0.246	  0.023 
  2.20	  0.271	  0.023 
  2.30	  0.294	  0.024 
  2.40	  0.321	  0.024 
  2.50	  0.340	  0.025 
  2.60	  0.362	  0.025 
  2.70	  0.385	  0.025 
  2.80	  0.403	  0.026 
  2.90	  0.429	  0.026 
  3.00	  0.445	  0.026 
  3.10	  0.463	  0.027 
  3.20	  0.489	  0.027 
  3.30	  0.502	  0.027 
  3.40	  0.522	  0.027 
  3.50	  0.545	  0.027 
  3.60	  0.559	  0.027 
  3.70	  0.582	  0.027 
  3.80	  0.601	  0.027 
  3.90	  0.615	  0.028 
  4.00	  0.635	  0.027 
  4.10	  0.654	  0.027 
  4.20	  0.666	  0.027 
  4.30	  0.682	  0.027 
  4.40	  0.700	  0.027 
  4.50	  0.718	  0.026 
  4.60	  0.731	  0.026 
  4.70	  0.744	  0.026 
  4.80	  0.757	  0.025 
  4.90	  0.768	  0.025 
  5.00	  0.777	  0.024 
  5.10	  0.787	  0.024 
  5.20	  0.797	  0.023 
  5.30	  0.805	  0.023 
  5.40	  0.812	  0.023 
  5.50	  0.819	  0.022 
  5.60	  0.825	  0.022 
  5.70	  0.830	  0.022 
  5.80	  0.831	  0.022 
  5.90	  0.830	  0.023 
  6.00	  0.829	  0.024 
  6.10	  0.832	  0.025 
  6.20	  0.839	  0.026 
  6.30	  0.847	  0.028 
  6.40	  0.856	  0.029 
  6.50	  0.865	  0.029 
  6.60	  0.876	  0.030 
  6.70	  0.888	  0.031 
  6.80	  0.898	  0.032 
  6.90	  0.908	  0.033 
  7.00	  0.919	  0.034 
  7.10	  0.930	  0.036 
  7.20	  0.941	  0.037 
  7.30	  0.950	  0.038 
  7.40	  0.959	  0.039 
  7.50	  0.968	  0.040 
  7.60	  0.977	  0.042 
  7.70	  0.984	  0.043 
  7.80	  0.991	  0.045 
  7.90	  0.998	  0.046 
  8.00	  1.004	  0.048 
  8.10	  1.009	  0.049 
  8.20	  1.014	  0.051 
  8.30	  1.018	  0.053 
  8.40	  1.021	  0.055 
  8.50	  1.023	  0.056 
  8.60	  1.024	  0.058 
  8.70	  1.025	  0.060 
  8.80	  1.025	  0.062 
  8.90	  1.024	  0.064 
  9.00	  1.023	  0.066 
  9.10	  1.022	  0.068 
  9.20	  1.021	  0.070 
  9.30	  1.021	  0.072 
  9.40	  1.025	  0.074 
  9.50	  1.014	  0.076 
  9.60	  0.980	  0.080 
  9.70	  0.968	  0.082 
  9.80	  0.960	  0.084 
  9.90	  0.955	  0.087 
 10.00	  0.953	  0.089 
 10.10	  0.970	  0.091 
 10.20	  0.907	  0.099 
 10.30	  0.913	  0.101 
 10.40	  0.930	  0.102 
 10.50	  0.727	  0.104 
 10.60	  0.724	  0.107 
 10.70	  0.737	  0.109 
 10.80	  0.633	  0.127 
 10.90	  0.632	  0.129 
 11.00	  0.632	  0.130 
 11.10	  0.633	  0.132 
 11.20	  0.638	  0.134 
 11.30	  0.655	  0.137 
 11.40	  0.642	  0.138 
 11.50	  0.629	  0.138 
 11.60	  0.627	  0.139 
 11.70	  0.639	  0.141 
 11.80	  0.644	  0.143 
 11.90	  0.632	  0.143 
 12.00	  0.626	  0.144 
 12.10	  0.644	  0.147 
 12.20	  0.645	  0.148 
 12.30	  0.632	  0.148 
 12.40	  0.625	  0.148 
 12.50	  0.627	  0.149 
 12.60	  0.640	  0.152 
 12.70	  0.647	  0.155 
 12.80	  0.631	  0.153 
 12.90	  0.623	  0.153 
 13.00	  0.623	  0.154 
 13.10	  0.630	  0.156 
 13.20	  0.649	  0.161 
 13.30	  0.634	  0.159 
 13.40	  0.625	  0.158 
 13.50	  0.623	  0.159 
 13.60	  0.628	  0.161 
 13.70	  0.645	  0.165 
 13.80	  0.634	  0.164 
 13.90	  0.626	  0.163 
 14.00	  0.625	  0.164 
 14.10	  0.654	  0.171 
 14.20	  0.642	  0.169 
 14.30	  0.633	  0.168 
 14.40	  0.628	  0.168 
 14.50	  0.629	  0.169 
 14.60	  0.636	  0.171 
 14.70	  0.654	  0.177 
 14.80	  0.644	  0.175 
 14.90	  0.636	  0.174 
 15.00	  0.632	  0.175 
 15.10	  0.633	  0.176 
 15.20	  0.638	  0.177 
 15.30	  0.652	  0.182 
 15.40	  0.653	  0.183 
 15.50	  0.644	  0.182 
 15.60	  0.639	  0.182 
 15.70	  0.638	  0.182 
 15.80	  0.640	  0.183 
 15.90	  0.645	  0.185 
 16.00	  0.662	  0.190 
 16.10	  0.654	  0.189 
 16.20	  0.648	  0.189 
 16.30	  0.645	  0.189 
 16.40	  0.645	  0.190 
 16.50	  0.648	  0.191 
 16.60	  0.671	  0.198 
 16.70	  0.664	  0.197 
 16.80	  0.658	  0.196 
 16.90	  0.654	  0.196 
 17.00	  0.652	  0.196 
 17.10	  0.653	  0.197 
 17.20	  0.655	  0.198 
 17.30	  0.659	  0.200 
 17.40	  0.673	  0.205 
 17.50	  0.674	  0.207 
 17.60	  0.668	  0.206 
 17.70	  0.664	  0.205 
 17.80	  0.662	  0.206 
 17.90	  0.662	  0.206 
 18.00	  0.663	  0.207 
 18.10	  0.665	  0.208 
 18.20	  0.668	  0.210 
 18.30	  0.674	  0.212 
 18.40	  0.687	  0.218 
 18.50	  0.682	  0.217 
 18.60	  0.678	  0.217 
 18.70	  0.675	  0.216 
 18.80	  0.674	  0.217 
 18.90	  0.674	  0.218 
 19.00	  0.675	  0.219 
 19.10	  0.677	  0.220 
 19.20	  0.680	  0.221 
 19.30	  0.687	  0.224 
 19.40	  0.696	  0.229 
 19.50	  0.692	  0.228 
