AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 09:20:32 Compatible with AeroDyn v13.0.
Polar "T1_Re0.090_M0.00_N9.0 360 M" on Foil "T1_Re0.090_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.40          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
2.22           Angle of attack for zero Cn for linear Cn curve (deg)
6.16318        Cn slope for zero lift for linear Cn curve (1/rad)
-1.0398        Cn at stall value for positive angle of attack for linear Cn curve
-1.0652        Cn at stall value for negative angle of attack for linear Cn curve
8.20           Angle of attack for minimum CD (deg)
0.0228         Minimum CD value
   -180.00    0.0646    0.0060
   -179.00    0.1918    0.0065
   -178.00    0.3190    0.0080
   -177.00    0.4455    0.0106
   -176.00    0.5644    0.0141
   -175.00    0.6578    0.0187
   -174.00    0.7028    0.0242
   -173.00    0.6950    0.0307
   -172.00    0.6563    0.0382
   -171.00    0.6140    0.0467
   -170.00    0.5828    0.0561
   -169.00    0.5658    0.0665
   -168.00    0.5611    0.0778
   -167.00    0.5654    0.0900
   -166.00    0.5763    0.1031
   -165.00    0.5915    0.1171
   -164.00    0.6098    0.1320
   -163.00    0.6299    0.1477
   -162.00    0.6513    0.1642
   -161.00    0.6733    0.1816
   -160.00    0.6957    0.1997
   -159.00    0.7180    0.2186
   -158.00    0.7401    0.2382
   -157.00    0.7618    0.2585
   -156.00    0.7830    0.2795
   -155.00    0.8036    0.3012
   -154.00    0.8233    0.3235
   -153.00    0.8423    0.3464
   -152.00    0.8604    0.3699
   -151.00    0.8774    0.3939
   -150.00    0.8935    0.4185
   -149.00    0.9086    0.4435
   -148.00    0.9225    0.4690
   -147.00    0.9353    0.4949
   -146.00    0.9469    0.5212
   -145.00    0.9573    0.5479
   -144.00    0.9664    0.5749
   -143.00    0.9744    0.6022
   -142.00    0.9810    0.6298
   -141.00    0.9864    0.6575
   -140.00    0.9904    0.6855
   -139.00    0.9931    0.7137
   -138.00    0.9945    0.7419
   -137.00    0.9946    0.7703
   -136.00    0.9933    0.7987
   -135.00    0.9906    0.8271
   -134.00    0.9867    0.8555
   -133.00    0.9813    0.8839
   -132.00    0.9747    0.9122
   -131.00    0.9667    0.9404
   -130.00    0.9574    0.9684
   -129.00    0.9468    0.9962
   -128.00    0.9349    1.0238
   -127.00    0.9217    1.0512
   -126.00    0.9072    1.0783
   -125.00    0.8915    1.1051
   -124.00    0.8746    1.1315
   -123.00    0.8565    1.1576
   -122.00    0.8372    1.1832
   -121.00    0.8168    1.2084
   -120.00    0.7953    1.2331
   -119.00    0.7727    1.2573
   -118.00    0.7490    1.2810
   -117.00    0.7243    1.3042
   -116.00    0.6987    1.3267
   -115.00    0.6721    1.3486
   -114.00    0.6446    1.3699
   -113.00    0.6162    1.3905
   -112.00    0.5870    1.4105
   -111.00    0.5570    1.4297
   -110.00    0.5263    1.4482
   -109.00    0.4949    1.4659
   -108.00    0.4530    1.4828
   -107.00    0.4201    1.4990
   -106.00    0.3867    1.5143
   -105.00    0.3527    1.5288
   -104.00    0.3183    1.5424
   -103.00    0.2835    1.5552
   -102.00    0.2482    1.5670
   -101.00    0.2127    1.5780
   -100.00    0.1768    1.5880
    -99.00    0.1408    1.5972
    -98.00    0.1045    1.6054
    -97.00    0.0681    1.6126
    -96.00    0.0317    1.6189
    -95.00   -0.0049    1.6242
    -94.00   -0.0414    1.6285
    -93.00   -0.0778    1.6319
    -92.00   -0.1141    1.6343
    -91.00   -0.1503    1.6357
    -90.00   -0.1863    1.6361
    -89.00   -0.2221    1.6356
    -88.00   -0.2575    1.6340
    -87.00   -0.2927    1.6315
    -86.00   -0.3274    1.6280
    -85.00   -0.3618    1.6235
    -84.00   -0.3956    1.6181
    -83.00   -0.4290    1.6116
    -82.00   -0.4619    1.6043
    -81.00   -0.4942    1.5959
    -80.00   -0.5258    1.5867
    -79.00   -0.5569    1.5765
    -78.00   -0.5872    1.5654
    -77.00   -0.6168    1.5534
    -76.00   -0.6457    1.5405
    -75.00   -0.6738    1.5267
    -74.00   -0.7011    1.5120
    -73.00   -0.7276    1.4966
    -72.00   -0.7532    1.4803
    -71.00   -0.7779    1.4632
    -70.00   -0.8018    1.4453
    -69.00   -0.8247    1.4266
    -68.00   -0.8467    1.4072
    -67.00   -0.8677    1.3871
    -66.00   -0.8877    1.3663
    -65.00   -0.9067    1.3448
    -64.00   -0.9248    1.3227
    -63.00   -0.9418    1.3000
    -62.00   -0.9578    1.2766
    -61.00   -0.9727    1.2527
    -60.00   -0.9867    1.2283
    -59.00   -0.9996    1.2034
    -58.00   -1.0114    1.1779
    -57.00   -1.0223    1.1521
    -56.00   -1.0320    1.1258
    -55.00   -1.0408    1.0991
    -54.00   -1.0485    1.0721
    -53.00   -1.0552    1.0447
    -52.00   -1.0610    1.0171
    -51.00   -1.0657    0.9891
    -50.00   -1.0694    0.9610
    -49.00   -1.0722    0.9327
    -48.00   -1.0741    0.9042
    -47.00   -1.0751    0.8756
    -46.00   -1.0751    0.8468
    -45.00   -1.0743    0.8181
    -44.00   -1.0727    0.7893
    -43.00   -1.0703    0.7605
    -42.00   -1.0672    0.7317
    -41.00   -1.0633    0.7031
    -40.00   -1.0588    0.6745
    -39.00   -1.0536    0.6461
    -38.00   -1.0479    0.6178
    -37.00   -1.0417    0.5898
    -36.00   -1.0350    0.5620
    -35.00   -1.0280    0.5345
    -34.00   -1.0207    0.5073
    -33.00   -1.0131    0.4804
    -32.00   -1.0054    0.4540
    -31.00   -0.9977    0.4279
    -30.00   -0.9900    0.4023
    -29.00   -0.9825    0.3771
    -28.00   -0.9753    0.3524
    -27.00   -0.9684    0.3283
    -26.00   -0.9621    0.3048
    -25.00   -0.9564    0.2818
    -24.00   -0.9516    0.2595
    -23.00   -0.9476    0.2379
    -22.00   -0.9448    0.2170
    -21.00   -0.9431    0.1968
    -20.00   -0.9427    0.1774
    -19.00   -0.9437    0.1588
    -18.00   -0.9460    0.1412
    -17.00   -0.9497    0.1244
    -16.00   -0.9545    0.1087
    -15.00   -0.9600    0.0939
    -14.00   -0.9658    0.0803
    -13.00   -0.9711    0.0679
