AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 09:20:33 Compatible with AeroDyn v13.0.
Polar "T1_Re0.360_M0.00_N9.0 360 M" on Foil "T1_Re0.360_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.70          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.04          Angle of attack for zero Cn for linear Cn curve (deg)
7.38784        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8794        Cn at stall value for positive angle of attack for linear Cn curve
-0.9313        Cn at stall value for negative angle of attack for linear Cn curve
3.30           Angle of attack for minimum CD (deg)
0.0108         Minimum CD value
   -180.00   -0.0593    0.0060
   -179.00    0.0509    0.0065
   -178.00    0.1405    0.0080
   -177.00    0.2016    0.0106
   -176.00    0.2362    0.0141
   -175.00    0.2534    0.0187
   -174.00    0.2628    0.0242
   -173.00    0.2707    0.0307
   -172.00    0.2798    0.0382
   -171.00    0.2912    0.0467
   -170.00    0.3047    0.0561
   -169.00    0.3199    0.0665
   -168.00    0.3365    0.0778
   -167.00    0.3539    0.0900
   -166.00    0.3719    0.1031
   -165.00    0.3902    0.1171
   -164.00    0.4084    0.1320
   -163.00    0.4264    0.1477
   -162.00    0.4441    0.1642
   -161.00    0.4614    0.1816
   -160.00    0.4781    0.1997
   -159.00    0.4941    0.2186
   -158.00    0.5094    0.2382
   -157.00    0.5240    0.2585
   -156.00    0.5378    0.2796
   -155.00    0.5507    0.3012
   -154.00    0.5628    0.3235
   -153.00    0.5740    0.3465
   -152.00    0.5843    0.3699
   -151.00    0.5936    0.3940
   -150.00    0.6021    0.4185
   -149.00    0.6096    0.4436
   -148.00    0.6162    0.4691
   -147.00    0.6219    0.4950
   -146.00    0.6266    0.5213
   -145.00    0.6304    0.5480
   -144.00    0.6333    0.5750
   -143.00    0.6352    0.6023
   -142.00    0.6363    0.6299
   -141.00    0.6364    0.6576
   -140.00    0.6357    0.6856
   -139.00    0.6341    0.7138
   -138.00    0.6317    0.7420
   -137.00    0.6284    0.7704
   -136.00    0.6243    0.7988
   -135.00    0.6194    0.8272
   -134.00    0.6137    0.8557
   -133.00    0.6072    0.8841
   -132.00    0.6000    0.9124
   -131.00    0.5921    0.9405
   -130.00    0.5834    0.9686
   -129.00    0.5741    0.9964
   -128.00    0.5641    1.0241
   -127.00    0.5535    1.0515
   -126.00    0.5422    1.0786
   -125.00    0.5304    1.1053
   -124.00    0.5180    1.1318
   -123.00    0.5051    1.1578
   -122.00    0.4916    1.1835
   -121.00    0.4776    1.2087
   -120.00    0.4632    1.2334
   -119.00    0.4483    1.2577
   -118.00    0.4329    1.2814
   -117.00    0.4172    1.3045
   -116.00    0.4011    1.3271
   -115.00    0.3846    1.3491
   -114.00    0.3677    1.3704
   -113.00    0.3482    1.3910
   -112.00    0.3307    1.4110
   -111.00    0.3130    1.4302
   -110.00    0.2950    1.4487
   -109.00    0.2768    1.4665
   -108.00    0.2583    1.4834
   -107.00    0.2397    1.4996
   -106.00    0.2209    1.5149
   -105.00    0.2020    1.5295
   -104.00    0.1829    1.5431
   -103.00    0.1637    1.5559
   -102.00    0.1444    1.5678
   -101.00    0.1250    1.5788
   -100.00    0.1056    1.5889
    -99.00    0.0861    1.5980
    -98.00    0.0666    1.6063
    -97.00    0.0471    1.6135
    -96.00    0.0276    1.6199
    -95.00    0.0082    1.6252
    -94.00   -0.0113    1.6296
    -93.00   -0.0306    1.6330
    -92.00   -0.0499    1.6355
    -91.00   -0.0691    1.6369
    -90.00   -0.0882    1.6374
    -89.00   -0.1072    1.6369
    -88.00   -0.1261    1.6354
    -87.00   -0.1448    1.6329
    -86.00   -0.1633    1.6295
    -85.00   -0.1817    1.6250
    -84.00   -0.1999    1.6196
    -83.00   -0.2179    1.6133
    -82.00   -0.2356    1.6060
    -81.00   -0.2532    1.5977
    -80.00   -0.2705    1.5885
    -79.00   -0.2875    1.5784
    -78.00   -0.3043    1.5673
    -77.00   -0.3208    1.5554
    -76.00   -0.3370    1.5426
    -75.00   -0.3529    1.5289
    -74.00   -0.3685    1.5143
    -73.00   -0.3838    1.4989
    -72.00   -0.3987    1.4827
    -71.00   -0.4132    1.4657
    -70.00   -0.4274    1.4479
    -69.00   -0.4413    1.4293
    -68.00   -0.4547    1.4100
    -67.00   -0.4677    1.3900
    -66.00   -0.4804    1.3693
    -65.00   -0.4926    1.3480
    -64.00   -0.5043    1.3259
    -63.00   -0.5157    1.3033
    -62.00   -0.5266    1.2801
    -61.00   -0.5370    1.2563
    -60.00   -0.5469    1.2320
    -59.00   -0.5564    1.2072
    -58.00   -0.5653    1.1819
    -57.00   -0.5738    1.1561
    -56.00   -0.5818    1.1300
    -55.00   -0.5892    1.1034
    -54.00   -0.5962    1.0766
    -53.00   -0.6026    1.0493
    -52.00   -0.6085    1.0218
    -51.00   -0.6138    0.9941
    -50.00   -0.6186    0.9661
    -49.00   -0.6229    0.9379
    -48.00   -0.6266    0.9096
    -47.00   -0.6298    0.8811
    -46.00   -0.6324    0.8526
    -45.00   -0.6345    0.8239
    -44.00   -0.6361    0.7953
    -43.00   -0.6372    0.7667
    -42.00   -0.6378    0.7381
    -41.00   -0.6379    0.7096
    -40.00   -0.6375    0.6812
    -39.00   -0.6367    0.6529
    -38.00   -0.6355    0.6248
    -37.00   -0.6339    0.5969
    -36.00   -0.6319    0.5693
    -35.00   -0.6297    0.5419
    -34.00   -0.6273    0.5147
    -33.00   -0.6247    0.4880
    -32.00   -0.6221    0.4615
    -31.00   -0.6195    0.4354
    -30.00   -0.6171    0.4098
    -29.00   -0.6151    0.3845
    -28.00   -0.6136    0.3597
    -27.00   -0.6128    0.3354
    -26.00   -0.6131    0.3115
    -25.00   -0.6147    0.2882
    -24.00   -0.6180    0.2653
    -23.00   -0.6235    0.2430
    -22.00   -0.6317    0.2212
    -21.00   -0.6433    0.2000
    -20.00   -0.6589    0.1794
    -19.00   -0.6794    0.1593
    -18.00   -0.7053    0.1399
    -17.00   -0.7373    0.1212
    -16.00   -0.7754    0.1032
    -15.00   -0.8189    0.0863
    -14.00   -0.8656    0.0705
    -13.00   -0.9114    0.0562
    -12.00   -0.9494    0.0437
    -11.00   -0.9710    0.0334
    -10.00   -0.9418    0.0216
     -9.90   -0.9291    0.0214
     -9.80   -0.9159    0.0213
     -9.70   -0.9022    0.0212
     -9.60   -0.8884    0.0211
     -9.40   -0.9035    0.0205
     -9.30   -0.8940    0.0204
     -9.20   -0.8834    0.0203
     -9.10   -0.8732    0.0201
     -9.00   -0.8635    0.0198
     -8.90   -0.8528    0.0195
     -8.80   -0.8414    0.0193
     -8.70   -0.8294    0.0191
     -8.60   -0.8169    0.0190
     -8.50   -0.8040    0.0189
     -8.40   -0.7906    0.0188
     -8.30   -0.7767    0.0187
     -8.20   -0.7625    0.0186
     -8.10   -0.7480    0.0186
     -8.00   -0.7348    0.0183
     -7.90   -0.7210    0.0181
     -7.80   -0.7068    0.0179
     -7.70   -0.6924    0.0177
     -7.60   -0.6778    0.0176
     -7.50   -0.6631    0.0175
     -7.40   -0.6483    0.0175
     -7.20   -0.6627    0.0173
     -7.10   -0.6522    0.0173
     -7.00   -0.6410    0.0172
     -6.90   -0.6295    0.0171
     -6.80   -0.6180    0.0169
     -6.70   -0.6058    0.0167
     -6.60   -0.5933    0.0166
     -6.50   -0.5805    0.0165
     -6.40   -0.5674    0.0164
     -6.30   -0.5540    0.0163
     -6.20   -0.5404    0.0162
     -6.10   -0.5265    0.0162
     -6.00   -0.5123    0.0161
     -5.90   -0.4979    0.0161
     -5.80   -0.4839    0.0159
     -5.70   -0.4695    0.0157
     -5.60   -0.4550    0.0156
     -5.50   -0.4405    0.0154
     -5.40   -0.4260    0.0153
     -5.30   -0.4116    0.0153
     -5.20   -0.3972    0.0152
     -5.10   -0.3827    0.0152
     -5.00   -0.3681    0.0151
     -4.90   -0.3534    0.0151
     -4.80   -0.3392    0.0149
     -4.70   -0.3248    0.0148
     -4.60   -0.3102    0.0148
     -4.40   -0.3230    0.0150
     -4.30   -0.3120    0.0149
     -4.20   -0.3002    0.0149
     -4.10   -0.2879    0.0148
     -4.00   -0.2751    0.0148
     -3.90   -0.2618    0.0147
     -3.80   -0.2483    0.0147
     -3.70   -0.2349    0.0145
     -3.60   -0.2214    0.0144
     -3.50   -0.2078    0.0143
     -3.40   -0.1942    0.0142
     -3.30   -0.1804    0.0141
     -3.20   -0.1666    0.0141
     -3.10   -0.1525    0.0140
     -3.00   -0.1384    0.0139
     -2.90   -0.1241    0.0139
     -2.80   -0.1098    0.0138
     -2.70   -0.0955    0.0137
     -2.60   -0.0813    0.0136
     -2.50   -0.0669    0.0135
     -2.40   -0.0525    0.0134
     -2.30   -0.0381    0.0133
     -2.20   -0.0235    0.0132
     -2.10   -0.0089    0.0132
     -2.00    0.0059    0.0131
     -1.90    0.0208    0.0130
     -1.80    0.0359    0.0129
     -1.70    0.0512    0.0129
     -1.60    0.0664    0.0127
     -1.50    0.0819    0.0126
     -1.40    0.0975    0.0126
     -1.30    0.0725    0.0132
     -1.20    0.0824    0.0132
     -1.10    0.0936    0.0132
     -1.00    0.1055    0.0132
     -0.90    0.1179    0.0131
     -0.80    0.1308    0.0131
     -0.70    0.1442    0.0130
     -0.60    0.1580    0.0130
     -0.50    0.1719    0.0128
     -0.40    0.1863    0.0127
     -0.30    0.2011    0.0126
     -0.20    0.2162    0.0124
     -0.10    0.2315    0.0123
      0.00    0.2470    0.0122
      0.20    0.2788    0.0120
      0.30    0.2954    0.0119
      0.40    0.3122    0.0118
      0.50    0.3290    0.0117
      0.60    0.3461    0.0116
      0.70    0.3647    0.0115
      0.80    0.3840    0.0113
      0.90    0.4037    0.0112
      1.00    0.4236    0.0112
      1.10    0.4172    0.0113
      1.20    0.4158    0.0114
      1.30    0.4226    0.0115
      1.40    0.4327    0.0115
      1.50    0.4447    0.0114
      1.60    0.4580    0.0114
      1.70    0.4721    0.0113
      1.80    0.4868    0.0112
      1.90    0.5016    0.0112
      2.00    0.5180    0.0111
      2.10    0.5364    0.0111
      2.20    0.5560    0.0110
      2.30    0.5769    0.0110
      2.40    0.5985    0.0110
      2.50    0.6079    0.0110
      2.60    0.6085    0.0111
      2.70    0.6119    0.0110
      2.80    0.6182    0.0109
      2.90    0.6262    0.0109
      3.00    0.6357    0.0109
      3.10    0.6488    0.0108
      3.20    0.6636    0.0108
      3.30    0.6798    0.0108
      3.40    0.6984    0.0108
      3.50    0.7161    0.0109
      3.60    0.7159    0.0109
      3.70    0.7181    0.0109
      3.80    0.7229    0.0110
      3.90    0.7313    0.0110
      4.00    0.7421    0.0110
      4.10    0.7551    0.0110
      4.20    0.7699    0.0110
      4.30    0.7813    0.0110
      4.40    0.7849    0.0111
      4.50    0.7909    0.0111
      4.60    0.7989    0.0112
      4.70    0.8084    0.0112
      4.80    0.8188    0.0113
      4.90    0.8277    0.0114
      5.00    0.8338    0.0115
      5.10    0.8414    0.0115
      5.20    0.8497    0.0115
      5.30    0.8563    0.0116
      5.40    0.8632    0.0117
      5.50    0.8695    0.0118
      5.60    0.8747    0.0119
      5.70    0.8778    0.0121
      5.80    0.8840    0.0122
      5.90    0.8880    0.0124
      6.00    0.8895    0.0127
      6.10    0.8954    0.0129
      6.20    0.8990    0.0131
      6.30    0.9005    0.0134
      6.40    0.9058    0.0136
      6.50    0.9087    0.0139
      6.60    0.9099    0.0142
      6.70    0.9154    0.0144
      6.80    0.9188    0.0147
      6.90    0.9213    0.0151
      7.00    0.9274    0.0153
      7.10    0.9318    0.0156
      7.20    0.9351    0.0159
      7.30    0.9423    0.0161
      7.40    0.9482    0.0164
      7.50    0.9523    0.0167
      7.60    0.9565    0.0170
      7.70    0.9636    0.0172
      7.80    0.9693    0.0175
      7.90    0.9737    0.0178
      8.00    0.9789    0.0181
      8.10    0.9873    0.0182
      8.20    0.9936    0.0184
      8.30    0.9982    0.0187
      8.40    1.0025    0.0191
      8.50    1.0094    0.0193
      8.60    1.0153    0.0195
      8.70    1.0197    0.0199
      8.80    1.0231    0.0202
      8.90    1.0289    0.0205
      9.00    1.0348    0.0208
      9.10    1.0395    0.0211
      9.20    1.0430    0.0215
      9.30    1.0482    0.0219
      9.40    1.0550    0.0221
      9.50    1.0608    0.0224
      9.60    1.0658    0.0228
      9.70    1.0698    0.0232
      9.80    1.0747    0.0236
      9.90    1.0819    0.0238
     10.00    1.0879    0.0241
     10.10    1.0926    0.0245
     10.20    1.0965    0.0250
     10.30    1.0989    0.0256
     10.40    1.1006    0.0262
     10.50    1.1081    0.0264
     10.60    1.1150    0.0267
     10.70    1.1213    0.0270
     10.80    1.1268    0.0274
     10.90    1.1315    0.0278
     11.00    1.1352    0.0284
     11.10    1.1362    0.0291
     11.20    1.1327    0.0301
     11.30    1.1355    0.0307
     11.40    1.1436    0.0309
     11.50    1.1513    0.0311
     11.60    1.1584    0.0313
     11.70    1.1649    0.0316
     11.80    1.1708    0.0319
     11.90    1.1763    0.0323
     12.00    1.1811    0.0327
     12.10    1.1850    0.0332
     12.20    1.1876    0.0339
     12.30    1.1864    0.0348
     12.40    1.1799    0.0362
     12.50    1.1709    0.0380
     12.60    1.1681    0.0393
     12.70    1.1733    0.0397
     12.80    1.1781    0.0402
     12.90    1.1826    0.0408
     13.00    1.1866    0.0414
     13.10    1.1900    0.0420
     13.20    1.1931    0.0427
     13.30    1.1962    0.0434
     13.40    1.1994    0.0441
     13.50    1.2025    0.0448
     13.60    1.2057    0.0455
     13.70    1.2088    0.0462
     13.80    1.2118    0.0470
     13.90    1.2147    0.0478
     14.00    1.2175    0.0486
     14.20    1.2215    0.0503
     14.30    1.2231    0.0512
     14.40    1.2248    0.0521
     14.50    1.2263    0.0530
     14.60    1.2278    0.0539
     14.70    1.2291    0.0548
     14.80    1.2304    0.0557
     14.90    1.2315    0.0567
     15.00    1.2324    0.0577
     15.10    1.2324    0.0588
     15.20    1.2322    0.0600
     15.30    1.2323    0.0611
     15.40    1.2326    0.0623
     15.50    1.2329    0.0635
     15.60    1.2332    0.0647
     15.70    1.2333    0.0660
     15.80    1.2329    0.0673
     15.90    1.2315    0.0688
     16.00    1.2301    0.0703
     16.10    1.2290    0.0718
     16.30    1.2263    0.0748
     16.40    1.2244    0.0763
     16.50    1.2212    0.0780
     16.60    1.2173    0.0798
     16.70    1.2138    0.0816
     16.80    1.2103    0.0833
     16.90    1.2066    0.0850
     17.20    1.1910    0.0909
     17.30    1.1870    0.0931
     17.40    1.1829    0.0953
     17.50    1.1775    0.0978
     17.60    1.1713    0.1005
     17.70    1.1657    0.1030
     17.80    1.1599    0.1056
     17.90    1.1524    0.1086
     18.00    1.1446    0.1117
     18.10    1.1372    0.1146
     18.20    1.1283    0.1179
     18.30    1.1182    0.1214
     18.40    1.1087    0.1248
     18.50    1.0958    0.1290
     18.60    1.0830    0.1333
     18.70    1.0654    0.1389
     18.80    1.0453    0.1454
     18.90    0.8790    0.1979
     19.00    0.8736    0.2029
     19.10    0.8703    0.2072
     19.20    0.8681    0.2111
     19.30    0.8667    0.2147
     19.40    0.8659    0.2181
     19.50    0.8654    0.2214
     19.60    0.8654    0.2246
     19.70    0.8655    0.2277
     19.80    0.8659    0.2307
     19.90    0.8664    0.2336
     20.00    0.8670    0.2365
     21.00    0.8340    0.2075
     22.00    0.8210    0.2299
     23.00    0.8166    0.2526
     24.00    0.8184    0.2756
     25.00    0.8247    0.2991
     26.00    0.8340    0.3231
     27.00    0.8456    0.3475
     28.00    0.8587    0.3724
     29.00    0.8728    0.3978
     30.00    0.8875    0.4237
     31.00    0.9025    0.4500
     32.00    0.9176    0.4768
     33.00    0.9325    0.5039
     34.00    0.9471    0.5315
     35.00    0.9613    0.5594
     36.00    0.9749    0.5877
     37.00    0.9880    0.6163
     38.00    1.0003    0.6452
     39.00    1.0119    0.6743
     40.00    1.0226    0.7036
     41.00    1.0325    0.7331
     42.00    1.0414    0.7628
     43.00    1.0494    0.7925
     44.00    1.0564    0.8223
     45.00    1.0624    0.8522
     46.00    1.0672    0.8821
     47.00    1.0711    0.9119
     48.00    1.0738    0.9417
     49.00    1.0753    0.9714
     50.00    1.0757    1.0009
     51.00    1.0750    1.0303
     52.00    1.0731    1.0595
     53.00    1.0699    1.0884
     54.00    1.0656    1.1170
     55.00    1.0601    1.1453
     56.00    1.0533    1.1733
     57.00    1.0454    1.2008
     58.00    1.0362    1.2280
     59.00    1.0257    1.2547
     60.00    1.0141    1.2809
     61.00    1.0013    1.3066
     62.00    0.9872    1.3318
     63.00    0.9719    1.3564
     64.00    0.9555    1.3803
     65.00    0.9379    1.4037
     66.00    0.9191    1.4263
     67.00    0.8991    1.4483
     68.00    0.8780    1.4695
     69.00    0.8558    1.4900
     70.00    0.8325    1.5097
     71.00    0.8082    1.5286
     72.00    0.7828    1.5467
     73.00    0.7564    1.5639
     74.00    0.7289    1.5803
     75.00    0.7006    1.5958
     76.00    0.6713    1.6104
     77.00    0.6411    1.6240
     78.00    0.6100    1.6368
     79.00    0.5781    1.6485
     80.00    0.5455    1.6593
     81.00    0.5121    1.6691
     82.00    0.4779    1.6779
     83.00    0.4432    1.6857
     84.00    0.4078    1.6925
     85.00    0.3718    1.6982
     86.00    0.3353    1.7029
     87.00    0.2983    1.7066
     88.00    0.2609    1.7092
     89.00    0.2232    1.7108
     90.00    0.1850    1.7113
     91.00    0.1467    1.7108
     92.00    0.1080    1.7092
     93.00    0.0692    1.7066
     94.00    0.0303    1.7029
     95.00   -0.0086    1.6982
     96.00   -0.0476    1.6925
     97.00   -0.0866    1.6857
     98.00   -0.1254    1.6780
     99.00   -0.1641    1.6692
    100.00   -0.2026    1.6594
    101.00   -0.2409    1.6486
    102.00   -0.2788    1.6369
    103.00   -0.3163    1.6242
    104.00   -0.3534    1.6105
    105.00   -0.3901    1.5960
    106.00   -0.4262    1.5805
    107.00   -0.4617    1.5641
    108.00   -0.4966    1.5469
    109.00   -0.5308    1.5288
    110.00   -0.5642    1.5099
    111.00   -0.5979    1.4902
