AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 09:20:32 Compatible with AeroDyn v13.0.
Polar "T1_Re0.090_M0.00_N9.0 360 M" on Foil "T1_Re0.090_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.24          Angle of attack for zero Cn for linear Cn curve (deg)
8.65837        Cn slope for zero lift for linear Cn curve (1/rad)
1.0805         Cn at stall value for positive angle of attack for linear Cn curve
-0.8088        Cn at stall value for negative angle of attack for linear Cn curve
2.00           Angle of attack for minimum CD (deg)
0.0224         Minimum CD value
   -180.00   -0.0353    0.0060
   -179.00    0.0815    0.0065
   -178.00    0.1976    0.0080
   -177.00    0.3078    0.0106
   -176.00    0.3983    0.0141
   -175.00    0.4521    0.0187
   -174.00    0.4641    0.0242
   -173.00    0.4484    0.0307
   -172.00    0.4248    0.0382
   -171.00    0.4057    0.0467
   -170.00    0.3951    0.0562
   -169.00    0.3928    0.0665
   -168.00    0.3970    0.0779
   -167.00    0.4059    0.0901
   -166.00    0.4181    0.1032
   -165.00    0.4325    0.1173
   -164.00    0.4482    0.1322
   -163.00    0.4647    0.1479
   -162.00    0.4816    0.1645
   -161.00    0.4986    0.1819
   -160.00    0.5153    0.2000
   -159.00    0.5318    0.2189
   -158.00    0.5477    0.2386
   -157.00    0.5630    0.2590
   -156.00    0.5777    0.2801
   -155.00    0.5916    0.3018
   -154.00    0.6048    0.3242
   -153.00    0.6171    0.3472
   -152.00    0.6285    0.3707
   -151.00    0.6390    0.3949
   -150.00    0.6487    0.4195
   -149.00    0.6574    0.4446
   -148.00    0.6651    0.4702
   -147.00    0.6719    0.4962
   -146.00    0.6778    0.5227
   -145.00    0.6827    0.5494
   -144.00    0.6866    0.5766
   -143.00    0.6896    0.6040
   -142.00    0.6916    0.6316
   -141.00    0.6926    0.6596
   -140.00    0.6928    0.6877
   -139.00    0.6919    0.7159
   -138.00    0.6902    0.7443
   -137.00    0.6875    0.7728
   -136.00    0.6840    0.8014
   -135.00    0.6795    0.8300
   -134.00    0.6742    0.8585
   -133.00    0.6680    0.8871
   -132.00    0.6610    0.9155
   -131.00    0.6532    0.9438
   -130.00    0.6445    0.9720
   -129.00    0.6351    1.0000
   -128.00    0.6249    1.0278
   -127.00    0.6139    1.0554
   -126.00    0.6023    1.0826
   -125.00    0.5899    1.1096
   -124.00    0.5768    1.1362
   -123.00    0.5631    1.1624
   -122.00    0.5488    1.1882
   -121.00    0.5338    1.2136
   -120.00    0.5183    1.2385
   -119.00    0.5022    1.2629
   -118.00    0.4856    1.2867
   -117.00    0.4684    1.3100
   -116.00    0.4508    1.3327
   -115.00    0.4327    1.3548
   -114.00    0.4141    1.3763
   -113.00    0.3952    1.3970
   -112.00    0.3758    1.4171
   -111.00    0.3561    1.4365
   -110.00    0.3361    1.4551
   -109.00    0.3149    1.4730
   -108.00    0.2942    1.4901
   -107.00    0.2733    1.5064
   -106.00    0.2522    1.5218
   -105.00    0.2308    1.5365
   -104.00    0.2093    1.5502
   -103.00    0.1876    1.5631
   -102.00    0.1657    1.5751
   -101.00    0.1437    1.5862
   -100.00    0.1216    1.5963
    -99.00    0.0995    1.6056
    -98.00    0.0773    1.6139
    -97.00    0.0550    1.6212
    -96.00    0.0328    1.6276
    -95.00    0.0106    1.6330
    -94.00   -0.0116    1.6374
    -93.00   -0.0337    1.6409
    -92.00   -0.0558    1.6433
    -91.00   -0.0777    1.6448
    -90.00   -0.0995    1.6453
