AeroDyn airfoil file Created with QBlade v0.963 64bit on 03.01.2019 at 09:20:32 Compatible with AeroDyn v13.0.
Polar "T1_Re0.145_M0.00_N9.0 360 M" on Foil "T1_Re0.145_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
18.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-2.00          Angle of attack for zero Cn for linear Cn curve (deg)
6.48832        Cn slope for zero lift for linear Cn curve (1/rad)
0.9420         Cn at stall value for positive angle of attack for linear Cn curve
-0.9216        Cn at stall value for negative angle of attack for linear Cn curve
-0.50          Angle of attack for minimum CD (deg)
0.0147         Minimum CD value
   -180.00   -0.0581    0.0060
   -179.00    0.0273    0.0065
   -178.00    0.1107    0.0080
   -177.00    0.1871    0.0106
   -176.00    0.2485    0.0141
   -175.00    0.2891    0.0187
   -174.00    0.3098    0.0242
   -173.00    0.3177    0.0307
   -172.00    0.3210    0.0382
   -171.00    0.3248    0.0467
   -170.00    0.3314    0.0562
   -169.00    0.3412    0.0665
   -168.00    0.3537    0.0779
   -167.00    0.3683    0.0901
   -166.00    0.3844    0.1032
   -165.00    0.4015    0.1173
   -164.00    0.4191    0.1322
   -163.00    0.4369    0.1479
   -162.00    0.4546    0.1645
   -161.00    0.4722    0.1819
   -160.00    0.4893    0.2000
   -159.00    0.5059    0.2189
   -158.00    0.5220    0.2386
   -157.00    0.5373    0.2590
   -156.00    0.5519    0.2801
   -155.00    0.5658    0.3018
   -154.00    0.5788    0.3242
   -153.00    0.5909    0.3472
   -152.00    0.6021    0.3707
   -151.00    0.6125    0.3949
   -150.00    0.6219    0.4195
   -149.00    0.6304    0.4446
   -148.00    0.6379    0.4702
   -147.00    0.6445    0.4962
   -146.00    0.6501    0.5227
   -145.00    0.6548    0.5494
   -144.00    0.6586    0.5765
   -143.00    0.6614    0.6040
   -142.00    0.6632    0.6316
   -141.00    0.6641    0.6595
   -140.00    0.6641    0.6877
   -139.00    0.6632    0.7159
   -138.00    0.6614    0.7443
   -137.00    0.6587    0.7728
   -136.00    0.6551    0.8014
   -135.00    0.6507    0.8300
   -134.00    0.6454    0.8585
   -133.00    0.6393    0.8871
   -132.00    0.6324    0.9155
   -131.00    0.6247    0.9438
   -130.00    0.6162    0.9720
   -129.00    0.6070    1.0000
   -128.00    0.5970    1.0278
   -127.00    0.5864    1.0554
   -126.00    0.5751    1.0826
   -125.00    0.5631    1.1096
   -124.00    0.5504    1.1362
   -123.00    0.5372    1.1624
   -122.00    0.5233    1.1882
   -121.00    0.5089    1.2135
   -120.00    0.4939    1.2384
   -119.00    0.4785    1.2628
   -118.00    0.4625    1.2867
   -117.00    0.4460    1.3100
   -116.00    0.4291    1.3327
   -115.00    0.4118    1.3548
   -114.00    0.3941    1.3762
   -113.00    0.3760    1.3970
   -112.00    0.3575    1.4171
   -111.00    0.3387    1.4365
   -110.00    0.3185    1.4551
   -109.00    0.2991    1.4730
   -108.00    0.2795    1.4901
   -107.00    0.2596    1.5063
   -106.00    0.2396    1.5218
   -105.00    0.2193    1.5364
   -104.00    0.1988    1.5502
   -103.00    0.1783    1.5630
   -102.00    0.1576    1.5750
   -101.00    0.1367    1.5861
   -100.00    0.1158    1.5963
    -99.00    0.0949    1.6055
    -98.00    0.0739    1.6138
    -97.00    0.0529    1.6211
    -96.00    0.0319    1.6275
    -95.00    0.0109    1.6329
    -94.00   -0.0101    1.6373
    -93.00   -0.0310    1.6408
    -92.00   -0.0518    1.6433
    -91.00   -0.0725    1.6447
    -90.00   -0.0931    1.6452
    -89.00   -0.1136    1.6447
    -88.00   -0.1339    1.6432
    -87.00   -0.1541    1.6407
    -86.00   -0.1740    1.6373
    -85.00   -0.1938    1.6328
    -84.00   -0.2133    1.6274
    -83.00   -0.2326    1.6210
    -82.00   -0.2517    1.6137
