  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4447   0.12023   0.11256  -0.0103   1.0000   0.2775
  -9.900  -0.4623   0.12071   0.11312  -0.0115   1.0000   0.2791
  -9.800  -0.4352   0.11666   0.10901  -0.0102   1.0000   0.2836
  -9.700  -0.4286   0.11522   0.10756  -0.0099   1.0000   0.2886
  -9.600  -0.4359   0.11483   0.10721  -0.0103   1.0000   0.2937
  -9.500  -0.4556   0.11541   0.10788  -0.0114   1.0000   0.2958
  -9.300  -0.4228   0.11001   0.10240  -0.0101   1.0000   0.3035
  -9.200  -0.4245   0.10914   0.10156  -0.0102   1.0000   0.3086
  -9.100  -0.4482   0.11000   0.10252  -0.0112   1.0000   0.3124
  -8.900  -0.4172   0.10490   0.09736  -0.0101   1.0000   0.3198
  -8.800  -0.4203   0.10420   0.09668  -0.0101   1.0000   0.3260
  -8.700  -0.4430   0.10477   0.09735  -0.0108   1.0000   0.3292
  -8.600  -0.4155   0.10129   0.09380  -0.0099   1.0000   0.3343
  -8.500  -0.4115   0.10014   0.09265  -0.0096   1.0000   0.3408
  -8.400  -0.4325   0.10059   0.09320  -0.0099   1.0000   0.3457
  -8.300  -0.4158   0.09785   0.09042  -0.0095   1.0000   0.3495
  -8.200  -0.4060   0.09624   0.08879  -0.0091   1.0000   0.3546
  -8.100  -0.4197   0.09623   0.08886  -0.0090   1.0000   0.3617
  -8.000  -0.4224   0.09489   0.08756  -0.0090   1.0000   0.3645
  -7.900  -0.4072   0.09267   0.08529  -0.0087   1.0000   0.3677
  -7.800  -0.4019   0.09138   0.08401  -0.0084   1.0000   0.3733
  -7.700  -0.4309   0.09226   0.08503  -0.0079   1.0000   0.3798
  -7.600  -0.4061   0.08919   0.08188  -0.0077   1.0000   0.3838
  -7.500  -0.3983   0.08783   0.08052  -0.0073   1.0000   0.3903
  -7.400  -0.4249   0.08845   0.08127  -0.0064   1.0000   0.3966
  -7.300  -0.4020   0.08563   0.07839  -0.0064   1.0000   0.4010
  -7.200  -0.3960   0.08422   0.07698  -0.0062   1.0000   0.4051
  -6.800  -0.5881   0.05164   0.04342  -0.0369   1.0000   0.1657
  -6.700  -0.5870   0.04997   0.04156  -0.0364   1.0000   0.1659
  -6.600  -0.5828   0.04858   0.04016  -0.0358   1.0000   0.1669
  -6.500  -0.5765   0.04762   0.03927  -0.0352   1.0000   0.1684
  -6.400  -0.5724   0.04634   0.03789  -0.0347   1.0000   0.1691
  -6.300  -0.5674   0.04529   0.03680  -0.0341   1.0000   0.1707
  -6.200  -0.5627   0.04425   0.03568  -0.0335   1.0000   0.1725
  -6.100  -0.5582   0.04312   0.03441  -0.0330   1.0000   0.1746
  -6.000  -0.5537   0.04188   0.03300  -0.0325   1.0000   0.1765
  -5.900  -0.5491   0.04059   0.03146  -0.0321   1.0000   0.1784
  -5.800  -0.5441   0.03928   0.02988  -0.0316   1.0000   0.1802
  -5.700  -0.5386   0.03803   0.02834  -0.0312   1.0000   0.1820
  -5.600  -0.5309   0.03733   0.02780  -0.0307   1.0000   0.1850
  -5.500  -0.5237   0.03674   0.02724  -0.0301   1.0000   0.1885
  -5.400  -0.5168   0.03593   0.02630  -0.0297   1.0000   0.1922
  -5.300  -0.5098   0.03494   0.02503  -0.0293   1.0000   0.1959
  -5.200  -0.5024   0.03400   0.02395  -0.0289   1.0000   0.1992
  -5.100  -0.4945   0.03346   0.02351  -0.0284   1.0000   0.2032
  -5.000  -0.4867   0.03285   0.02283  -0.0280   1.0000   0.2080
  -4.900  -0.4787   0.03205   0.02172  -0.0276   1.0000   0.2134
  -4.800  -0.4707   0.03145   0.02124  -0.0272   1.0000   0.2181
  -4.700  -0.4624   0.03092   0.02069  -0.0268   1.0000   0.2236
  -4.600  -0.4538   0.03025   0.01976  -0.0265   1.0000   0.2303
  -4.500  -0.4457   0.02977   0.01944  -0.0260   1.0000   0.2362
  -4.400  -0.4370   0.02927   0.01882  -0.0257   1.0000   0.2437
  -4.300  -0.4284   0.02872   0.01829  -0.0253   1.0000   0.2506
  -4.200  -0.4199   0.02829   0.01783  -0.0249   1.0000   0.2591
  -4.100  -0.4112   0.02781   0.01737  -0.0246   1.0000   0.2675
  -4.000  -0.4023   0.02739   0.01687  -0.0243   1.0000   0.2776
  -3.900  -0.3937   0.02696   0.01655  -0.0238   1.0000   0.2867
  -3.800  -0.3848   0.02655   0.01607  -0.0236   1.0000   0.2984
  -3.700  -0.3760   0.02618   0.01572  -0.0232   1.0000   0.3106
  -3.600  -0.3672   0.02579   0.01543  -0.0228   1.0000   0.3225
  -3.500  -0.3583   0.02541   0.01511  -0.0225   1.0000   0.3366
  -3.400  -0.3492   0.02505   0.01480  -0.0222   1.0000   0.3520
  -3.300  -0.3400   0.02469   0.01450  -0.0219   1.0000   0.3686
  -3.200  -0.3311   0.02436   0.01425  -0.0215   1.0000   0.3866
  -3.100  -0.3225   0.02404   0.01403  -0.0210   1.0000   0.4061
