  
       XFOIL         Version 6.99
  
 Calculated polar for: S4180                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.075 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   0.000   0.4606   0.01934   0.01200  -0.0992   0.7744   1.0000
   0.100   0.4725   0.01934   0.01190  -0.0989   0.7705   1.0000
   0.200   0.4840   0.01939   0.01184  -0.0986   0.7667   1.0000
   0.300   0.4927   0.01963   0.01203  -0.0984   0.7602   1.0000
   0.400   0.5039   0.01967   0.01198  -0.0981   0.7559   1.0000
   0.500   0.5160   0.01966   0.01187  -0.0977   0.7528   1.0000
   0.600   0.5248   0.01992   0.01209  -0.0975   0.7465   1.0000
   0.700   0.5354   0.02002   0.01211  -0.0973   0.7417   1.0000
   0.800   0.5471   0.02002   0.01203  -0.0969   0.7382   1.0000
   0.900   0.5574   0.02015   0.01210  -0.0966   0.7337   1.0000
   1.000   0.5668   0.02037   0.01228  -0.0965   0.7280   1.0000
   1.100   0.5780   0.02042   0.01226  -0.0961   0.7240   1.0000
   1.200   0.5899   0.02041   0.01216  -0.0958   0.7211   1.0000
   1.300   0.5986   0.02071   0.01245  -0.0956   0.7150   1.0000
   1.400   0.6090   0.02083   0.01252  -0.0954   0.7103   1.0000
   1.500   0.6206   0.02085   0.01247  -0.0950   0.7069   1.0000
   1.600   0.6316   0.02093   0.01250  -0.0947   0.7033   1.0000
   1.700   0.6403   0.02125   0.01281  -0.0946   0.6972   1.0000
   1.800   0.6512   0.02133   0.01283  -0.0943   0.6932   1.0000
   1.900   0.6630   0.02132   0.01276  -0.0940   0.6902   1.0000
   2.000   0.6723   0.02159   0.01301  -0.0938   0.6851   1.0000
   2.100   0.6821   0.02179   0.01320  -0.0936   0.6801   1.0000
   2.200   0.6933   0.02185   0.01320  -0.0933   0.6765   1.0000
   2.300   0.7052   0.02184   0.01313  -0.0930   0.6737   1.0000
   2.400   0.7136   0.02223   0.01354  -0.0929   0.6679   1.0000
   2.500   0.7238   0.02238   0.01367  -0.0927   0.6634   1.0000
   2.600   0.7352   0.02241   0.01364  -0.0923   0.6600   1.0000
   2.700   0.7472   0.02239   0.01355  -0.0920   0.6574   1.0000
   2.800   0.7548   0.02287   0.01409  -0.0919   0.6510   1.0000
   2.900   0.7654   0.02301   0.01420  -0.0917   0.6469   1.0000
   3.000   0.7770   0.02301   0.01415  -0.0914   0.6438   1.0000
   3.100   0.7877   0.02314   0.01424  -0.0911   0.6402   1.0000
   3.200   0.7960   0.02354   0.01469  -0.0910   0.6344   1.0000
   3.300   0.8068   0.02365   0.01477  -0.0907   0.6306   1.0000
   3.400   0.8186   0.02364   0.01472  -0.0904   0.6276   1.0000
   3.500   0.8282   0.02390   0.01498  -0.0902   0.6232   1.0000
   3.600   0.8370   0.02423   0.01533  -0.0900   0.6179   1.0000
   3.700   0.8480   0.02430   0.01537  -0.0897   0.6142   1.0000
   3.800   0.8601   0.02427   0.01529  -0.0894   0.6113   1.0000
   3.900   0.8685   0.02467   0.01573  -0.0892   0.6062   1.0000
   4.000   0.8779   0.02491   0.01600  -0.0890   0.6013   1.0000
   4.100   0.8893   0.02494   0.01600  -0.0887   0.5978   1.0000
   4.200   0.9016   0.02488   0.01587  -0.0883   0.5950   1.0000
   4.300   0.9086   0.02541   0.01648  -0.0882   0.5890   1.0000
   4.400   0.9188   0.02557   0.01664  -0.0879   0.5846   1.0000
   4.500   0.9307   0.02554   0.01657  -0.0876   0.5812   1.0000
   4.600   0.9419   0.02561   0.01661  -0.0872   0.5777   1.0000
   4.700   0.9489   0.02611   0.01719  -0.0870   0.5716   1.0000
   4.800   0.9598   0.02616   0.01725  -0.0867   0.5675   1.0000
   4.900   0.9722   0.02607   0.01710  -0.0864   0.5643   1.0000
   5.000   0.9801   0.02648   0.01757  -0.0861   0.5589   1.0000
   5.100   0.9896   0.02670   0.01781  -0.0858   0.5539   1.0000
   5.200   1.0014   0.02665   0.01773  -0.0855   0.5502   1.0000
   5.300   1.0134   0.02661   0.01764  -0.0851   0.5468   1.0000
   5.400   1.0197   0.02715   0.01828  -0.0849   0.5403   1.0000
   5.500   1.0308   0.02717   0.01828  -0.0845   0.5359   1.0000
   5.600   1.0437   0.02701   0.01806  -0.0842   0.5326   1.0000
   5.700   1.0504   0.02751   0.01868  -0.0839   0.5265   1.0000
   5.800   1.0606   0.02761   0.01878  -0.0835   0.5215   1.0000
   5.900   1.0732   0.02746   0.01858  -0.0832   0.5178   1.0000
   6.000   1.0814   0.02780   0.01897  -0.0828   0.5123   1.0000
   6.100   1.0905   0.02799   0.01919  -0.0825   0.5067   1.0000
   6.200   1.1031   0.02783   0.01898  -0.0821   0.5026   1.0000
   6.300   1.1121   0.02807   0.01926  -0.0818   0.4974   1.0000
   6.400   1.1207   0.02830   0.01954  -0.0814   0.4914   1.0000
   6.500   1.1332   0.02813   0.01933  -0.0810   0.4871   1.0000
   6.600   1.1420   0.02836   0.01960  -0.0806   0.4815   1.0000
   6.700   1.1507   0.02855   0.01984  -0.0802   0.4754   1.0000
   6.800   1.1637   0.02833   0.01954  -0.0799   0.4710   1.0000
   6.900   1.1711   0.02867   0.01995  -0.0794   0.4646   1.0000
   7.000   1.1809   0.02871   0.02001  -0.0790   0.4587   1.0000
   7.100   1.1948   0.02843   0.01961  -0.0787   0.4543   1.0000
   7.200   1.2000   0.02891   0.02024  -0.0782   0.4468   1.0000
   7.300   1.2118   0.02876   0.02003  -0.0778   0.4412   1.0000
   7.400   1.2211   0.02888   0.02019  -0.0774   0.4351   1.0000
   7.500   1.2298   0.02901   0.02036  -0.0769   0.4282   1.0000
   7.600   1.2435   0.02871   0.01993  -0.0766   0.4232   1.0000
   7.700   1.2483   0.02914   0.02052  -0.0760   0.4151   1.0000
   7.800   1.2606   0.02894   0.02023  -0.0756   0.4092   1.0000
   7.900   1.2673   0.02922   0.02060  -0.0750   0.4017   1.0000
   8.000   1.2781   0.02913   0.02046  -0.0746   0.3949   1.0000
   8.100   1.2862   0.02929   0.02066  -0.0741   0.3877   1.0000
   8.200   1.2955   0.02930   0.02068  -0.0736   0.3803   1.0000
   8.300   1.3041   0.02941   0.02079  -0.0731   0.3730   1.0000
   8.400   1.3129   0.02947   0.02084  -0.0726   0.3651   1.0000
   8.500   1.3211   0.02960   0.02098  -0.0720   0.3574   1.0000
   8.600   1.3297   0.02965   0.02101  -0.0715   0.3494   1.0000
   8.700   1.3370   0.02987   0.02125  -0.0709   0.3413   1.0000
   8.800   1.3460   0.02989   0.02122  -0.0704   0.3334   1.0000
   8.900   1.3520   0.03021   0.02159  -0.0697   0.3247   1.0000
   9.000   1.3620   0.03020   0.02145  -0.0692   0.3170   1.0000
   9.100   1.3664   0.03062   0.02198  -0.0684   0.3079   1.0000
   9.200   1.3755   0.03072   0.02197  -0.0680   0.3001   1.0000
   9.300   1.3802   0.03112   0.02246  -0.0672   0.2912   1.0000
   9.400   1.3875   0.03141   0.02269  -0.0666   0.2833   1.0000
   9.500   1.3937   0.03175   0.02302  -0.0659   0.2749   1.0000
   9.600   1.3994   0.03219   0.02345  -0.0653   0.2670   1.0000
   9.700   1.4063   0.03251   0.02370  -0.0647   0.2593   1.0000
   9.800   1.4110   0.03306   0.02428  -0.0639   0.2518   1.0000
   9.900   1.4181   0.03344   0.02457  -0.0634   0.2446   1.0000
  10.000   1.4228   0.03405   0.02522  -0.0627   0.2377   1.0000
  10.100   1.4291   0.03453   0.02567  -0.0621   0.2311   1.0000
  10.200   1.4355   0.03512   0.02623  -0.0616   0.2250   1.0000
  10.300   1.4396   0.03574   0.02690  -0.0608   0.2189   1.0000
  10.400   1.4498   0.03620   0.02714  -0.0607   0.2131   1.0000
  10.500   1.4509   0.03698   0.02812  -0.0597   0.2078   1.0000
  10.600   1.4576   0.03754   0.02864  -0.0592   0.2025   1.0000
  10.700   1.4664   0.03819   0.02918  -0.0590   0.1975   1.0000
  10.800   1.4683   0.03899   0.03015  -0.0581   0.1932   1.0000
  10.900   1.4748   0.03962   0.03077  -0.0576   0.1888   1.0000
  11.000   1.4874   0.04027   0.03121  -0.0578   0.1842   1.0000
  11.100   1.4874   0.04115   0.03231  -0.0567   0.1809   1.0000
  11.200   1.4907   0.04193   0.03318  -0.0560   0.1773   1.0000
  11.300   1.4990   0.04252   0.03371  -0.0557   0.1734   1.0000
  11.400   1.5103   0.04332   0.03440  -0.0558   0.1696   1.0000
  11.500   1.5096   0.04425   0.03554  -0.0548   0.1670   1.0000
  11.600   1.5115   0.04513   0.03654  -0.0540   0.1642   1.0000
  11.700   1.5169   0.04590   0.03734  -0.0535   0.1613   1.0000
  11.800   1.5304   0.04658   0.03788  -0.0538   0.1580   1.0000
  11.900   1.5373   0.04765   0.03898  -0.0535   0.1554   1.0000
  12.000   1.5353   0.04869   0.04022  -0.0524   0.1536   1.0000
  12.100   1.5348   0.04971   0.04139  -0.0515   0.1516   1.0000
  12.200   1.5359   0.05067   0.04246  -0.0507   0.1495   1.0000
  12.300   1.5398   0.05150   0.04332  -0.0502   0.1473   1.0000
  12.400   1.5542   0.05215   0.04385  -0.0505   0.1442   1.0000
  12.500   1.5618   0.05339   0.04508  -0.0505   0.1420   1.0000
  12.600   1.5565   0.05458   0.04646  -0.0492   0.1410   1.0000
  12.700   1.5510   0.05576   0.04782  -0.0480   0.1401   1.0000
  12.800   1.5454   0.05696   0.04917  -0.0468   0.1391   1.0000
  12.900   1.5400   0.05821   0.05055  -0.0457   0.1382   1.0000
  13.000   1.5350   0.05948   0.05194  -0.0447   0.1372   1.0000
  13.100   1.5310   0.06077   0.05335  -0.0439   0.1362   1.0000
  13.200   1.5286   0.06202   0.05468  -0.0433   0.1350   1.0000
  13.300   1.5272   0.06321   0.05595  -0.0427   0.1338   1.0000
  13.400   1.5324   0.06412   0.05686  -0.0425   0.1321   1.0000
  13.500   1.5578   0.06507   0.05764  -0.0433   0.1288   1.0000
  13.600   1.5467   0.06658   0.05930  -0.0423   0.1285   1.0000
  13.700   1.5355   0.06826   0.06111  -0.0416   0.1283   1.0000
  13.800   1.5236   0.07007   0.06306  -0.0410   0.1281   1.0000
  13.900   1.5112   0.07204   0.06516  -0.0406   0.1279   1.0000
  14.000   1.4986   0.07418   0.06743  -0.0405   0.1278   1.0000
  14.100   1.4850   0.07654   0.06991  -0.0406   0.1277   1.0000
  14.200   1.4708   0.07908   0.07258  -0.0409   0.1277   1.0000
  14.300   1.4560   0.08184   0.07544  -0.0415   0.1278   1.0000
  14.400   1.4403   0.08488   0.07859  -0.0424   0.1279   1.0000
  14.500   1.4237   0.08819   0.08201  -0.0435   0.1280   1.0000
  14.600   1.4066   0.09181   0.08572  -0.0449   0.1283   1.0000
  14.700   1.3885   0.09577   0.08975  -0.0467   0.1286   1.0000
  14.800   1.3697   0.10008   0.09414  -0.0487   0.1289   1.0000
  15.200   1.0158   0.19793   0.19169  -0.1161   0.2162   1.0000
  15.300   1.0256   0.19983   0.19362  -0.1156   0.2148   1.0000
  15.400   1.0412   0.20288   0.19673  -0.1146   0.2138   1.0000
  15.500   1.0452   0.20536   0.19922  -0.1152   0.2132   1.0000
  15.600   1.0286   0.20522   0.19903  -0.1184   0.2120   1.0000
  15.700   1.0210   0.20583   0.19962  -0.1207   0.2088   1.0000
  15.800   1.0225   0.20704   0.20084  -0.1214   0.2060   1.0000
  15.900   1.0276   0.20844   0.20227  -0.1219   0.2036   1.0000
  16.000   1.0359   0.20997   0.20383  -0.1214   0.2015   1.0000
  16.100   1.0557   0.21330   0.20724  -0.1197   0.1995   1.0000
  16.200   1.0597   0.21580   0.20976  -0.1203   0.1987   1.0000
  16.300   1.0441   0.21523   0.20912  -0.1239   0.1972   1.0000
  16.400   1.0398   0.21591   0.20979  -0.1258   0.1939   1.0000
  16.500   1.0421   0.21711   0.21100  -0.1265   0.1913   1.0000
  16.600   1.0467   0.21853   0.21244  -0.1269   0.1893   1.0000
  16.700   1.0530   0.22010   0.21405  -0.1270   0.1877   1.0000
  16.800   1.0609   0.22197   0.21596  -0.1266   0.1864   1.0000
  16.900   1.0745   0.22521   0.21926  -0.1254   0.1853   1.0000
  17.000   1.0823   0.22845   0.22252  -0.1256   0.1845   1.0000
  17.100   1.0674   0.22722   0.22123  -0.1293   0.1834   1.0000
  17.200   1.0620   0.22751   0.22150  -0.1317   0.1804   1.0000
  17.300   1.0636   0.22860   0.22260  -0.1326   0.1777   1.0000
  17.400   1.0682   0.22990   0.22392  -0.1330   0.1753   1.0000
  17.500   1.0743   0.23130   0.22536  -0.1327   0.1734   1.0000
  17.600   1.0862   0.23387   0.22798  -0.1320   0.1718   1.0000
  17.700   1.1033   0.23866   0.23285  -0.1304   0.1708   1.0000
  17.800   1.1002   0.23963   0.23378  -0.1321   0.1703   1.0000
  17.900   1.0877   0.23821   0.23231  -0.1357   0.1690   1.0000
  18.000   1.0842   0.23859   0.23268  -0.1377   0.1664   1.0000
  18.100   1.0867   0.23985   0.23395  -0.1389   0.1641   1.0000
  18.200   1.0896   0.24107   0.23519  -0.1394   0.1623   1.0000
  18.300   1.0942   0.24246   0.23660  -0.1398   0.1606   1.0000
  18.400   1.1007   0.24412   0.23829  -0.1398   0.1591   1.0000
  18.500   1.1104   0.24666   0.24090  -0.1390   0.1577   1.0000
  18.600   1.1320   0.25377   0.24809  -0.1365   0.1565   1.0000
  18.700   1.1202   0.25166   0.24593  -0.1401   0.1561   1.0000
  18.800   1.1111   0.25038   0.24460  -0.1435   0.1545   1.0000
  18.900   1.1100   0.25095   0.24517  -0.1453   0.1518   1.0000
  19.000   1.1124   0.25208   0.24631  -0.1461   0.1495   1.0000
  19.100   1.1165   0.25342   0.24767  -0.1467   0.1477   1.0000
  19.200   1.1210   0.25481   0.24908  -0.1470   0.1462   1.0000
  19.300   1.1274   0.25662   0.25093  -0.1471   0.1450   1.0000
  19.400   1.1359   0.25920   0.25356  -0.1467   0.1439   1.0000
  19.500   1.1494   0.26441   0.25884  -0.1448   0.1430   1.0000
  19.600   1.1493   0.26583   0.26024  -0.1461   0.1425   1.0000
  19.700   1.1409   0.26382   0.25818  -0.1501   0.1416   1.0000
  19.800   1.1375   0.26356   0.25790  -0.1527   0.1395   1.0000
  19.900   1.1381   0.26434   0.25869  -0.1537   0.1372   1.0000
  20.000   1.1422   0.26568   0.26005  -0.1547   0.1349   1.0000
