  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.2751   0.11088   0.10604  -0.0330   1.0000   0.0713
  -9.900  -0.2743   0.10971   0.10489  -0.0331   1.0000   0.0722
  -9.800  -0.2738   0.10857   0.10376  -0.0333   1.0000   0.0731
  -9.700  -0.2737   0.10745   0.10266  -0.0334   1.0000   0.0740
  -9.600  -0.2741   0.10638   0.10160  -0.0336   1.0000   0.0750
  -9.500  -0.2752   0.10541   0.10065  -0.0340   1.0000   0.0759
  -9.400  -0.2776   0.10461   0.09987  -0.0344   1.0000   0.0767
  -9.300  -0.2812   0.10398   0.09927  -0.0350   1.0000   0.0773
  -9.200  -0.2858   0.10347   0.09879  -0.0356   1.0000   0.0777
  -9.100  -0.2908   0.10299   0.09835  -0.0362   1.0000   0.0779
  -9.000  -0.2956   0.10246   0.09786  -0.0367   1.0000   0.0781
  -8.900  -0.3006   0.10193   0.09736  -0.0371   1.0000   0.0782
  -8.800  -0.3055   0.10136   0.09683  -0.0374   1.0000   0.0784
  -8.700  -0.3108   0.10081   0.09632  -0.0376   1.0000   0.0784
  -8.600  -0.3159   0.10022   0.09577  -0.0376   1.0000   0.0785
  -8.500  -0.3217   0.09967   0.09527  -0.0375   1.0000   0.0786
  -8.400  -0.3673   0.10432   0.09941  -0.0334   1.0000   0.0777
  -8.300  -0.3729   0.10407   0.09923  -0.0341   1.0000   0.0779
  -8.200  -0.3792   0.10384   0.09905  -0.0343   1.0000   0.0781
  -8.100  -0.3852   0.10353   0.09880  -0.0346   1.0000   0.0782
  -8.000  -0.3892   0.10300   0.09832  -0.0360   1.0000   0.0783
  -7.900  -0.3925   0.10237   0.09773  -0.0376   1.0000   0.0785
  -7.800  -0.3951   0.10163   0.09702  -0.0393   1.0000   0.0785
  -7.700  -0.3801   0.09666   0.09202  -0.0326   1.0000   0.0798
  -7.600  -0.3686   0.09439   0.08971  -0.0309   1.0000   0.0811
  -7.500  -0.3663   0.09321   0.08854  -0.0302   1.0000   0.0820
  -7.400  -0.3663   0.09225   0.08761  -0.0294   1.0000   0.0829
  -7.300  -0.3676   0.09140   0.08679  -0.0288   1.0000   0.0837
  -7.200  -0.3691   0.09055   0.08597  -0.0283   1.0000   0.0845
  -7.100  -0.3705   0.08967   0.08512  -0.0280   1.0000   0.0855
  -7.000  -0.3722   0.08880   0.08428  -0.0278   1.0000   0.0864
  -6.900  -0.3742   0.08795   0.08346  -0.0277   1.0000   0.0874
  -6.800  -0.3765   0.08711   0.08266  -0.0279   1.0000   0.0884
  -6.700  -0.3792   0.08631   0.08189  -0.0285   1.0000   0.0896
  -6.600  -0.3824   0.08563   0.08124  -0.0303   1.0000   0.0908
  -6.500  -0.3854   0.08510   0.08072  -0.0348   1.0000   0.0918
  -6.400  -0.3854   0.08439   0.07996  -0.0404   1.0000   0.0923
  -6.300  -0.3849   0.08269   0.07827  -0.0415   1.0000   0.0927
  -6.200  -0.3851   0.08069   0.07634  -0.0381   1.0000   0.0932
  -6.100  -0.3846   0.07928   0.07497  -0.0352   1.0000   0.0938
  -6.000  -0.3838   0.07813   0.07385  -0.0331   1.0000   0.0945
  -5.900  -0.3827   0.07711   0.07284  -0.0315   1.0000   0.0953
  -5.800  -0.3815   0.07612   0.07187  -0.0306   1.0000   0.0963
  -5.700  -0.3800   0.07512   0.07088  -0.0301   1.0000   0.0976
  -5.600  -0.3783   0.07408   0.06985  -0.0301   1.0000   0.0990
  -5.500  -0.3760   0.07296   0.06874  -0.0306   1.0000   0.1008
  -5.400  -0.3717   0.07169   0.06743  -0.0330   1.0000   0.1037
  -5.300  -0.3594   0.06929   0.06486  -0.0424   1.0000   0.1072
  -5.200  -0.3598   0.06796   0.06360  -0.0399   1.0000   0.1079
  -5.100  -0.3597   0.06701   0.06270  -0.0374   1.0000   0.1090
  -5.000  -0.3585   0.06620   0.06191  -0.0357   1.0000   0.1105
  -4.900  -0.3557   0.06535   0.06107  -0.0349   1.0000   0.1128
  -4.800  -0.3497   0.06421   0.05990  -0.0361   1.0000   0.1168
  -4.700  -0.3351   0.06177   0.05728  -0.0428   1.0000   0.1222
  -4.600  -0.3341   0.06073   0.05631  -0.0409   1.0000   0.1233
  -4.500  -0.3317   0.05982   0.05542  -0.0397   1.0000   0.1248
  -4.400  -0.3273   0.05886   0.05447  -0.0393   1.0000   0.1269
  -4.300  -0.3195   0.05773   0.05329  -0.0405   1.0000   0.1311
  -4.200  -0.3053   0.05560   0.05100  -0.0449   1.0000   0.1372
  -4.100  -0.3018   0.05456   0.04999  -0.0440   1.0000   0.1385
  -4.000  -0.2970   0.05361   0.04906  -0.0434   1.0000   0.1405
  -3.900  -0.2896   0.05262   0.04804  -0.0439   1.0000   0.1443
  -3.800  -0.2752   0.05083   0.04608  -0.0474   1.0000   0.1521
  -3.700  -0.2704   0.04984   0.04512  -0.0467   1.0000   0.1538
  -3.600  -0.2637   0.04894   0.04422  -0.0466   1.0000   0.1569
  -3.500  -0.2494   0.04750   0.04260  -0.0495   1.0000   0.1667
  -3.400  -0.2373   0.04627   0.04141  -0.0501   0.9984   0.1699
  -3.300  -0.1752   0.03613   0.02951  -0.0621   1.0000   0.0925
  -3.200  -0.1605   0.03413   0.02754  -0.0635   0.9991   0.0911
  -3.100  -0.1421   0.03226   0.02557  -0.0655   0.9977   0.0884
  -3.000  -0.1208   0.03002   0.02294  -0.0677   0.9967   0.0845
  -2.900  -0.0988   0.02799   0.02041  -0.0697   0.9958   0.0822
  -2.800  -0.0790   0.02700   0.01922  -0.0715   0.9944   0.0836
  -2.700  -0.0608   0.02636   0.01841  -0.0730   0.9918   0.0873
  -2.600  -0.0414   0.02553   0.01727  -0.0745   0.9896   0.0901
  -2.500  -0.0216   0.02473   0.01614  -0.0760   0.9877   0.0917
  -2.400  -0.0025   0.02376   0.01503  -0.0776   0.9861   0.0942
  -2.300   0.0165   0.02336   0.01466  -0.0793   0.9842   0.0999
  -2.200   0.0342   0.02303   0.01411  -0.0805   0.9814   0.1059
  -2.100   0.0509   0.02237   0.01345  -0.0817   0.9787   0.1106
  -2.000   0.0688   0.02197   0.01299  -0.0831   0.9760   0.1169
  -1.900   0.0875   0.02159   0.01261  -0.0846   0.9736   0.1262
  -1.800   0.1072   0.02124   0.01220  -0.0863   0.9717   0.1371
  -1.700   0.1247   0.02092   0.01189  -0.0876   0.9690   0.1482
  -1.600   0.1394   0.02064   0.01168  -0.0884   0.9649   0.1619
  -1.500   0.1569   0.02034   0.01141  -0.0898   0.9619   0.1798
  -1.400   0.1756   0.01997   0.01120  -0.0913   0.9595   0.2013
  -1.300   0.1949   0.01966   0.01100  -0.0930   0.9574   0.2321
  -1.200   0.2093   0.01938   0.01085  -0.0938   0.9534   0.2642
  -1.100   0.2245   0.01903   0.01071  -0.0947   0.9495   0.3077
  -1.000   0.2424   0.01850   0.01053  -0.0962   0.9470   0.3811
  -0.900   0.2543   0.01711   0.01052  -0.0959   0.9463   0.7181
  -0.800   0.2717   0.01672   0.01026  -0.0964   0.9430   1.0000
  -0.700   0.2828   0.01680   0.01020  -0.0965   0.9367   1.0000
  -0.600   0.3000   0.01683   0.01010  -0.0977   0.9328   1.0000
  -0.500   0.3197   0.01684   0.00997  -0.0993   0.9300   1.0000
  -0.400   0.3346   0.01688   0.00992  -0.1001   0.9255   1.0000
  -0.300   0.3485   0.01692   0.00988  -0.1006   0.9202   1.0000
  -0.200   0.3671   0.01690   0.00977  -0.1020   0.9171   1.0000
  -0.100   0.3874   0.01686   0.00965  -0.1037   0.9148   1.0000
   0.000   0.3974   0.01693   0.00968  -0.1035   0.9082   1.0000
   0.100   0.4145   0.01690   0.00959  -0.1046   0.9044   1.0000
   0.200   0.4336   0.01683   0.00946  -0.1060   0.9018   1.0000
   0.300   0.4489   0.01681   0.00939  -0.1067   0.8978   1.0000
   0.400   0.4605   0.01684   0.00938  -0.1068   0.8918   1.0000
   0.500   0.4774   0.01676   0.00926  -0.1077   0.8886   1.0000
   0.600   0.4956   0.01665   0.00911  -0.1088   0.8862   1.0000
   0.700   0.5043   0.01673   0.00917  -0.1083   0.8791   1.0000
   0.800   0.5196   0.01666   0.00906  -0.1089   0.8752   1.0000
   0.900   0.5367   0.01653   0.00891  -0.1098   0.8725   1.0000
   1.000   0.5465   0.01659   0.00895  -0.1094   0.8661   1.0000
   1.100   0.5602   0.01654   0.00887  -0.1097   0.8616   1.0000
   1.200   0.5761   0.01641   0.00872  -0.1103   0.8586   1.0000
   1.300   0.5866   0.01645   0.00874  -0.1101   0.8526   1.0000
   1.400   0.5992   0.01641   0.00869  -0.1101   0.8476   1.0000
   1.500   0.6143   0.01628   0.00854  -0.1106   0.8444   1.0000
   1.600   0.6247   0.01632   0.00858  -0.1103   0.8384   1.0000
   1.700   0.6367   0.01630   0.00854  -0.1103   0.8333   1.0000
   1.800   0.6512   0.01618   0.00842  -0.1105   0.8299   1.0000
   1.900   0.6610   0.01624   0.00848  -0.1102   0.8235   1.0000
   2.000   0.6730   0.01621   0.00844  -0.1101   0.8185   1.0000
   2.100   0.6870   0.01610   0.00831  -0.1103   0.8152   1.0000
   2.200   0.6961   0.01621   0.00843  -0.1098   0.8083   1.0000
   2.300   0.7082   0.01618   0.00838  -0.1098   0.8035   1.0000
   2.400   0.7221   0.01607   0.00826  -0.1099   0.8002   1.0000
   2.500   0.7303   0.01623   0.00843  -0.1094   0.7928   1.0000
   2.600   0.7427   0.01618   0.00838  -0.1093   0.7883   1.0000
   2.700   0.7545   0.01618   0.00839  -0.1092   0.7838   1.0000
   2.800   0.7640   0.01629   0.00851  -0.1088   0.7772   1.0000
   2.900   0.7765   0.01624   0.00845  -0.1088   0.7731   1.0000
   3.000   0.7866   0.01634   0.00856  -0.1085   0.7673   1.0000
   3.100   0.7973   0.01640   0.00862  -0.1082   0.7617   1.0000
   3.200   0.8099   0.01636   0.00857  -0.1082   0.7578   1.0000
   3.300   0.8189   0.01652   0.00876  -0.1078   0.7513   1.0000
   3.400   0.8301   0.01656   0.00880  -0.1076   0.7463   1.0000
   3.500   0.8428   0.01653   0.00875  -0.1076   0.7426   1.0000
   3.700   0.8627   0.01676   0.00906  -0.1070   0.7309   1.0000
   3.800   0.8737   0.01683   0.00914  -0.1068   0.7261   1.0000
   3.900   0.8832   0.01698   0.00933  -0.1065   0.7200   1.0000
   4.000   0.8950   0.01700   0.00934  -0.1063   0.7156   1.0000
   4.100   0.9048   0.01714   0.00952  -0.1061   0.7100   1.0000
   4.200   0.9151   0.01725   0.00966  -0.1058   0.7045   1.0000
