  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4021   0.13143   0.12425  -0.0257   1.0000   0.1351
  -9.900  -0.4072   0.13166   0.12453  -0.0269   1.0000   0.1353
  -9.800  -0.3830   0.12489   0.11765  -0.0242   1.0000   0.1385
  -9.700  -0.3778   0.12317   0.11593  -0.0239   1.0000   0.1410
  -9.600  -0.3755   0.12198   0.11476  -0.0241   1.0000   0.1436
  -9.500  -0.3753   0.12115   0.11395  -0.0245   1.0000   0.1460
  -9.400  -0.3777   0.12079   0.11363  -0.0253   1.0000   0.1479
  -9.300  -0.3823   0.12085   0.11374  -0.0264   1.0000   0.1489
  -9.200  -0.3877   0.12103   0.11398  -0.0275   1.0000   0.1495
  -9.100  -0.3938   0.12125   0.11426  -0.0285   1.0000   0.1498
  -9.000  -0.3680   0.11503   0.10795  -0.0257   1.0000   0.1549
  -8.900  -0.3654   0.11382   0.10675  -0.0256   1.0000   0.1579
  -8.800  -0.3658   0.11305   0.10601  -0.0260   1.0000   0.1606
  -8.700  -0.3694   0.11279   0.10581  -0.0267   1.0000   0.1625
  -8.600  -0.3755   0.11294   0.10602  -0.0275   1.0000   0.1636
  -8.500  -0.3826   0.11316   0.10631  -0.0283   1.0000   0.1641
  -8.400  -0.3903   0.11340   0.10662  -0.0288   1.0000   0.1644
  -8.300  -0.3601   0.10713   0.10023  -0.0264   1.0000   0.1703
  -8.200  -0.3589   0.10610   0.09922  -0.0263   1.0000   0.1732
  -8.100  -0.3613   0.10553   0.09870  -0.0265   1.0000   0.1758
  -8.000  -0.3677   0.10552   0.09876  -0.0268   1.0000   0.1775
  -7.900  -0.3766   0.10580   0.09912  -0.0270   1.0000   0.1784
  -7.800  -0.3861   0.10610   0.09951  -0.0271   1.0000   0.1788
  -7.700  -0.3647   0.10151   0.09485  -0.0261   1.0000   0.1823
  -7.600  -0.3597   0.09997   0.09331  -0.0255   1.0000   0.1856
  -7.500  -0.3609   0.09917   0.09255  -0.0251   1.0000   0.1884
  -7.400  -0.3664   0.09885   0.09230  -0.0247   1.0000   0.1907
  -7.300  -0.3751   0.09894   0.09247  -0.0246   1.0000   0.1922
  -7.200  -0.3844   0.09924   0.09285  -0.0259   1.0000   0.1933
  -7.100  -0.3871   0.09828   0.09196  -0.0263   1.0000   0.1943
  -7.000  -0.3705   0.09477   0.08838  -0.0232   1.0000   0.1983
  -6.900  -0.3690   0.09366   0.08730  -0.0226   1.0000   0.2017
  -6.800  -0.3723   0.09310   0.08679  -0.0227   1.0000   0.2049
  -6.700  -0.3806   0.09321   0.08698  -0.0239   1.0000   0.2073
  -6.600  -0.3905   0.09370   0.08754  -0.0266   1.0000   0.2085
  -6.300  -0.3756   0.08815   0.08202  -0.0213   1.0000   0.2191
  -6.200  -0.3842   0.08840   0.08233  -0.0236   1.0000   0.2224
  -6.000  -0.3780   0.08504   0.07900  -0.0207   1.0000   0.2275
  -5.900  -0.3767   0.08401   0.07800  -0.0199   1.0000   0.2320
  -5.800  -0.3831   0.08409   0.07811  -0.0227   1.0000   0.2370
  -5.700  -0.3821   0.08252   0.07658  -0.0218   1.0000   0.2394
  -5.600  -0.3774   0.08094   0.07502  -0.0191   1.0000   0.2442
  -5.500  -0.3799   0.08056   0.07466  -0.0206   1.0000   0.2509
  -5.400  -0.3800   0.07927   0.07341  -0.0206   1.0000   0.2544
  -5.300  -0.3765   0.07792   0.07207  -0.0180   1.0000   0.2601
  -5.200  -0.3795   0.07773   0.07189  -0.0218   1.0000   0.2676
  -5.100  -0.3759   0.07585   0.07006  -0.0177   1.0000   0.2718
  -5.000  -0.3768   0.07578   0.06997  -0.0215   1.0000   0.2819
  -4.900  -0.3744   0.07381   0.06805  -0.0173   1.0000   0.2853
  -4.800  -0.3737   0.07352   0.06775  -0.0202   1.0000   0.2965
  -4.700  -0.3718   0.07170   0.06598  -0.0164   1.0000   0.2999
  -4.600  -0.3703   0.07113   0.06541  -0.0184   1.0000   0.3115
  -4.500  -0.3685   0.06954   0.06386  -0.0151   1.0000   0.3152
  -4.400  -0.3667   0.06873   0.06306  -0.0164   1.0000   0.3267
  -4.300  -0.3646   0.06739   0.06175  -0.0138   1.0000   0.3313
  -4.200  -0.3628   0.06639   0.06077  -0.0141   1.0000   0.3427
  -4.100  -0.3606   0.06553   0.05991  -0.0144   1.0000   0.3557
  -4.000  -0.3588   0.06422   0.05864  -0.0117   1.0000   0.3610
  -3.900  -0.3571   0.06319   0.05763  -0.0110   1.0000   0.3734
  -3.800  -0.3554   0.06220   0.05666  -0.0102   1.0000   0.3869
  -3.700  -0.3540   0.06122   0.05570  -0.0089   1.0000   0.4011
  -3.600  -0.3529   0.06024   0.05475  -0.0073   1.0000   0.4158
  -3.500  -0.3523   0.05927   0.05382  -0.0053   1.0000   0.4311
  -3.400  -0.3523   0.05834   0.05290  -0.0027   1.0000   0.4476
  -3.100  -0.2052   0.04554   0.03852  -0.0518   1.0000   0.2261
  -3.000  -0.1600   0.04020   0.03213  -0.0608   1.0000   0.1630
  -2.900  -0.1482   0.03882   0.03066  -0.0614   1.0000   0.1600
  -2.800  -0.1330   0.03723   0.02884  -0.0628   1.0000   0.1560
  -2.700  -0.1188   0.03601   0.02739  -0.0639   1.0000   0.1561
  -2.600  -0.1055   0.03503   0.02621  -0.0647   1.0000   0.1585
  -2.500  -0.0914   0.03402   0.02495  -0.0656   1.0000   0.1605
  -2.400  -0.0771   0.03300   0.02366  -0.0664   1.0000   0.1615
  -2.300  -0.0629   0.03202   0.02241  -0.0672   1.0000   0.1622
  -2.200  -0.0485   0.03115   0.02121  -0.0679   1.0000   0.1638
  -2.100  -0.0386   0.03053   0.02067  -0.0681   1.0000   0.1688
  -2.000  -0.0273   0.03006   0.02006  -0.0683   1.0000   0.1754
  -1.900  -0.0148   0.02945   0.01926  -0.0688   1.0000   0.1810
  -1.800  -0.0045   0.02896   0.01873  -0.0688   1.0000   0.1859
  -1.700   0.0078   0.02845   0.01801  -0.0691   1.0000   0.1915
  -1.600   0.0183   0.02805   0.01760  -0.0693   1.0000   0.1997
  -1.500   0.0293   0.02773   0.01717  -0.0695   1.0000   0.2107
  -1.400   0.0398   0.02742   0.01681  -0.0696   1.0000   0.2212
  -1.300   0.0504   0.02703   0.01643  -0.0697   1.0000   0.2309
  -1.200   0.0610   0.02675   0.01611  -0.0697   1.0000   0.2446
  -1.100   0.0717   0.02653   0.01587  -0.0699   1.0000   0.2628
  -1.000   0.0832   0.02627   0.01556  -0.0701   1.0000   0.2824
  -0.900   0.0946   0.02594   0.01530  -0.0703   1.0000   0.3050
  -0.800   0.1065   0.02562   0.01506  -0.0706   1.0000   0.3380
  -0.700   0.1199   0.02513   0.01473  -0.0712   1.0000   0.3822
  -0.600   0.1359   0.02423   0.01444  -0.0721   1.0000   0.4716
  -0.500   0.1352   0.02244   0.01431  -0.0687   1.0000   0.8667
  -0.400   0.1381   0.02262   0.01407  -0.0680   1.0000   1.0000
  -0.300   0.1474   0.02292   0.01407  -0.0681   1.0000   1.0000
  -0.200   0.1560   0.02322   0.01416  -0.0681   1.0000   1.0000
  -0.100   0.1643   0.02353   0.01431  -0.0682   1.0000   1.0000
   0.000   0.1724   0.02386   0.01450  -0.0683   1.0000   1.0000
   0.100   0.1804   0.02419   0.01471  -0.0683   1.0000   1.0000
   0.200   0.1882   0.02454   0.01494  -0.0684   1.0000   1.0000
   0.300   0.1960   0.02490   0.01520  -0.0685   1.0000   1.0000
   0.400   0.2061   0.02528   0.01548  -0.0690   0.9988   1.0000
   0.500   0.2282   0.02578   0.01581  -0.0717   0.9936   1.0000
   0.600   0.2476   0.02622   0.01614  -0.0739   0.9874   1.0000
   0.700   0.2695   0.02671   0.01650  -0.0765   0.9824   1.0000
   0.800   0.2860   0.02710   0.01681  -0.0781   0.9759   1.0000
   0.900   0.3084   0.02758   0.01718  -0.0807   0.9711   1.0000
   1.000   0.3223   0.02794   0.01748  -0.0819   0.9644   1.0000
   1.100   0.3424   0.02835   0.01781  -0.0840   0.9590   1.0000
   1.200   0.3586   0.02874   0.01814  -0.0855   0.9531   1.0000
   1.300   0.3745   0.02910   0.01845  -0.0869   0.9470   1.0000
   1.400   0.3972   0.02952   0.01881  -0.0894   0.9426   1.0000
   1.500   0.4061   0.02984   0.01910  -0.0896   0.9354   1.0000
   1.600   0.4258   0.03020   0.01942  -0.0915   0.9303   1.0000
   1.700   0.4387   0.03056   0.01975  -0.0923   0.9242   1.0000
   1.800   0.4534   0.03090   0.02007  -0.0934   0.9184   1.0000
   1.900   0.4755   0.03123   0.02037  -0.0957   0.9142   1.0000
   2.000   0.4813   0.03159   0.02071  -0.0952   0.9070   1.0000
   2.100   0.4997   0.03189   0.02101  -0.0968   0.9020   1.0000
   2.200   0.5116   0.03225   0.02135  -0.0974   0.8963   1.0000
   2.300   0.5238   0.03259   0.02169  -0.0980   0.8905   1.0000
   2.400   0.5446   0.03285   0.02195  -0.0998   0.8863   1.0000
   2.500   0.5498   0.03326   0.02236  -0.0993   0.8796   1.0000
   2.600   0.5656   0.03356   0.02266  -0.1004   0.8745   1.0000
   2.700   0.5826   0.03385   0.02298  -0.1016   0.8701   1.0000
   2.800   0.5881   0.03427   0.02341  -0.1012   0.8635   1.0000
   2.900   0.6062   0.03451   0.02367  -0.1025   0.8591   1.0000
   3.000   0.6156   0.03491   0.02407  -0.1026   0.8535   1.0000
   3.100   0.6257   0.03527   0.02446  -0.1028   0.8479   1.0000
   3.200   0.6456   0.03546   0.02467  -0.1043   0.8439   1.0000
   3.300   0.6496   0.03597   0.02520  -0.1036   0.8377   1.0000
   3.400   0.6626   0.03628   0.02554  -0.1041   0.8326   1.0000
   3.500   0.6839   0.03639   0.02570  -0.1057   0.8289   1.0000
   3.600   0.6835   0.03704   0.02639  -0.1045   0.8222   1.0000
   3.700   0.6985   0.03729   0.02668  -0.1052   0.8174   1.0000
   3.800   0.7175   0.03743   0.02687  -0.1064   0.8136   1.0000
   3.900   0.7169   0.03812   0.02758  -0.1052   0.8068   1.0000
   4.000   0.7338   0.03829   0.02781  -0.1061   0.8024   1.0000
   4.100   0.7451   0.03865   0.02822  -0.1064   0.7975   1.0000
