  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2415                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.3747   0.11741   0.10941  -0.0179   1.0000   0.3313
  -9.900  -0.3608   0.11553   0.10750  -0.0176   1.0000   0.3358
  -9.800  -0.3595   0.11460   0.10658  -0.0174   1.0000   0.3413
  -9.700  -0.3779   0.11504   0.10709  -0.0175   1.0000   0.3460
  -9.600  -0.3873   0.11426   0.10637  -0.0176   1.0000   0.3477
  -9.500  -0.3592   0.11095   0.10299  -0.0173   1.0000   0.3518
  -9.400  -0.3516   0.10955   0.10157  -0.0171   1.0000   0.3561
  -9.300  -0.3547   0.10885   0.10090  -0.0170   1.0000   0.3615
  -9.200  -0.3816   0.10973   0.10188  -0.0168   1.0000   0.3655
  -9.000  -0.3496   0.10488   0.09698  -0.0166   1.0000   0.3717
  -8.900  -0.3449   0.10377   0.09586  -0.0163   1.0000   0.3773
  -8.800  -0.3614   0.10390   0.09607  -0.0159   1.0000   0.3831
  -8.700  -0.3841   0.10415   0.09640  -0.0155   1.0000   0.3847
  -8.600  -0.3488   0.10043   0.09260  -0.0156   1.0000   0.3890
  -8.500  -0.3409   0.09902   0.09118  -0.0154   1.0000   0.3928
  -8.400  -0.3412   0.09804   0.09022  -0.0151   1.0000   0.3971
  -8.300  -0.3663   0.09857   0.09085  -0.0142   1.0000   0.4027
  -8.200  -0.3756   0.09765   0.08999  -0.0138   1.0000   0.4039
  -8.100  -0.3539   0.09494   0.08723  -0.0141   1.0000   0.4063
  -8.000  -0.3424   0.09331   0.08557  -0.0140   1.0000   0.4097
  -7.900  -0.3407   0.09209   0.08436  -0.0137   1.0000   0.4119
  -7.800  -0.3428   0.09086   0.08316  -0.0135   1.0000   0.4122
  -7.700  -0.3571   0.08966   0.08203  -0.0133   1.0000   0.4077
  -7.600  -0.6611   0.05694   0.04910  -0.0319   1.0000   0.1974
  -7.500  -0.6667   0.05524   0.04728  -0.0309   1.0000   0.1978
  -7.400  -0.6713   0.05361   0.04551  -0.0300   1.0000   0.1984
  -7.300  -0.6752   0.05200   0.04376  -0.0290   1.0000   0.1993
  -7.200  -0.6785   0.05041   0.04199  -0.0281   1.0000   0.2004
  -7.100  -0.6815   0.04883   0.04020  -0.0271   1.0000   0.2015
  -7.000  -0.6837   0.04730   0.03841  -0.0262   1.0000   0.2028
  -6.900  -0.6806   0.04620   0.03726  -0.0255   1.0000   0.2047
  -6.800  -0.6717   0.04591   0.03713  -0.0249   1.0000   0.2073
  -6.700  -0.6664   0.04530   0.03653  -0.0241   1.0000   0.2098
  -6.600  -0.6626   0.04448   0.03563  -0.0234   1.0000   0.2124
  -6.500  -0.6600   0.04346   0.03446  -0.0226   1.0000   0.2151
  -6.400  -0.6579   0.04229   0.03307  -0.0219   1.0000   0.2178
  -6.300  -0.6563   0.04104   0.03149  -0.0212   1.0000   0.2204
  -6.200  -0.6490   0.04046   0.03105  -0.0207   1.0000   0.2233
  -6.100  -0.6418   0.04008   0.03075  -0.0201   1.0000   0.2265
  -6.000  -0.6360   0.03950   0.03012  -0.0195   1.0000   0.2302
  -5.900  -0.6312   0.03867   0.02912  -0.0189   1.0000   0.2342
  -5.800  -0.6270   0.03768   0.02781  -0.0184   1.0000   0.2381
  -5.700  -0.6194   0.03722   0.02751  -0.0178   1.0000   0.2416
  -5.600  -0.6122   0.03684   0.02718  -0.0173   1.0000   0.2456
  -5.500  -0.6058   0.03627   0.02651  -0.0168   1.0000   0.2505
  -5.400  -0.6001   0.03548   0.02542  -0.0164   1.0000   0.2557
  -5.300  -0.5924   0.03508   0.02519  -0.0159   1.0000   0.2599
  -5.200  -0.5851   0.03472   0.02486  -0.0154   1.0000   0.2648
  -5.100  -0.5781   0.03416   0.02414  -0.0150   1.0000   0.2708
  -5.000  -0.5707   0.03364   0.02360  -0.0146   1.0000   0.2762
  -4.900  -0.5631   0.03336   0.02338  -0.0141   1.0000   0.2818
  -4.800  -0.5555   0.03290   0.02281  -0.0138   1.0000   0.2887
  -4.700  -0.5478   0.03245   0.02234  -0.0135   1.0000   0.2948
