AeroDyn airfoil file Created with QBlade v0.963 64bit on 17.01.2019 at 13:27:42 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0 360 M" on Foil "T1_Re0.100_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
12.20          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.23          Angle of attack for zero Cn for linear Cn curve (deg)
6.29640        Cn slope for zero lift for linear Cn curve (1/rad)
-0.7509        Cn at stall value for positive angle of attack for linear Cn curve
-0.7761        Cn at stall value for negative angle of attack for linear Cn curve
5.30           Angle of attack for minimum CD (deg)
0.0201         Minimum CD value
   -180.00    0.0024    0.0060
   -179.00    0.0847    0.0065
   -178.00    0.1665    0.0078
   -177.00    0.2447    0.0101
   -176.00    0.3128    0.0132
   -175.00    0.3624    0.0173
   -174.00    0.3893    0.0222
   -173.00    0.3973    0.0280
   -172.00    0.3955    0.0347
   -171.00    0.3920    0.0423
   -170.00    0.3912    0.0507
   -169.00    0.3946    0.0599
   -168.00    0.4021    0.0700
   -167.00    0.4129    0.0809
   -166.00    0.4262    0.0926
   -165.00    0.4413    0.1051
   -164.00    0.4577    0.1184
   -163.00    0.4748    0.1325
   -162.00    0.4924    0.1472
   -161.00    0.5101    0.1627
   -160.00    0.5277    0.1789
   -159.00    0.5452    0.1958
   -158.00    0.5622    0.2133
   -157.00    0.5789    0.2315
   -156.00    0.5949    0.2503
   -155.00    0.6104    0.2697
   -154.00    0.6252    0.2897
   -153.00    0.6392    0.3102
   -152.00    0.6525    0.3312
   -151.00    0.6650    0.3527
   -150.00    0.6766    0.3747
   -149.00    0.6874    0.3971
   -148.00    0.6972    0.4200
   -147.00    0.7062    0.4432
   -146.00    0.7142    0.4668
   -145.00    0.7213    0.4907
   -144.00    0.7274    0.5149
   -143.00    0.7325    0.5393
   -142.00    0.7366    0.5640
   -141.00    0.7398    0.5889
   -140.00    0.7419    0.6140
   -139.00    0.7431    0.6393
   -138.00    0.7433    0.6646
   -137.00    0.7424    0.6901
   -136.00    0.7406    0.7156
   -135.00    0.7378    0.7411
   -134.00    0.7340    0.7666
   -133.00    0.7292    0.7921
   -132.00    0.7234    0.8175
   -131.00    0.7167    0.8428
   -130.00    0.7091    0.8680
   -129.00    0.7005    0.8930
   -128.00    0.6910    0.9178
   -127.00    0.6805    0.9424
   -126.00    0.6692    0.9668
   -125.00    0.6570    0.9909
   -124.00    0.6440    1.0146
   -123.00    0.6301    1.0381
   -122.00    0.6154    1.0611
   -121.00    0.6000    1.0838
   -120.00    0.5837    1.1060
   -119.00    0.5667    1.1278
   -118.00    0.5490    1.1491
   -117.00    0.5306    1.1700
   -116.00    0.5116    1.1903
   -115.00    0.4919    1.2100
   -114.00    0.4716    1.2292
   -113.00    0.4507    1.2478
   -112.00    0.4293    1.2657
   -111.00    0.4073    1.2830
   -110.00    0.3843    1.2997
   -109.00    0.3614    1.3157
   -108.00    0.3380    1.3309
   -107.00    0.3143    1.3455
   -106.00    0.2902    1.3593
   -105.00    0.2658    1.3724
   -104.00    0.2411    1.3847
   -103.00    0.2161    1.3962
   -102.00    0.1909    1.4069
   -101.00    0.1654    1.4168
   -100.00    0.1398    1.4259
    -99.00    0.1141    1.4342
    -98.00    0.0882    1.4416
    -97.00    0.0623    1.4482
    -96.00    0.0363    1.4539
    -95.00    0.0104    1.4587
    -94.00   -0.0156    1.4627
    -93.00   -0.0415    1.4658
    -92.00   -0.0673    1.4680
    -91.00   -0.0930    1.4693
    -90.00   -0.1185    1.4697
    -89.00   -0.1439    1.4693
