AeroDyn airfoil file Created with QBlade v0.963 64bit on 17.01.2019 at 13:27:42 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0 360 M" on Foil "T1_Re0.100_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
10.70          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-3.65          Angle of attack for zero Cn for linear Cn curve (deg)
7.92188        Cn slope for zero lift for linear Cn curve (1/rad)
-0.3194        Cn at stall value for positive angle of attack for linear Cn curve
-0.3058        Cn at stall value for negative angle of attack for linear Cn curve
-4.80          Angle of attack for minimum CD (deg)
0.0264         Minimum CD value
   -180.00   -0.0942    0.0060
   -179.00    0.0188    0.0065
   -178.00    0.1263    0.0078
   -177.00    0.2164    0.0101
   -176.00    0.2746    0.0132
   -175.00    0.2968    0.0173
   -174.00    0.2938    0.0222
   -173.00    0.2810    0.0280
   -172.00    0.2690    0.0346
   -171.00    0.2618    0.0422
   -170.00    0.2600    0.0505
   -169.00    0.2628    0.0597
   -168.00    0.2691    0.0697
   -167.00    0.2777    0.0805
   -166.00    0.2879    0.0921
   -165.00    0.2991    0.1044
   -164.00    0.3107    0.1176
   -163.00    0.3225    0.1314
   -162.00    0.3342    0.1460
   -161.00    0.3456    0.1612
   -160.00    0.3566    0.1772
   -159.00    0.3670    0.1938
   -158.00    0.3769    0.2110
   -157.00    0.3860    0.2289
   -156.00    0.3944    0.2473
   -155.00    0.4021    0.2663
   -154.00    0.4090    0.2859
   -153.00    0.4151    0.3059
   -152.00    0.4204    0.3265
   -151.00    0.4249    0.3475
   -150.00    0.4286    0.3689
   -149.00    0.4315    0.3908
   -148.00    0.4337    0.4130
   -147.00    0.4351    0.4356
   -146.00    0.4358    0.4586
   -145.00    0.4357    0.4818
   -144.00    0.4349    0.5053
   -143.00    0.4335    0.5290
   -142.00    0.4314    0.5530
   -141.00    0.4286    0.5771
   -140.00    0.4252    0.6014
   -139.00    0.4212    0.6258
   -138.00    0.4167    0.6503
   -137.00    0.4116    0.6749
   -136.00    0.4060    0.6995
   -135.00    0.3999    0.7241
   -134.00    0.3934    0.7487
   -133.00    0.3864    0.7732
   -132.00    0.3790    0.7977
   -131.00    0.3713    0.8220
   -130.00    0.3632    0.8462
   -129.00    0.3547    0.8702
   -128.00    0.3460    0.8941
   -127.00    0.3370    0.9177
   -126.00    0.3277    0.9410
   -125.00    0.3182    0.9641
   -124.00    0.3085    0.9868
   -123.00    0.2986    1.0092
   -122.00    0.2885    1.0313
   -121.00    0.2783    1.0529
   -120.00    0.2680    1.0742
   -119.00    0.2576    1.0950
   -118.00    0.2471    1.1153
   -117.00    0.2365    1.1352
   -116.00    0.2259    1.1545
   -115.00    0.2152    1.1733
   -114.00    0.2045    1.1916
   -113.00    0.1938    1.2093
   -112.00    0.1831    1.2264
   -111.00    0.1724    1.2428
   -110.00    0.1525    1.2587
   -109.00    0.1417    1.2738
   -108.00    0.1309    1.2883
   -107.00    0.1201    1.3021
   -106.00    0.1094    1.3152
   -105.00    0.0987    1.3276
   -104.00    0.0880    1.3393
   -103.00    0.0774    1.3502
   -102.00    0.0669    1.3603
   -101.00    0.0564    1.3697
   -100.00    0.0460    1.3783
    -99.00    0.0356    1.3861
    -98.00    0.0253    1.3931
    -97.00    0.0150    1.3993
    -96.00    0.0048    1.4046
    -95.00   -0.0053    1.4092
    -94.00   -0.0155    1.4129
    -93.00   -0.0255    1.4158
    -92.00   -0.0355    1.4178
    -91.00   -0.0455    1.4190
    -90.00   -0.0554    1.4194
    -89.00   -0.0653    1.4189
    -88.00   -0.0752    1.4176
    -87.00   -0.0850    1.4154
    -86.00   -0.0948    1.4124
    -85.00   -0.1046    1.4086
    -84.00   -0.1144    1.4040
    -83.00   -0.1241    1.3985
    -82.00   -0.1338    1.3922
    -81.00   -0.1435    1.3851
    -80.00   -0.1531    1.3772
    -79.00   -0.1628    1.3684
    -78.00   -0.1724    1.3590
    -77.00   -0.1820    1.3487
    -76.00   -0.1915    1.3377
    -75.00   -0.2011    1.3259
    -74.00   -0.2106    1.3134
    -73.00   -0.2201    1.3002
    -72.00   -0.2295    1.2862
    -71.00   -0.2389    1.2716
    -70.00   -0.2483    1.2563
    -69.00   -0.2576    1.2403
    -68.00   -0.2669    1.2237
    -67.00   -0.2761    1.2065
    -66.00   -0.2852    1.1887
    -65.00   -0.2943    1.1703
    -64.00   -0.3032    1.1514
    -63.00   -0.3121    1.1319
    -62.00   -0.3208    1.1119
    -61.00   -0.3295    1.0914
    -60.00   -0.3380    1.0705
    -59.00   -0.3463    1.0491
    -58.00   -0.3545    1.0272
    -57.00   -0.3626    1.0050
    -56.00   -0.3704    0.9825
    -55.00   -0.3781    0.9596
    -54.00   -0.3855    0.9363
    -53.00   -0.3928    0.9128
    -52.00   -0.3998    0.8891
    -51.00   -0.4065    0.8651
    -50.00   -0.4130    0.8409
    -49.00   -0.4192    0.8165
    -48.00   -0.4251    0.7920
    -47.00   -0.4307    0.7673
    -46.00   -0.4359    0.7426
    -45.00   -0.4409    0.7179
    -44.00   -0.4455    0.6931
    -43.00   -0.4497    0.6683
    -42.00   -0.4535    0.6435
    -41.00   -0.4569    0.6188
    -40.00   -0.4600    0.5942
    -39.00   -0.4626    0.5697
    -38.00   -0.4648    0.5454
    -37.00   -0.4665    0.5212
    -36.00   -0.4678    0.4973
