AeroDyn airfoil file Created with QBlade v0.963 64bit on 17.01.2019 at 13:27:42 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0 360 M" on Foil "T1_Re0.100_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
-177.00        Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-7.96          Angle of attack for zero Cn for linear Cn curve (deg)
2.64605        Cn slope for zero lift for linear Cn curve (1/rad)
-0.0361        Cn at stall value for positive angle of attack for linear Cn curve
-0.2163        Cn at stall value for negative angle of attack for linear Cn curve
-1.60          Angle of attack for minimum CD (deg)
0.0215         Minimum CD value
   -180.00   -0.1445    0.0060
   -179.00    0.6550    0.0065
   -178.00    1.4024    0.0078
   -177.00    1.7942    0.0101
   -176.00    1.5806    0.0132
   -175.00    1.1179    0.0173
   -174.00    0.7506    0.0222
   -173.00    0.5241    0.0280
   -172.00    0.3939    0.0347
   -171.00    0.3208    0.0422
   -170.00    0.2811    0.0506
   -169.00    0.2611    0.0598
   -168.00    0.2529    0.0698
   -167.00    0.2522    0.0806
   -166.00    0.2560    0.0922
   -165.00    0.2625    0.1045
   -164.00    0.2708    0.1177
   -163.00    0.2799    0.1315
   -162.00    0.2894    0.1461
   -161.00    0.2989    0.1613
   -160.00    0.3082    0.1773
   -159.00    0.3171    0.1939
   -158.00    0.3255    0.2111
   -157.00    0.3332    0.2289
   -156.00    0.3402    0.2473
   -155.00    0.3465    0.2663
   -154.00    0.3520    0.2858
   -153.00    0.3567    0.3058
   -152.00    0.3606    0.3263
   -151.00    0.3638    0.3473
   -150.00    0.3661    0.3687
   -149.00    0.3676    0.3905
   -148.00    0.3684    0.4127
   -147.00    0.3685    0.4352
   -146.00    0.3678    0.4581
   -145.00    0.3664    0.4813
   -144.00    0.3643    0.5047
   -143.00    0.3615    0.5284
   -142.00    0.3582    0.5522
   -141.00    0.3543    0.5763
   -140.00    0.3498    0.6005
   -139.00    0.3447    0.6248
   -138.00    0.3392    0.6492
   -137.00    0.3332    0.6737
   -136.00    0.3268    0.6982
   -135.00    0.3200    0.7227
   -134.00    0.3128    0.7472
   -133.00    0.3053    0.7716
   -132.00    0.2976    0.7960
   -131.00    0.2895    0.8202
   -130.00    0.2812    0.8443
   -129.00    0.2728    0.8682
   -128.00    0.2641    0.8919
   -127.00    0.2553    0.9154
   -126.00    0.2465    0.9386
   -125.00    0.2375    0.9615
   -124.00    0.2284    0.9841
   -123.00    0.2194    1.0064
   -122.00    0.2103    1.0284
   -121.00    0.2012    1.0499
   -120.00    0.1922    1.0710
   -119.00    0.1832    1.0917
   -118.00    0.1743    1.1120
   -117.00    0.1654    1.1317
   -116.00    0.1567    1.1509
   -115.00    0.1481    1.1696
   -114.00    0.1396    1.1878
   -113.00    0.1312    1.2054
   -112.00    0.1229    1.2223
   -111.00    0.1148    1.2387
   -110.00    0.1069    1.2545
   -109.00    0.0898    1.2695
   -108.00    0.0820    1.2840
   -107.00    0.0744    1.2977
   -106.00    0.0669    1.3107
   -105.00    0.0595    1.3231
   -104.00    0.0523    1.3347
   -103.00    0.0453    1.3455
   -102.00    0.0384    1.3556
   -101.00    0.0316    1.3649
   -100.00    0.0249    1.3735
    -99.00    0.0183    1.3813
    -98.00    0.0119    1.3882
    -97.00    0.0055    1.3944
    -96.00   -0.0008    1.3998
    -95.00   -0.0070    1.4043
    -94.00   -0.0131    1.4081
    -93.00   -0.0192    1.4110
    -92.00   -0.0253    1.4130
    -91.00   -0.0313    1.4143
    -90.00   -0.0373    1.4147
    -89.00   -0.0433    1.4143
    -88.00   -0.0493    1.4130
    -87.00   -0.0553    1.4109
    -86.00   -0.0613    1.4080
    -85.00   -0.0674    1.4043
    -84.00   -0.0735    1.3997
    -83.00   -0.0797    1.3943
    -82.00   -0.0859    1.3881
    -81.00   -0.0922    1.3811
    -80.00   -0.0986    1.3734
    -79.00   -0.1051    1.3648
    -78.00   -0.1116    1.3554
    -77.00   -0.1183    1.3453
    -76.00   -0.1250    1.3345
    -75.00   -0.1319    1.3229
    -74.00   -0.1388    1.3105
    -73.00   -0.1459    1.2975
    -72.00   -0.1530    1.2837
    -71.00   -0.1603    1.2693
    -70.00   -0.1676    1.2542
    -69.00   -0.1751    1.2384
    -68.00   -0.1826    1.2220
    -67.00   -0.1902    1.2050
    -66.00   -0.1979    1.1874
    -65.00   -0.2056    1.1693
    -64.00   -0.2134    1.1506
    -63.00   -0.2213    1.1313
    -62.00   -0.2291    1.1116
    -61.00   -0.2370    1.0913
    -60.00   -0.2449    1.0706
    -59.00   -0.2527    1.0495
    -58.00   -0.2605    1.0279
    -57.00   -0.2683    1.0060
    -56.00   -0.2760    0.9837
    -55.00   -0.2836    0.9610
    -54.00   -0.2911    0.9381
    -53.00   -0.2985    0.9148
    -52.00   -0.3058    0.8913
    -51.00   -0.3128    0.8676
    -50.00   -0.3197    0.8437
    -49.00   -0.3264    0.8196
    -48.00   -0.3328    0.7954
    -47.00   -0.3390    0.7710
    -46.00   -0.3449    0.7466
    -45.00   -0.3505    0.7221
    -44.00   -0.3557    0.6975
    -43.00   -0.3607    0.6730
    -42.00   -0.3652    0.6485
    -41.00   -0.3693    0.6241
    -40.00   -0.3731    0.5998
    -39.00   -0.3763    0.5756
    -38.00   -0.3792    0.5515
    -37.00   -0.3815    0.5276
    -36.00   -0.3833    0.5039
    -35.00   -0.3846    0.4805
    -34.00   -0.3854    0.4573
    -33.00   -0.3856    0.4345
    -32.00   -0.3852    0.4119
    -31.00   -0.3842    0.3897
    -30.00   -0.3826    0.3679
    -29.00   -0.3804    0.3465
    -28.00   -0.3775    0.3255
    -27.00   -0.3740    0.3050
    -26.00   -0.3698    0.2850
    -25.00   -0.3648    0.2655
    -24.00   -0.3592    0.2465
    -23.00   -0.3528    0.2281
    -22.00   -0.3457    0.2103
    -21.00   -0.3377    0.1931
    -20.00   -0.3291    0.1765
    -19.00   -0.3195    0.1606
