  
       XFOIL         Version 6.99
  
 Calculated polar for: S4061                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.3452   0.11649   0.11157  -0.0277   1.0000   0.0757
  -9.900  -0.3401   0.11508   0.11016  -0.0276   1.0000   0.0767
  -9.800  -0.3360   0.11380   0.10889  -0.0277   1.0000   0.0778
  -9.700  -0.3328   0.11256   0.10766  -0.0280   1.0000   0.0790
  -9.600  -0.3305   0.11143   0.10655  -0.0284   1.0000   0.0811
  -9.500  -0.3288   0.11029   0.10543  -0.0291   1.0000   0.0821
  -9.400  -0.3289   0.10931   0.10447  -0.0301   1.0000   0.0837
  -9.300  -0.3299   0.10850   0.10369  -0.0313   1.0000   0.0847
  -9.200  -0.3333   0.10804   0.10327  -0.0331   1.0000   0.0855
  -9.100  -0.3351   0.10721   0.10248  -0.0344   1.0000   0.0858
  -9.000  -0.3420   0.10704   0.10237  -0.0368   1.0000   0.0863
  -8.900  -0.3446   0.10628   0.10165  -0.0382   1.0000   0.0864
  -8.800  -0.3513   0.10589   0.10132  -0.0402   1.0000   0.0866
  -8.700  -0.3243   0.10068   0.09603  -0.0351   1.0000   0.0888
  -8.600  -0.3193   0.09931   0.09468  -0.0348   1.0000   0.0895
  -8.500  -0.3139   0.09796   0.09332  -0.0343   1.0000   0.0911
  -8.400  -0.3113   0.09683   0.09221  -0.0344   1.0000   0.0922
  -8.300  -0.3095   0.09575   0.09115  -0.0347   1.0000   0.0934
  -8.200  -0.3082   0.09475   0.09018  -0.0350   1.0000   0.0943
  -8.100  -0.3091   0.09374   0.08921  -0.0354   1.0000   0.0962
  -8.000  -0.3107   0.09293   0.08844  -0.0359   1.0000   0.0973
  -7.900  -0.3164   0.09243   0.08801  -0.0365   1.0000   0.0985
  -7.800  -0.3239   0.09219   0.08783  -0.0364   1.0000   0.0991
  -7.700  -0.3363   0.09233   0.08805  -0.0355   1.0000   0.0995
  -7.600  -0.3488   0.09253   0.08832  -0.0339   1.0000   0.0997
  -7.500  -0.3588   0.09251   0.08836  -0.0322   1.0000   0.0997
  -7.400  -0.3715   0.09267   0.08858  -0.0306   1.0000   0.0998
  -7.300  -0.3829   0.09262   0.08859  -0.0299   1.0000   0.1000
  -7.200  -0.3912   0.09240   0.08841  -0.0294   1.0000   0.1001
  -7.100  -0.4029   0.09221   0.08826  -0.0300   1.0000   0.1003
  -7.000  -0.4106   0.09177   0.08784  -0.0305   1.0000   0.1004
  -6.900  -0.4203   0.09121   0.08730  -0.0326   1.0000   0.1006
  -6.800  -0.4276   0.09047   0.08655  -0.0346   1.0000   0.1008
  -6.700  -0.4240   0.08835   0.08451  -0.0305   1.0000   0.1013
  -6.600  -0.4197   0.08694   0.08313  -0.0265   1.0000   0.1020
  -6.500  -0.4182   0.08599   0.08218  -0.0241   1.0000   0.1026
  -6.400  -0.4181   0.08515   0.08136  -0.0225   1.0000   0.1033
  -6.300  -0.4189   0.08438   0.08061  -0.0213   1.0000   0.1040
