  
       XFOIL         Version 6.99
  
 Calculated polar for: S1210                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.075 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.2267   0.13903   0.13351  -0.0311   1.0000   0.0906
  -9.900  -0.2258   0.13822   0.13271  -0.0310   1.0000   0.0916
  -9.800  -0.2254   0.13741   0.13193  -0.0308   1.0000   0.0929
  -9.700  -0.2254   0.13671   0.13126  -0.0307   1.0000   0.0940
  -9.600  -0.2267   0.13621   0.13079  -0.0308   1.0000   0.0953
  -9.500  -0.2285   0.13589   0.13051  -0.0308   1.0000   0.0961
  -9.400  -0.2335   0.13613   0.13080  -0.0310   1.0000   0.0969
  -9.300  -0.2404   0.13670   0.13141  -0.0313   1.0000   0.0974
  -9.200  -0.2464   0.13709   0.13185  -0.0314   1.0000   0.0977
  -9.100  -0.2537   0.13766   0.13247  -0.0314   1.0000   0.0979
  -9.000  -0.2611   0.13812   0.13299  -0.0314   1.0000   0.0980
  -8.900  -0.2677   0.13845   0.13337  -0.0314   1.0000   0.0981
  -8.700  -0.1988   0.12834   0.12405  -0.0195   1.0000   0.1054
  -8.600  -0.2013   0.12805   0.12379  -0.0189   1.0000   0.1064
  -8.500  -0.2045   0.12783   0.12361  -0.0183   1.0000   0.1079
  -8.400  -0.2081   0.12768   0.12350  -0.0178   1.0000   0.1089
  -8.300  -0.2127   0.12764   0.12350  -0.0173   1.0000   0.1100
  -8.200  -0.2164   0.12755   0.12344  -0.0177   0.9995   0.1111
  -8.100  -0.2200   0.12765   0.12354  -0.0207   0.9970   0.1123
  -8.000  -0.2238   0.12781   0.12371  -0.0237   0.9944   0.1128
  -7.900  -0.2275   0.12775   0.12367  -0.0265   0.9911   0.1130
  -7.800  -0.2529   0.12589   0.12111  -0.0243   1.0000   0.1122
  -7.700  -0.2633   0.12667   0.12196  -0.0239   1.0000   0.1125
  -7.600  -0.2707   0.12694   0.12228  -0.0233   1.0000   0.1126
  -7.500  -0.2813   0.12765   0.12305  -0.0227   1.0000   0.1128
  -7.400  -0.2931   0.12849   0.12396  -0.0221   1.0000   0.1130
  -7.300  -0.3033   0.12907   0.12461  -0.0213   1.0000   0.1130
  -7.200  -0.3091   0.12900   0.12458  -0.0205   1.0000   0.1131
  -7.100  -0.2542   0.11950   0.11497  -0.0185   1.0000   0.1183
  -7.000  -0.2564   0.11911   0.11462  -0.0176   1.0000   0.1195
  -6.900  -0.2597   0.11883   0.11438  -0.0167   1.0000   0.1204
  -6.800  -0.2637   0.11860   0.11420  -0.0159   1.0000   0.1218
  -6.700  -0.2683   0.11850   0.11414  -0.0151   1.0000   0.1227
  -6.600  -0.2738   0.11846   0.11415  -0.0143   1.0000   0.1237
  -6.500  -0.2700   0.11831   0.11401  -0.0185   0.9960   0.1267
  -6.400  -0.2775   0.11997   0.11570  -0.0244   0.9889   0.1280
  -6.300  -0.2714   0.11838   0.11415  -0.0271   0.9846   0.1287
  -6.200  -0.2362   0.11261   0.10831  -0.0253   0.9867   0.1317
  -6.100  -0.2229   0.11088   0.10657  -0.0268   0.9830   0.1343
  -6.000  -0.2118   0.10954   0.10521  -0.0291   0.9796   0.1375
  -5.900  -0.2087   0.10897   0.10466  -0.0318   0.9735   0.1411
  -5.800  -0.2172   0.11007   0.10580  -0.0356   0.9648   0.1429
  -5.700  -0.2137   0.10923   0.10499  -0.0404   0.9593   0.1440
  -5.600  -0.1854   0.10466   0.10037  -0.0381   0.9603   0.1464
  -5.500  -0.1708   0.10278   0.09847  -0.0390   0.9569   0.1495
  -5.400  -0.1630   0.10166   0.09735  -0.0403   0.9515   0.1523
  -5.300  -0.1618   0.10136   0.09706  -0.0432   0.9458   0.1566
  -5.200  -0.1658   0.10164   0.09739  -0.0511   0.9352   0.1589
  -5.100  -0.1492   0.09857   0.09429  -0.0482   0.9350   0.1604
  -5.000  -0.1310   0.09634   0.09203  -0.0482   0.9338   0.1633
  -4.900  -0.1271   0.09542   0.09113  -0.0480   0.9263   0.1659
  -4.800  -0.1191   0.09464   0.09035  -0.0530   0.9210   0.1719
  -4.700  -0.1199   0.09400   0.08975  -0.0582   0.9109   0.1740
  -4.600  -0.1065   0.09168   0.08741  -0.0560   0.9095   0.1755
  -4.500  -0.0906   0.08990   0.08561  -0.0553   0.9077   0.1797
  -4.400  -0.0769   0.08851   0.08420  -0.0590   0.9046   0.1850
  -4.300  -0.0773   0.08794   0.08366  -0.0657   0.8932   0.1890
  -4.200  -0.0653   0.08596   0.08167  -0.0625   0.8922   0.1910
  -4.100  -0.0496   0.08430   0.07999  -0.0627   0.8906   0.1955
  -4.000  -0.0494   0.08386   0.07956  -0.0632   0.8818   0.1998
  -3.900  -0.0359   0.08204   0.07774  -0.0702   0.8769   0.2050
  -3.800  -0.0227   0.08022   0.07591  -0.0693   0.8754   0.2070
  -3.600  -0.0106   0.07823   0.07392  -0.0693   0.8641   0.2117
  -3.500   0.0135   0.07601   0.07166  -0.0806   0.8602   0.2203
  -3.400   0.0269   0.07408   0.06972  -0.0805   0.8588   0.2215
  -3.300   0.0230   0.07372   0.06938  -0.0786   0.8499   0.2220
  -3.200   0.0361   0.07204   0.06769  -0.0798   0.8470   0.2235
  -3.100   0.0532   0.07018   0.06580  -0.0824   0.8449   0.2250
  -3.000   0.0742   0.06790   0.06347  -0.0869   0.8433   0.2257
  -2.900   0.4307   0.02945   0.02162  -0.2008   0.8682   0.0967
  -2.800   0.4532   0.02862   0.02077  -0.2026   0.8651   0.0999
  -2.700   0.4775   0.02780   0.02001  -0.2048   0.8630   0.1054
  -2.600   0.5057   0.02691   0.01908  -0.2077   0.8614   0.1147
  -2.500   0.5449   0.02562   0.01809  -0.2133   0.8608   0.1527
  -2.400   0.5673   0.02650   0.01946  -0.2138   0.8585   0.3053
  -2.300   0.5686   0.02717   0.02017  -0.2114   0.8491   0.3220
  -2.200   0.5752   0.02772   0.02086  -0.2090   0.8455   0.3434
  -2.100   0.5842   0.02831   0.02152  -0.2069   0.8431   0.3709
  -2.000   0.5783   0.02894   0.02230  -0.2029   0.8342   0.3770
  -1.900   0.5841   0.02930   0.02272  -0.2004   0.8305   0.3942
  -1.800   0.5969   0.02933   0.02274  -0.1993   0.8282   0.4099
  -1.700   0.6189   0.02900   0.02231  -0.2006   0.8266   0.4242
  -1.600   0.6216   0.02925   0.02255  -0.1990   0.8182   0.4295
  -1.500   0.6459   0.02880   0.02198  -0.2013   0.8154   0.4401
  -1.400   0.6699   0.02835   0.02141  -0.2034   0.8131   0.4490
  -1.300   0.6970   0.02778   0.02071  -0.2062   0.8112   0.4566
  -1.200   0.7053   0.02786   0.02076  -0.2058   0.8047   0.4607
  -1.100   0.7326   0.02745   0.02018  -0.2093   0.8008   0.4679
  -1.000   0.7537   0.02708   0.01973  -0.2110   0.7978   0.4727
  -0.900   0.7766   0.02668   0.01926  -0.2130   0.7953   0.4778
  -0.800   0.7942   0.02660   0.01906  -0.2146   0.7901   0.4823
  -0.700   0.8148   0.02641   0.01876  -0.2169   0.7851   0.4867
  -0.600   0.8322   0.02618   0.01849  -0.2178   0.7815   0.4901
  -0.500   0.8552   0.02586   0.01807  -0.2199   0.7787   0.4947
  -0.400   0.8686   0.02592   0.01806  -0.2208   0.7732   0.4983
  -0.300   0.8900   0.02580   0.01781  -0.2232   0.7684   0.5024
  -0.200   0.9066   0.02563   0.01760  -0.2241   0.7648   0.5050
  -0.100   0.9263   0.02544   0.01733  -0.2256   0.7619   0.5088
   0.000   0.9356   0.02563   0.01752  -0.2255   0.7567   0.5120
   0.100   0.9517   0.02567   0.01748  -0.2268   0.7523   0.5163
   0.200   0.9705   0.02558   0.01731  -0.2284   0.7489   0.5203
   0.300   0.9878   0.02547   0.01715  -0.2294   0.7460   0.5237
   0.400   0.9990   0.02562   0.01728  -0.2296   0.7419   0.5267
   0.500   1.0104   0.02579   0.01742  -0.2299   0.7373   0.5302
   0.600   1.0292   0.02579   0.01732  -0.2317   0.7336   0.5351
   0.700   1.0443   0.02574   0.01725  -0.2323   0.7307   0.5388
   0.800   1.0605   0.02572   0.01718  -0.2331   0.7280   0.5435
   0.900   1.0675   0.02607   0.01756  -0.2327   0.7233   0.5476
   1.000   1.0808   0.02622   0.01769  -0.2334   0.7196   0.5527
   1.100   1.0935   0.02629   0.01775  -0.2336   0.7166   0.5569
   1.200   1.1098   0.02629   0.01771  -0.2346   0.7140   0.5624
   1.300   1.1278   0.02633   0.01766  -0.2360   0.7114   0.5688
   1.400   1.1324   0.02671   0.01812  -0.2350   0.7072   0.5720
   1.500   1.1424   0.02693   0.01836  -0.2350   0.7037   0.5768
   1.600   1.1576   0.02704   0.01842  -0.2359   0.7007   0.5841
   1.700   1.1708   0.02709   0.01848  -0.2361   0.6981   0.5898
   1.800   1.1874   0.02712   0.01846  -0.2371   0.6959   0.5981
   1.900   1.1944   0.02749   0.01888  -0.2366   0.6925   0.6039
   2.000   1.2015   0.02783   0.01928  -0.2360   0.6890   0.6100
   2.100   1.2133   0.02805   0.01950  -0.2363   0.6859   0.6185
   2.200   1.2248   0.02816   0.01963  -0.2363   0.6833   0.6261
   2.300   1.2399   0.02822   0.01965  -0.2370   0.6810   0.6360
   2.400   1.2549   0.02826   0.01965  -0.2375   0.6789   0.6464
   2.500   1.2584   0.02878   0.02029  -0.2365   0.6753   0.6535
   2.600   1.2659   0.02914   0.02070  -0.2360   0.6720   0.6630
   2.700   1.2752   0.02937   0.02097  -0.2357   0.6692   0.6733
   2.800   1.2871   0.02949   0.02110  -0.2358   0.6666   0.6863
   2.900   1.3004   0.02954   0.02115  -0.2360   0.6644   0.7011
   3.000   1.3144   0.02954   0.02115  -0.2363   0.6624   0.7174
   3.100   1.3161   0.03015   0.02188  -0.2350   0.6588   0.7298
   3.200   1.3210   0.03054   0.02236  -0.2340   0.6556   0.7444
   3.300   1.3292   0.03075   0.02263  -0.2334   0.6527   0.7632
   3.400   1.3374   0.03081   0.02274  -0.2327   0.6502   0.7842
   3.500   1.3467   0.03076   0.02275  -0.2320   0.6480   0.8118
   3.600   1.3537   0.03061   0.02264  -0.2308   0.6461   0.8464
   3.700   1.3476   0.03104   0.02323  -0.2278   0.6429   0.8865
   3.800   1.3515   0.03146   0.02372  -0.2271   0.6391   1.0000
   3.900   1.3723   0.03177   0.02393  -0.2294   0.6356   1.0000
   4.000   1.3919   0.03185   0.02391  -0.2310   0.6326   1.0000
   4.100   1.4114   0.03185   0.02380  -0.2324   0.6301   1.0000
   4.200   1.4184   0.03245   0.02443  -0.2320   0.6266   1.0000
   4.300   1.4229   0.03314   0.02516  -0.2313   0.6227   1.0000
   4.400   1.4338   0.03346   0.02549  -0.2314   0.6194   1.0000
   4.500   1.4488   0.03353   0.02552  -0.2319   0.6165   1.0000
   4.600   1.4655   0.03352   0.02543  -0.2326   0.6140   1.0000
