  
       XFOIL         Version 6.99
  
 Calculated polar for: S1210                                           
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  -5.700  -0.1156   0.10041   0.09642  -0.0655   0.9298   0.1149
  -5.600  -0.1030   0.09836   0.09439  -0.0710   0.9243   0.1154
  -5.500  -0.1036   0.09410   0.09014  -0.0662   0.9248   0.1170
  -5.400  -0.0923   0.09176   0.08774  -0.0643   0.9240   0.1184
  -5.300  -0.0785   0.08983   0.08581  -0.0630   0.9232   0.1205
  -5.200  -0.0639   0.08815   0.08412  -0.0638   0.9216   0.1226
  -5.100  -0.0490   0.08665   0.08260  -0.0653   0.9199   0.1253
  -5.000  -0.0478   0.08602   0.08199  -0.0647   0.9112   0.1269
  -4.900  -0.0381   0.08465   0.08061  -0.0664   0.9060   0.1298
  -4.800  -0.0256   0.08316   0.07912  -0.0699   0.9021   0.1339
  -4.600  -0.0082   0.08033   0.07632  -0.0862   0.8840   0.1430
  -4.500  -0.0018   0.07820   0.07419  -0.0828   0.8823   0.1445
  -4.400   0.0092   0.07672   0.07270  -0.0816   0.8805   0.1460
  -4.300   0.0229   0.07529   0.07126  -0.0815   0.8788   0.1477
  -4.200   0.0373   0.07379   0.06974  -0.0823   0.8771   0.1500
  -4.100   0.0534   0.07215   0.06809  -0.0838   0.8756   0.1544
  -4.000   0.0732   0.07063   0.06656  -0.0895   0.8735   0.1630
  -3.800   0.0904   0.06744   0.06337  -0.1000   0.8554   0.1725
  -3.700   0.1009   0.06584   0.06177  -0.0989   0.8537   0.1739
  -3.600   0.1137   0.06430   0.06022  -0.0986   0.8523   0.1756
  -3.500   0.1287   0.06292   0.05882  -0.0991   0.8509   0.1778
  -3.400   0.1468   0.06121   0.05710  -0.1015   0.8496   0.1803
  -3.300   0.1681   0.05925   0.05510  -0.1053   0.8484   0.1831
  -3.100   0.2076   0.05157   0.04731  -0.1239   0.8321   0.1505
  -3.000   0.4966   0.02323   0.01600  -0.2079   0.8558   0.0575
  -2.900   0.5222   0.02242   0.01513  -0.2103   0.8537   0.0578
  -2.800   0.5487   0.02168   0.01434  -0.2129   0.8518   0.0588
  -2.700   0.5778   0.02096   0.01355  -0.2161   0.8500   0.0607
  -2.600   0.6097   0.02025   0.01269  -0.2200   0.8482   0.0643
  -2.500   0.6250   0.02004   0.01239  -0.2208   0.8394   0.0675
  -2.400   0.6605   0.01908   0.01137  -0.2259   0.8350   0.0862
  -2.300   0.6882   0.01938   0.01229  -0.2287   0.8296   0.3069
  -2.200   0.6959   0.02011   0.01323  -0.2267   0.8244   0.3352
  -2.100   0.7069   0.02060   0.01384  -0.2253   0.8204   0.3574
  -2.000   0.7079   0.02112   0.01443  -0.2226   0.8109   0.3677
  -1.900   0.7170   0.02180   0.01505  -0.2214   0.8035   0.3849
  -1.800   0.7217   0.02191   0.01531  -0.2190   0.7980   0.3992
  -1.700   0.7380   0.02191   0.01525  -0.2194   0.7933   0.4069
  -1.600   0.7579   0.02179   0.01501  -0.2210   0.7881   0.4126
  -1.500   0.7695   0.02179   0.01495  -0.2213   0.7803   0.4166
  -1.400   0.7873   0.02168   0.01470  -0.2228   0.7738   0.4205
  -1.300   0.8074   0.02154   0.01442  -0.2247   0.7681   0.4242
  -1.200   0.8291   0.02150   0.01420  -0.2269   0.7631   0.4281
  -1.100   0.8530   0.02113   0.01367  -0.2297   0.7586   0.4325
  -1.000   0.8618   0.02108   0.01363  -0.2294   0.7522   0.4351
  -0.900   0.8733   0.02103   0.01356  -0.2296   0.7461   0.4376
  -0.800   0.8872   0.02097   0.01339  -0.2302   0.7404   0.4399
  -0.700   0.9022   0.02091   0.01326  -0.2309   0.7353   0.4424
  -0.600   0.9186   0.02087   0.01311  -0.2319   0.7306   0.4451
  -0.500   0.9360   0.02090   0.01301  -0.2331   0.7262   0.4487
  -0.400   0.9460   0.02097   0.01308  -0.2330   0.7212   0.4518
  -0.300   0.9567   0.02104   0.01314  -0.2330   0.7162   0.4551
  -0.200   0.9690   0.02110   0.01315  -0.2333   0.7115   0.4585
  -0.100   0.9826   0.02114   0.01313  -0.2339   0.7071   0.4618
   0.000   0.9972   0.02116   0.01308  -0.2347   0.7031   0.4646
   0.100   1.0123   0.02119   0.01302  -0.2356   0.6995   0.4672
   0.200   1.0281   0.02126   0.01298  -0.2366   0.6960   0.4698
   0.300   1.0445   0.02139   0.01300  -0.2377   0.6926   0.4722
   0.400   1.0569   0.02150   0.01308  -0.2381   0.6892   0.4745
   0.500   1.0684   0.02147   0.01308  -0.2385   0.6857   0.4778
   0.600   1.0793   0.02152   0.01315  -0.2385   0.6822   0.4809
   0.700   1.0904   0.02160   0.01324  -0.2386   0.6787   0.4840
   0.800   1.1018   0.02169   0.01334  -0.2387   0.6754   0.4874
   0.900   1.1138   0.02178   0.01343  -0.2389   0.6722   0.4910
   1.000   1.1262   0.02188   0.01350  -0.2392   0.6691   0.4950
   1.100   1.1391   0.02197   0.01356  -0.2395   0.6661   0.4994
   1.200   1.1525   0.02207   0.01362  -0.2400   0.6632   0.5041
   1.300   1.1665   0.02222   0.01370  -0.2406   0.6602   0.5090
   1.400   1.1812   0.02247   0.01387  -0.2413   0.6572   0.5141
   1.500   1.1920   0.02267   0.01407  -0.2414   0.6544   0.5185
   1.600   1.2020   0.02273   0.01429  -0.2413   0.6515   0.5241
   1.700   1.2116   0.02285   0.01447  -0.2411   0.6487   0.5296
   1.800   1.2214   0.02301   0.01468  -0.2409   0.6460   0.5356
   1.900   1.2317   0.02318   0.01489  -0.2408   0.6433   0.5422
   2.000   1.2427   0.02335   0.01507  -0.2408   0.6407   0.5494
   2.100   1.2544   0.02352   0.01524  -0.2410   0.6381   0.5570
   2.200   1.2669   0.02369   0.01538  -0.2413   0.6356   0.5642
   2.300   1.2789   0.02375   0.01547  -0.2415   0.6329   0.5723
   2.400   1.2905   0.02386   0.01559  -0.2416   0.6305   0.5802
   2.500   1.3025   0.02399   0.01572  -0.2417   0.6280   0.5896
   2.600   1.3153   0.02416   0.01586  -0.2420   0.6254   0.6001
   2.700   1.3289   0.02445   0.01609  -0.2425   0.6228   0.6110
   2.800   1.3393   0.02476   0.01644  -0.2424   0.6203   0.6216
   2.900   1.3474   0.02492   0.01670  -0.2419   0.6183   0.6321
   3.000   1.3561   0.02513   0.01697  -0.2415   0.6161   0.6449
   3.100   1.3656   0.02535   0.01724  -0.2413   0.6136   0.6587
   3.200   1.3731   0.02549   0.01749  -0.2406   0.6109   0.6716
   3.300   1.3819   0.02566   0.01772  -0.2402   0.6079   0.6877
   3.400   1.3916   0.02579   0.01789  -0.2399   0.6048   0.7060
   3.500   1.3999   0.02587   0.01804  -0.2392   0.6019   0.7245
   3.600   1.4100   0.02595   0.01817  -0.2389   0.5990   0.7480
   3.700   1.4180   0.02597   0.01823  -0.2381   0.5963   0.7728
   3.800   1.4257   0.02597   0.01829  -0.2371   0.5938   0.8040
   3.900   1.4308   0.02594   0.01832  -0.2357   0.5916   0.8459
   4.000   1.4301   0.02579   0.01823  -0.2330   0.5896   1.0000
   4.100   1.4487   0.02617   0.01848  -0.2348   0.5866   1.0000
   4.200   1.4620   0.02670   0.01896  -0.2355   0.5838   1.0000
   4.300   1.4713   0.02694   0.01924  -0.2354   0.5814   1.0000
   4.400   1.4805   0.02722   0.01970  -0.2352   0.5788   1.0000
   4.500   1.4894   0.02750   0.02001  -0.2349   0.5758   1.0000
   4.600   1.4984   0.02777   0.02031  -0.2346   0.5728   1.0000
   4.700   1.5079   0.02802   0.02057  -0.2344   0.5697   1.0000
   4.800   1.5180   0.02823   0.02079  -0.2343   0.5667   1.0000
   4.900   1.5287   0.02843   0.02097  -0.2342   0.5638   1.0000
   5.000   1.5403   0.02855   0.02108  -0.2342   0.5607   1.0000
   5.100   1.5528   0.02862   0.02110  -0.2343   0.5576   1.0000
   5.200   1.5658   0.02871   0.02113  -0.2345   0.5546   1.0000
   5.300   1.5791   0.02889   0.02124  -0.2348   0.5516   1.0000
   5.400   1.5917   0.02942   0.02170  -0.2351   0.5479   1.0000
   5.500   1.5981   0.02964   0.02199  -0.2343   0.5452   1.0000
   5.600   1.6046   0.02986   0.02229  -0.2335   0.5419   1.0000
   5.700   1.6113   0.03009   0.02259  -0.2327   0.5382   1.0000
   5.800   1.6190   0.03031   0.02285  -0.2321   0.5346   1.0000
   5.900   1.6280   0.03045   0.02301  -0.2317   0.5308   1.0000
   6.000   1.6383   0.03052   0.02307  -0.2314   0.5271   1.0000
   6.100   1.6499   0.03051   0.02303  -0.2313   0.5234   1.0000
   6.200   1.6627   0.03046   0.02293  -0.2314   0.5199   1.0000
   6.300   1.6769   0.03040   0.02278  -0.2316   0.5160   1.0000
   6.400   1.6903   0.03070   0.02300  -0.2320   0.5121   1.0000
   6.500   1.6964   0.03098   0.02335  -0.2311   0.5087   1.0000
   6.600   1.7010   0.03118   0.02365  -0.2299   0.5048   1.0000
   6.700   1.7070   0.03138   0.02393  -0.2290   0.5007   1.0000
   6.800   1.7145   0.03150   0.02409  -0.2282   0.4963   1.0000
   6.900   1.7237   0.03150   0.02409  -0.2278   0.4919   1.0000
   7.000   1.7346   0.03144   0.02422  -0.2275   0.4876   1.0000
   7.100   1.7467   0.03136   0.02411  -0.2274   0.4838   1.0000
   7.200   1.7602   0.03123   0.02390  -0.2275   0.4796   1.0000
   7.300   1.7743   0.03147   0.02405  -0.2280   0.4756   1.0000
   7.400   1.7781   0.03172   0.02442  -0.2267   0.4717   1.0000
   7.500   1.7818   0.03195   0.02476  -0.2253   0.4675   1.0000
   7.600   1.7872   0.03211   0.02501  -0.2243   0.4629   1.0000
   7.700   1.7945   0.03218   0.02513  -0.2234   0.4582   1.0000
   7.800   1.8035   0.03220   0.02515  -0.2229   0.4538   1.0000
   7.900   1.8139   0.03213   0.02507  -0.2226   0.4495   1.0000
   8.000   1.8254   0.03204   0.02493  -0.2224   0.4454   1.0000
   8.100   1.8392   0.03207   0.02486  -0.2227   0.4409   1.0000
   8.200   1.8445   0.03234   0.02521  -0.2216   0.4363   1.0000
   8.300   1.8465   0.03259   0.02559  -0.2200   0.4315   1.0000
   8.400   1.8503   0.03274   0.02582  -0.2186   0.4260   1.0000
   8.500   1.8565   0.03278   0.02590  -0.2176   0.4205   1.0000
   8.600   1.8644   0.03270   0.02581  -0.2168   0.4152   1.0000
   8.700   1.8740   0.03256   0.02561  -0.2162   0.4099   1.0000
   8.800   1.8881   0.03255   0.02542  -0.2166   0.4039   1.0000
   8.900   1.8858   0.03291   0.02599  -0.2142   0.3986   1.0000
   9.000   1.8864   0.03315   0.02634  -0.2123   0.3924   1.0000
   9.100   1.8888   0.03326   0.02650  -0.2106   0.3858   1.0000
   9.200   1.8933   0.03330   0.02654  -0.2093   0.3799   1.0000
   9.300   1.9006   0.03322   0.02634  -0.2084   0.3731   1.0000
   9.400   1.9039   0.03349   0.02661  -0.2069   0.3667   1.0000
   9.500   1.9016   0.03387   0.02713  -0.2046   0.3603   1.0000
   9.600   1.8993   0.03418   0.02750  -0.2023   0.3534   1.0000
   9.700   1.8995   0.03437   0.02780  -0.2003   0.3470   1.0000
   9.800   1.9023   0.03456   0.02789  -0.1987   0.3408   1.0000
   9.900   1.9021   0.03493   0.02823  -0.1968   0.3338   1.0000
  10.000   1.8989   0.03547   0.02888  -0.1945   0.3268   1.0000
  10.100   1.8972   0.03595   0.02938  -0.1924   0.3197   1.0000
  10.200   1.8965   0.03640   0.02977  -0.1905   0.3129   1.0000
  10.300   1.8976   0.03684   0.03005  -0.1889   0.3062   1.0000
  10.400   1.8954   0.03754   0.03081  -0.1870   0.2995   1.0000
  10.500   1.8930   0.03828   0.03160  -0.1851   0.2928   1.0000
  10.600   1.8915   0.03896   0.03228  -0.1834   0.2868   1.0000
  10.700   1.8902   0.03965   0.03289  -0.1816   0.2809   1.0000
  10.800   1.8918   0.04037   0.03339  -0.1803   0.2736   1.0000
  10.900   1.8886   0.04127   0.03444  -0.1785   0.2686   1.0000
  11.000   1.8863   0.04218   0.03541  -0.1769   0.2631   1.0000
  11.100   1.8845   0.04303   0.03630  -0.1754   0.2582   1.0000
  11.200   1.8837   0.04388   0.03711  -0.1740   0.2533   1.0000
  11.300   1.8850   0.04474   0.03783  -0.1728   0.2476   1.0000
  11.400   1.8889   0.04557   0.03857  -0.1720   0.2420   1.0000
  11.500   1.8857   0.04662   0.03974  -0.1704   0.2381   1.0000
  11.600   1.8841   0.04764   0.04084  -0.1691   0.2341   1.0000
  11.700   1.8828   0.04863   0.04188  -0.1679   0.2302   1.0000
  11.800   1.8834   0.04946   0.04272  -0.1669   0.2271   1.0000
  11.900   1.8853   0.05030   0.04355  -0.1660   0.2236   1.0000
  12.000   1.8890   0.05104   0.04420  -0.1653   0.2196   1.0000
  12.100   1.9041   0.05163   0.04462  -0.1654   0.2140   1.0000
  12.200   1.8987   0.05279   0.04593  -0.1639   0.2119   1.0000
  12.300   1.8996   0.05373   0.04696  -0.1630   0.2102   1.0000
  12.400   1.8974   0.05490   0.04824  -0.1619   0.2073   1.0000
  12.500   1.8971   0.05588   0.04929  -0.1610   0.2050   1.0000
  12.600   1.8978   0.05686   0.05034  -0.1601   0.2025   1.0000
  12.700   1.8980   0.05781   0.05133  -0.1593   0.2001   1.0000
  12.800   1.8981   0.05878   0.05233  -0.1584   0.1975   1.0000
  12.900   1.8978   0.05971   0.05324  -0.1576   0.1947   1.0000
  13.000   1.9039   0.06034   0.05388  -0.1571   0.1929   1.0000
  13.200   1.9248   0.06167   0.05509  -0.1568   0.1861   1.0000
  13.300   1.9204   0.06306   0.05663  -0.1557   0.1849   1.0000
  13.400   1.9150   0.06446   0.05815  -0.1547   0.1833   1.0000
  13.500   1.9158   0.06550   0.05928  -0.1540   0.1828   1.0000
  13.600   1.9104   0.06696   0.06087  -0.1532   0.1810   1.0000
  13.700   1.8961   0.06859   0.06253  -0.1521   0.1776   1.0000
  13.800   1.9067   0.06967   0.06378  -0.1518   0.1782   1.0000
  13.900   1.9052   0.07089   0.06508  -0.1512   0.1771   1.0000
  14.000   1.9030   0.07227   0.06656  -0.1507   0.1757   1.0000
